i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter
1058	584	1412	977	915	914	926	502	1249	0
584	1412	977	915	914	926	502	1249	837	0
1412	977	915	914	926	502	1249	837	552	0
977	915	914	926	502	1249	837	552	1206	1
915	914	926	502	1249	837	552	1206	876	0
914	926	502	1249	837	552	1206	876	533	0
926	502	1249	837	552	1206	876	533	1233	1
502	1249	837	552	1206	876	533	1233	887	0
1249	837	552	1206	876	533	1233	887	549	0
837	552	1206	876	533	1233	887	549	1245	1
552	1206	876	533	1233	887	549	1245	868	0
1206	876	533	1233	887	549	1245	868	556	0
876	533	1233	887	549	1245	868	556	1218	1
533	1233	887	549	1245	868	556	1218	884	0
1233	887	549	1245	868	556	1218	884	537	0
887	549	1245	868	556	1218	884	537	1202	1
549	1245	868	556	1218	884	537	1202	875	0
1245	868	556	1218	884	537	1202	875	572	0
868	556	1218	884	537	1202	875	572	1249	1
556	1218	884	537	1202	875	572	1249	989	0
1218	884	537	1202	875	572	1249	989	505	0
884	537	1202	875	572	1249	989	505	1362	1
537	1202	875	572	1249	989	505	1362	977	0
1202	875	572	1249	989	505	1362	977	502	0
875	572	1249	989	505	1362	977	502	1366	1
572	1249	989	505	1362	977	502	1366	976	0
1249	989	505	1362	977	502	1366	976	502	0
989	505	1362	977	502	1366	976	502	1331	1
505	1362	977	502	1366	976	502	1331	911	0
1362	977	502	1366	976	502	1331	911	517	0
977	502	1366	976	502	1331	911	517	1311	1
502	1366	976	502	1331	911	517	1311	911	0
1366	976	502	1331	911	517	1311	911	517	0
976	502	1331	911	517	1311	911	517	1191	1
502	1331	911	517	1311	911	517	1191	813	0
1331	911	517	1311	911	517	1191	813	557	0
911	517	1311	911	517	1191	813	557	1148	1
517	1311	911	517	1191	813	557	1148	859	0
1311	911	517	1191	813	557	1148	859	596	0
911	517	1191	813	557	1148	859	596	1253	1
517	1191	813	557	1148	859	596	1253	930	0
1191	813	557	1148	859	596	1253	930	517	0
813	557	1148	859	596	1253	930	517	1358	1
557	1148	859	596	1253	930	517	1358	992	0
1148	859	596	1253	930	517	1358	992	502	0
859	596	1253	930	517	1358	992	502	1378	1
596	1253	930	517	1358	992	502	1378	969	0
1253	930	517	1358	992	502	1378	969	502	0
930	517	1358	992	502	1378	969	502	1373	1
517	1358	992	502	1378	969	502	1373	957	0
1358	992	502	1378	969	502	1373	957	498	0
992	502	1378	969	502	1373	957	498	1288	1
502	1378	969	502	1373	957	498	1288	829	0
1378	969	502	1373	957	498	1288	829	541	0
969	502	1373	957	498	1288	829	541	1121	1
502	1373	957	498	1288	829	541	1121	821	0
1373	957	498	1288	829	541	1121	821	583	0
957	498	1288	829	541	1121	821	583	1133	1
498	1288	829	541	1121	821	583	1133	863	0
1288	829	541	1121	821	583	1133	863	572	0
829	541	1121	821	583	1133	863	572	1261	1
541	1121	821	583	1133	863	572	1261	922	0
1121	821	583	1133	863	572	1261	922	545	0
821	583	1133	863	572	1261	922	545	1342	1
583	1133	863	572	1261	922	545	1342	965	0
1133	863	572	1261	922	545	1342	965	518	0
863	572	1261	922	545	1342	965	518	1327	1
572	1261	922	545	1342	965	518	1327	941	0
1261	922	545	1342	965	518	1327	941	518	0
922	545	1342	965	518	1327	941	518	1338	1
545	1342	965	518	1327	941	518	1338	930	0
1342	965	518	1327	941	518	1338	930	518	0
965	518	1327	941	518	1338	930	518	1354	1
518	1327	941	518	1338	930	518	1354	953	0
1327	941	518	1338	930	518	1354	953	510	0
941	518	1338	930	518	1354	953	510	1327	1
518	1338	930	518	1354	953	510	1327	922	0
1338	930	518	1354	953	510	1327	922	518	0
930	518	1354	953	510	1327	922	518	1260	1
518	1354	953	510	1327	922	518	1260	895	0
1354	953	510	1327	922	518	1260	895	514	0
953	510	1327	922	518	1260	895	514	1288	1
510	1327	922	518	1260	895	514	1288	879	0
1327	922	518	1260	895	514	1288	879	529	0
922	518	1260	895	514	1288	879	529	1343	1
518	1260	895	514	1288	879	529	1343	926	0
1260	895	514	1288	879	529	1343	926	513	0
895	514	1288	879	529	1343	926	513	1331	1
514	1288	879	529	1343	926	513	1331	942	0
1288	879	529	1343	926	513	1331	942	509	0
879	529	1343	926	513	1331	942	509	1285	1
529	1343	926	513	1331	942	509	1285	910	0
1343	926	513	1331	942	509	1285	910	521	0
926	513	1331	942	509	1285	910	521	1277	1
513	1331	942	509	1285	910	521	1277	930	0
1331	942	509	1285	910	521	1277	930	505	0
942	509	1285	910	521	1277	930	505	1362	1
509	1285	910	521	1277	930	505	1362	961	0
1285	910	521	1277	930	505	1362	961	502	0
910	521	1277	930	505	1362	961	502	1362	1
521	1277	930	505	1362	961	502	1362	957	0
1277	930	505	1362	961	502	1362	957	499	0
930	505	1362	961	502	1362	957	499	1299	1
505	1362	961	502	1362	957	499	1299	891	0
1362	961	502	1362	957	499	1299	891	518	0
961	502	1362	957	499	1299	891	518	1260	1
502	1362	957	499	1299	891	518	1260	926	0
1362	957	499	1299	891	518	1260	926	506	0
957	499	1299	891	518	1260	926	506	1374	1
499	1299	891	518	1260	926	506	1374	976	0
1299	891	518	1260	926	506	1374	976	872	0
891	518	1260	926	506	1374	976	872	864	1
518	1260	926	506	1374	976	872	864	871	0
1260	926	506	1374	976	872	864	871	541	0
926	506	1374	976	872	864	871	541	1234	0
506	1374	976	872	864	871	541	1234	926	0
1374	976	872	864	871	541	1234	926	529	0
976	872	864	871	541	1234	926	529	1311	1
872	864	871	541	1234	926	529	1311	888	0
864	871	541	1234	926	529	1311	888	529	0
871	541	1234	926	529	1311	888	529	1327	1
541	1234	926	529	1311	888	529	1327	984	0
1234	926	529	1311	888	529	1327	984	510	0
926	529	1311	888	529	1327	984	510	1377	1
529	1311	888	529	1327	984	510	1377	934	0
1311	888	529	1327	984	510	1377	934	506	0
888	529	1327	984	510	1377	934	506	1257	1
529	1327	984	510	1377	934	506	1257	852	0
1327	984	510	1377	934	506	1257	852	525	0
984	510	1377	934	506	1257	852	525	1210	1
510	1377	934	506	1257	852	525	1210	864	0
1377	934	506	1257	852	525	1210	864	556	0
934	506	1257	852	525	1210	864	556	1218	1
506	1257	852	525	1210	864	556	1218	907	0
1257	852	525	1210	864	556	1218	907	525	0
852	525	1210	864	556	1218	907	525	1292	1
525	1210	864	556	1218	907	525	1292	911	0
1210	864	556	1218	907	525	1292	911	525	0
864	556	1218	907	525	1292	911	525	1373	1
556	1218	907	525	1292	911	525	1373	965	0
1218	907	525	1292	911	525	1373	965	506	0
907	525	1292	911	525	1373	965	506	1343	1
525	1292	911	525	1373	965	506	1343	949	0
1292	911	525	1373	965	506	1343	949	506	0
911	525	1373	965	506	1343	949	506	1292	1
525	1373	965	506	1343	949	506	1292	879	0
1373	965	506	1343	949	506	1292	879	525	0
965	506	1343	949	506	1292	879	525	1187	1
506	1343	949	506	1292	879	525	1187	806	0
1343	949	506	1292	879	525	1187	806	564	0
949	506	1292	879	525	1187	806	564	992	1
506	1292	879	525	1187	806	564	992	747	0
1292	879	525	1187	806	564	992	747	747	0
879	525	1187	806	564	992	747	747	751	1
525	1187	806	564	992	747	747	751	774	0
1187	806	564	992	747	747	751	774	607	0
806	564	992	747	747	751	774	607	946	0
564	992	747	747	751	774	607	946	759	0
992	747	747	751	774	607	946	759	747	0
747	747	751	774	607	946	759	747	739	1
747	751	774	607	946	759	747	739	728	0
751	774	607	946	759	747	739	728	735	0
774	607	946	759	747	739	728	735	747	0
607	946	759	747	739	728	735	747	763	0
946	759	747	739	728	735	747	763	763	0
759	747	739	728	735	747	763	763	754	0
747	739	728	735	747	763	763	754	771	0
739	728	735	747	763	763	754	771	619	0
728	735	747	763	763	754	771	619	949	0
735	747	763	763	754	771	619	949	798	0
747	763	763	754	771	619	949	798	797	0
763	763	754	771	619	949	798	797	557	1
763	754	771	619	949	798	797	557	1183	0
754	771	619	949	798	797	557	1183	914	0
771	619	949	798	797	557	1183	914	973	0
619	949	798	797	557	1183	914	973	996	1
949	798	797	557	1183	914	973	996	603	0
798	797	557	1183	914	973	996	603	1397	0
797	557	1183	914	973	996	603	1397	1031	0
557	1183	914	973	996	603	1397	1031	502	0
1183	914	973	996	603	1397	1031	502	1397	1
914	973	996	603	1397	1031	502	1397	965	0
973	996	603	1397	1031	502	1397	965	509	0
996	603	1397	1031	502	1397	965	509	1281	1
603	1397	1031	502	1397	965	509	1281	902	0
1397	1031	502	1397	965	509	1281	902	541	0
1031	502	1397	965	509	1281	902	541	1284	1
502	1397	965	509	1281	902	541	1284	938	0
1397	965	509	1281	902	541	1284	938	533	0
965	509	1281	902	541	1284	938	533	1343	1
509	1281	902	541	1284	938	533	1343	894	0
1281	902	541	1284	938	533	1343	894	530	0
902	541	1284	938	533	1343	894	530	1163	1
541	1284	938	533	1343	894	530	1163	813	0
1284	938	533	1343	894	530	1163	813	596	0
938	533	1343	894	530	1163	813	596	1128	1
533	1343	894	530	1163	813	596	1128	907	0
1343	894	530	1163	813	596	1128	907	564	0
894	530	1163	813	596	1128	907	564	1342	1
530	1163	813	596	1128	907	564	1342	977	0
1163	813	596	1128	907	564	1342	977	529	0
813	596	1128	907	564	1342	977	529	1397	1
596	1128	907	564	1342	977	529	1397	1062	0
1128	907	564	1342	977	529	1397	1062	1024	0
907	564	1342	977	529	1397	1062	1024	1011	1
564	1342	977	529	1397	1062	1024	1011	996	0
1342	977	529	1397	1062	1024	1011	996	977	0
977	529	1397	1062	1024	1011	996	977	510	0
529	1397	1062	1024	1011	996	977	510	1389	0
1397	1062	1024	1011	996	977	510	1389	1008	0
1062	1024	1011	996	977	510	1389	1008	972	0
1024	1011	996	977	510	1389	1008	972	977	1
1011	996	977	510	1389	1008	972	977	973	0
996	977	510	1389	1008	972	977	973	980	0
977	510	1389	1008	972	977	973	980	985	0
510	1389	1008	972	977	973	980	985	988	0
1389	1008	972	977	973	980	985	988	494	0
1008	972	977	973	980	985	988	494	1389	0
972	977	973	980	985	988	494	1389	1024	0
977	973	980	985	988	494	1389	1024	980	0
973	980	985	988	494	1389	1024	980	985	1
980	985	988	494	1389	1024	980	985	984	0
985	988	494	1389	1024	980	985	984	969	0
988	494	1389	1024	980	985	984	969	977	0
494	1389	1024	980	985	984	969	977	976	0
1389	1024	980	985	984	969	977	976	498	0
1024	980	985	984	969	977	976	498	1397	0
980	985	984	969	977	976	498	1397	992	0
985	984	969	977	976	498	1397	992	499	0
984	969	977	976	498	1397	992	499	1221	1
969	977	976	498	1397	992	499	1221	806	0
977	976	498	1397	992	499	1221	806	583	0
976	498	1397	992	499	1221	806	583	1035	1
498	1397	992	499	1221	806	583	1035	814	0
1397	992	499	1221	806	583	1035	814	852	0
992	499	1221	806	583	1035	814	852	903	1
499	1221	806	583	1035	814	852	903	965	0
1221	806	583	1035	814	852	903	965	1042	0
806	583	1035	814	852	903	965	1042	494	0
583	1035	814	852	903	965	1042	494	1429	0
1035	814	852	903	965	1042	494	1429	1054	0
814	852	903	965	1042	494	1429	1054	1078	0
852	903	965	1042	494	1429	1054	1078	1008	1
903	965	1042	494	1429	1054	1078	1008	980	0
965	1042	494	1429	1054	1078	1008	980	992	0
1042	494	1429	1054	1078	1008	980	992	502	0
494	1429	1054	1078	1008	980	992	502	1389	0
1429	1054	1078	1008	980	992	502	1389	1000	0
1054	1078	1008	980	992	502	1389	1000	997	0
1078	1008	980	992	502	1389	1000	997	972	1
1008	980	992	502	1389	1000	997	972	973	0
980	992	502	1389	1000	997	972	973	494	0
992	502	1389	1000	997	972	973	494	1420	0
502	1389	1000	997	972	973	494	1420	1078	0
1389	1000	997	972	973	494	1420	1078	1051	0
1000	997	972	973	494	1420	1078	1051	1050	1
997	972	973	494	1420	1078	1051	1050	1043	0
972	973	494	1420	1078	1051	1050	1043	1035	0
973	494	1420	1078	1051	1050	1043	1035	502	0
494	1420	1078	1051	1050	1043	1035	502	1343	0
1420	1078	1051	1050	1043	1035	502	1343	860	0
1078	1051	1050	1043	1035	502	1343	860	521	0
1051	1050	1043	1035	502	1343	860	521	1148	1
1050	1043	1035	502	1343	860	521	1148	821	0
1043	1035	502	1343	860	521	1148	821	572	0
1035	502	1343	860	521	1148	821	572	1109	1
502	1343	860	521	1148	821	572	1109	887	0
1343	860	521	1148	821	572	1109	887	568	0
860	521	1148	821	572	1109	887	568	1315	1
521	1148	821	572	1109	887	568	1315	868	0
1148	821	572	1109	887	568	1315	868	548	0
821	572	1109	887	568	1315	868	548	1207	1
572	1109	887	568	1315	868	548	1207	883	0
1109	887	568	1315	868	548	1207	883	545	0
887	568	1315	868	548	1207	883	545	1284	1
568	1315	868	548	1207	883	545	1284	965	0
1315	868	548	1207	883	545	1284	965	529	0
868	548	1207	883	545	1284	965	529	1393	1
548	1207	883	545	1284	965	529	1393	1043	0
1207	883	545	1284	965	529	1393	1043	1011	0
883	545	1284	965	529	1393	1043	1011	973	1
545	1284	965	529	1393	1043	1011	973	891	0
1284	965	529	1393	1043	1011	973	891	506	0
965	529	1393	1043	1011	973	891	506	1377	0
529	1393	1043	1011	973	891	506	1377	962	0
1393	1043	1011	973	891	506	1377	962	509	0
1043	1011	973	891	506	1377	962	509	1319	1
1011	973	891	506	1377	962	509	1319	965	0
973	891	506	1377	962	509	1319	965	510	0
891	506	1377	962	509	1319	965	510	1389	1
506	1377	962	509	1319	965	510	1389	1008	0
1377	962	509	1319	965	510	1389	1008	1035	0
962	509	1319	965	510	1389	1008	1035	1035	1
509	1319	965	510	1389	1008	1035	1035	988	0
1319	965	510	1389	1008	1035	1035	988	884	0
965	510	1389	1008	1035	1035	988	884	583	0
510	1389	1008	1035	1035	988	884	583	1277	0
1389	1008	1035	1035	988	884	583	1277	902	0
1008	1035	1035	988	884	583	1277	902	537	0
1035	1035	988	884	583	1277	902	537	1276	1
1035	988	884	583	1277	902	537	1276	942	0
988	884	583	1277	902	537	1276	942	533	0
884	583	1277	902	537	1276	942	533	1362	1
583	1277	902	537	1276	942	533	1362	1027	0
1277	902	537	1276	942	533	1362	1027	502	0
902	537	1276	942	533	1362	1027	502	1385	1
537	1276	942	533	1362	1027	502	1385	989	0
1276	942	533	1362	1027	502	1385	989	502	0
942	533	1362	1027	502	1385	989	502	1424	1
533	1362	1027	502	1385	989	502	1424	1035	0
1362	1027	502	1385	989	502	1424	1035	1000	0
1027	502	1385	989	502	1424	1035	1000	1058	1
502	1385	989	502	1424	1035	1000	1058	1066	0
1385	989	502	1424	1035	1000	1058	1066	1074	0
989	502	1424	1035	1000	1058	1066	1074	1160	0
502	1424	1035	1000	1058	1066	1074	1160	1015	0
1424	1035	1000	1058	1066	1074	1160	1015	958	0
1035	1000	1058	1066	1074	1160	1015	958	953	0
1000	1058	1066	1074	1160	1015	958	953	545	0
1058	1066	1074	1160	1015	958	953	545	1225	0
1066	1074	1160	1015	958	953	545	1225	817	0
1074	1160	1015	958	953	545	1225	817	584	0
1160	1015	958	953	545	1225	817	584	1058	1
1015	958	953	545	1225	817	584	1058	837	0
958	953	545	1225	817	584	1058	837	848	0
953	545	1225	817	584	1058	837	848	860	1
545	1225	817	584	1058	837	848	860	856	0
1225	817	584	1058	837	848	860	856	514	0
817	584	1058	837	848	860	856	514	1292	0
584	1058	837	848	860	856	514	1292	937	0
1058	837	848	860	856	514	1292	937	534	0
837	848	860	856	514	1292	937	534	1358	1
848	860	856	514	1292	937	534	1358	996	0
860	856	514	1292	937	534	1358	996	509	0
856	514	1292	937	534	1358	996	509	1389	1
514	1292	937	534	1358	996	509	1389	997	0
1292	937	534	1358	996	509	1389	997	498	0
937	534	1358	996	509	1389	997	498	1334	1
534	1358	996	509	1389	997	498	1334	930	0
1358	996	509	1389	997	498	1334	930	514	0
996	509	1389	997	498	1334	930	514	1296	1
509	1389	997	498	1334	930	514	1296	894	0
1389	997	498	1334	930	514	1296	894	534	0
997	498	1334	930	514	1296	894	534	1272	1
498	1334	930	514	1296	894	534	1272	879	0
1334	930	514	1296	894	534	1272	879	529	0
930	514	1296	894	534	1272	879	529	1222	1
514	1296	894	534	1272	879	529	1222	864	0
1296	894	534	1272	879	529	1222	864	576	0
894	534	1272	879	529	1222	864	576	1179	1
534	1272	879	529	1222	864	576	1179	852	0
1272	879	529	1222	864	576	1179	852	568	0
879	529	1222	864	576	1179	852	568	1195	1
529	1222	864	576	1179	852	568	1195	821	0
1222	864	576	1179	852	568	1195	821	797	0
864	576	1179	852	568	1195	821	797	802	1
576	1179	852	568	1195	821	797	802	817	0
1179	852	568	1195	821	797	802	817	557	0
852	568	1195	821	797	802	817	557	1182	0
568	1195	821	797	802	817	557	1182	903	0
1195	821	797	802	817	557	1182	903	560	0
821	797	802	817	557	1182	903	560	1374	1
797	802	817	557	1182	903	560	1374	946	0
802	817	557	1182	903	560	1374	946	525	0
817	557	1182	903	560	1374	946	525	1280	1
557	1182	903	560	1374	946	525	1280	903	0
1182	903	560	1374	946	525	1280	903	552	0
903	560	1374	946	525	1280	903	552	1284	1
560	1374	946	525	1280	903	552	1284	942	0
1374	946	525	1280	903	552	1284	942	537	0
946	525	1280	903	552	1284	942	537	1319	1
525	1280	903	552	1284	942	537	1319	899	0
1280	903	552	1284	942	537	1319	899	544	0
903	552	1284	942	537	1319	899	544	1261	1
552	1284	942	537	1319	899	544	1261	918	0
1284	942	537	1319	899	544	1261	918	530	0
942	537	1319	899	544	1261	918	530	1315	1
537	1319	899	544	1261	918	530	1315	949	0
1319	899	544	1261	918	530	1315	949	522	0
899	544	1261	918	530	1315	949	522	1393	1
544	1261	918	530	1315	949	522	1393	984	0
1261	918	530	1315	949	522	1393	984	506	0
918	530	1315	949	522	1393	984	506	1393	1
530	1315	949	522	1393	984	506	1393	1019	0
1315	949	522	1393	984	506	1393	1019	973	0
949	522	1393	984	506	1393	1019	973	1012	1
522	1393	984	506	1393	1019	973	1012	1039	0
1393	984	506	1393	1019	973	1012	1039	996	0
984	506	1393	1019	973	1012	1039	996	1054	0
506	1393	1019	973	1012	1039	996	1054	1035	0
1393	1019	973	1012	1039	996	1054	1035	1039	0
1019	973	1012	1039	996	1054	1035	1039	502	0
973	1012	1039	996	1054	1035	1039	502	1409	0
1012	1039	996	1054	1035	1039	502	1409	961	0
1039	996	1054	1035	1039	502	1409	961	868	0
996	1054	1035	1039	502	1409	961	868	844	1
1054	1035	1039	502	1409	961	868	844	825	0
1035	1039	502	1409	961	868	844	825	615	0
1039	502	1409	961	868	844	825	615	1050	0
502	1409	961	868	844	825	615	1050	821	0
1409	961	868	844	825	615	1050	821	821	0
961	868	844	825	615	1050	821	821	845	1
868	844	825	615	1050	821	821	845	887	0
844	825	615	1050	821	821	845	887	513	0
825	615	1050	821	821	845	887	513	1253	0
615	1050	821	821	845	887	513	1253	942	0
1050	821	821	845	887	513	1253	942	545	0
821	821	845	887	513	1253	942	545	1361	1
821	845	887	513	1253	942	545	1361	997	0
845	887	513	1253	942	545	1361	997	509	0
887	513	1253	942	545	1361	997	509	1393	1
513	1253	942	545	1361	997	509	1393	985	0
1253	942	545	1361	997	509	1393	985	506	0
942	545	1361	997	509	1393	985	506	1385	1
545	1361	997	509	1393	985	506	1385	973	0
1361	997	509	1393	985	506	1385	973	505	0
997	509	1393	985	506	1385	973	505	1354	1
509	1393	985	506	1385	973	505	1354	977	0
1393	985	506	1385	973	505	1354	977	502	0
985	506	1385	973	505	1354	977	502	1358	1
506	1385	973	505	1354	977	502	1358	961	0
1385	973	505	1354	977	502	1358	961	506	0
973	505	1354	977	502	1358	961	506	1370	1
505	1354	977	502	1358	961	506	1370	957	0
1354	977	502	1358	961	506	1370	957	502	0
977	502	1358	961	506	1370	957	502	1377	1
502	1358	961	506	1370	957	502	1377	977	0
1358	961	506	1370	957	502	1377	977	934	0
961	506	1370	957	502	1377	977	934	934	1
506	1370	957	502	1377	977	934	934	949	0
1370	957	502	1377	977	934	934	949	969	0
957	502	1377	977	934	934	949	969	965	0
502	1377	977	934	934	949	969	965	949	0
1377	977	934	934	949	969	965	949	506	0
977	934	934	949	969	965	949	506	1374	0
934	934	949	969	965	949	506	1374	988	0
934	949	969	965	949	506	1374	988	498	0
949	969	965	949	506	1374	988	498	1362	1
969	965	949	506	1374	988	498	1362	1000	0
965	949	506	1374	988	498	1362	1000	988	0
949	506	1374	988	498	1362	1000	988	981	1
506	1374	988	498	1362	1000	988	981	996	0
1374	988	498	1362	1000	988	981	996	1012	0
988	498	1362	1000	988	981	996	1012	957	0
498	1362	1000	988	981	996	1012	957	926	0
1362	1000	988	981	996	1012	957	926	945	0
1000	988	981	996	1012	957	926	945	541	0
988	981	996	1012	957	926	945	541	1393	0
981	996	1012	957	926	945	541	1393	981	0
996	1012	957	926	945	541	1393	981	1000	0
1012	957	926	945	541	1393	981	1000	1019	1
957	926	945	541	1393	981	1000	1019	1004	0
926	945	541	1393	981	1000	1019	1004	1020	0
945	541	1393	981	1000	1019	1004	1020	517	0
541	1393	981	1000	1019	1004	1020	517	1436	0
1393	981	1000	1019	1004	1020	517	1436	1066	0
981	1000	1019	1004	1020	517	1436	1066	907	0
1000	1019	1004	1020	517	1436	1066	907	828	1
1019	1004	1020	517	1436	1066	907	828	821	0
1004	1020	517	1436	1066	907	828	821	588	0
1020	517	1436	1066	907	828	821	588	1078	0
517	1436	1066	907	828	821	588	1078	797	0
1436	1066	907	828	821	588	1078	797	786	0
1066	907	828	821	588	1078	797	786	783	1
907	828	821	588	1078	797	786	783	793	0
828	821	588	1078	797	786	783	793	600	0
821	588	1078	797	786	783	793	600	1000	0
588	1078	797	786	783	793	600	1000	797	0
1078	797	786	783	793	600	1000	797	798	0
797	786	783	793	600	1000	797	798	836	1
786	783	793	600	1000	797	798	836	880	0
783	793	600	1000	797	798	836	880	494	0
793	600	1000	797	798	836	880	494	1366	0
600	1000	797	798	836	880	494	1366	984	0
1000	797	798	836	880	494	1366	984	514	0
797	798	836	880	494	1366	984	514	1393	1
798	836	880	494	1366	984	514	1393	1023	0
836	880	494	1366	984	514	1393	1023	498	0
880	494	1366	984	514	1393	1023	498	1397	1
494	1366	984	514	1393	1023	498	1397	973	0
1366	984	514	1393	1023	498	1397	973	502	0
984	514	1393	1023	498	1397	973	502	1369	1
514	1393	1023	498	1397	973	502	1369	954	0
1393	1023	498	1397	973	502	1369	954	513	0
1023	498	1397	973	502	1369	954	513	1374	1
498	1397	973	502	1369	954	513	1374	992	0
1397	973	502	1369	954	513	1374	992	502	0
973	502	1369	954	513	1374	992	502	1409	1
502	1369	954	513	1374	992	502	1409	1023	0
1369	954	513	1374	992	502	1409	1023	1023	0
954	513	1374	992	502	1409	1023	1023	1059	1
513	1374	992	502	1409	1023	1023	1059	1042	0
1374	992	502	1409	1023	1023	1059	1042	1047	0
992	502	1409	1023	1023	1059	1042	1047	502	0
502	1409	1023	1023	1059	1042	1047	502	1385	0
1409	1023	1023	1059	1042	1047	502	1385	973	0
1023	1023	1059	1042	1047	502	1385	973	922	0
1023	1059	1042	1047	502	1385	973	922	938	1
1059	1042	1047	502	1385	973	922	938	946	0
1042	1047	502	1385	973	922	938	946	498	0
1047	502	1385	973	922	938	946	498	1350	0
502	1385	973	922	938	946	498	1350	969	0
1385	973	922	938	946	498	1350	969	506	0
973	922	938	946	498	1350	969	506	1357	1
922	938	946	498	1350	969	506	1357	938	0
938	946	498	1350	969	506	1357	938	510	0
946	498	1350	969	506	1357	938	510	1374	1
498	1350	969	506	1357	938	510	1374	976	0
1350	969	506	1357	938	510	1374	976	502	0
969	506	1357	938	510	1374	976	502	1346	1
506	1357	938	510	1374	976	502	1346	954	0
1357	938	510	1374	976	502	1346	954	502	0
938	510	1374	976	502	1346	954	502	1354	1
510	1374	976	502	1346	954	502	1354	953	0
1374	976	502	1346	954	502	1354	953	502	0
976	502	1346	954	502	1354	953	502	1362	1
502	1346	954	502	1354	953	502	1362	926	0
1346	954	502	1354	953	502	1362	926	506	0
954	502	1354	953	502	1362	926	506	1342	1
502	1354	953	502	1362	926	506	1342	891	0
1354	953	502	1362	926	506	1342	891	518	0
953	502	1362	926	506	1342	891	518	1229	1
502	1362	926	506	1342	891	518	1229	825	0
1362	926	506	1342	891	518	1229	825	537	0
926	506	1342	891	518	1229	825	537	1082	1
506	1342	891	518	1229	825	537	1082	786	0
1342	891	518	1229	825	537	1082	786	786	0
891	518	1229	825	537	1082	786	786	805	1
518	1229	825	537	1082	786	786	805	779	0
1229	825	537	1082	786	786	805	779	587	0
825	537	1082	786	786	805	779	587	1055	0
537	1082	786	786	805	779	587	1055	836	0
1082	786	786	805	779	587	1055	836	802	0
786	786	805	779	587	1055	836	802	813	1
786	805	779	587	1055	836	802	813	852	0
805	779	587	1055	836	802	813	852	498	0
779	587	1055	836	802	813	852	498	1370	0
587	1055	836	802	813	852	498	1370	980	0
1055	836	802	813	852	498	1370	980	510	0
836	802	813	852	498	1370	980	510	1455	1
802	813	852	498	1370	980	510	1455	1074	0
813	852	498	1370	980	510	1455	1074	1039	0
852	498	1370	980	510	1455	1074	1039	1086	1
498	1370	980	510	1455	1074	1039	1086	622	0
1370	980	510	1455	1074	1039	1086	622	1475	0
980	510	1455	1074	1039	1086	622	1475	1082	0
510	1455	1074	1039	1086	622	1475	1082	1074	0
1455	1074	1039	1086	622	1475	1082	1074	1066	1
1074	1039	1086	622	1475	1082	1074	1066	615	0
1039	1086	622	1475	1082	1074	1066	615	1396	0
1086	622	1475	1082	1074	1066	615	1396	977	0
622	1475	1082	1074	1066	615	1396	977	502	0
1475	1082	1074	1066	615	1396	977	502	1393	1
1082	1074	1066	615	1396	977	502	1393	969	0
1074	1066	615	1396	977	502	1393	969	498	0
1066	615	1396	977	502	1393	969	498	1327	1
615	1396	977	502	1393	969	498	1327	891	0
1396	977	502	1393	969	498	1327	891	525	0
977	502	1393	969	498	1327	891	525	1109	1
502	1393	969	498	1327	891	525	1109	821	0
1393	969	498	1327	891	525	1109	821	595	0
969	498	1327	891	525	1109	821	595	1230	1
498	1327	891	525	1109	821	595	1230	965	0
1327	891	525	1109	821	595	1230	965	537	0
891	525	1109	821	595	1230	965	537	1303	1
525	1109	821	595	1230	965	537	1303	938	0
1109	821	595	1230	965	537	1303	938	526	0
821	595	1230	965	537	1303	938	526	1350	1
595	1230	965	537	1303	938	526	1350	930	0
1230	965	537	1303	938	526	1350	930	517	0
965	537	1303	938	526	1350	930	517	1347	1
537	1303	938	526	1350	930	517	1347	910	0
1303	938	526	1350	930	517	1347	910	533	0
938	526	1350	930	517	1347	910	533	1249	1
526	1350	930	517	1347	910	533	1249	872	0
1350	930	517	1347	910	533	1249	872	548	0
930	517	1347	910	533	1249	872	548	1242	1
517	1347	910	533	1249	872	548	1242	867	0
1347	910	533	1249	872	548	1242	867	541	0
910	533	1249	872	548	1242	867	541	1249	1
533	1249	872	548	1242	867	541	1249	895	0
1249	872	548	1242	867	541	1249	895	557	0
872	548	1242	867	541	1249	895	557	1252	1
548	1242	867	541	1249	895	557	1252	938	0
1242	867	541	1249	895	557	1252	938	518	0
867	541	1249	895	557	1252	938	518	1346	1
541	1249	895	557	1252	938	518	1346	926	0
1249	895	557	1252	938	518	1346	926	521	0
895	557	1252	938	518	1346	926	521	1339	1
557	1252	938	518	1346	926	521	1339	942	0
1252	938	518	1346	926	521	1339	942	521	0
938	518	1346	926	521	1339	942	521	1362	1
518	1346	926	521	1339	942	521	1362	1000	0
1346	926	521	1339	942	521	1362	1000	506	0
926	521	1339	942	521	1362	1000	506	1389	1
521	1339	942	521	1362	1000	506	1389	1008	0
1339	942	521	1362	1000	506	1389	1008	1023	0
942	521	1362	1000	506	1389	1008	1023	1008	1
521	1362	1000	506	1389	1008	1023	1008	1008	0
1362	1000	506	1389	1008	1023	1008	1008	1000	0
1000	506	1389	1008	1023	1008	1008	1000	513	0
506	1389	1008	1023	1008	1008	1000	513	1424	0
