i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter
662	622	646	514	988	767	770	763	689	0
622	646	514	988	767	770	763	689	649	0
646	514	988	767	770	763	689	649	662	0
514	988	767	770	763	689	649	662	790	0
988	767	770	763	689	649	662	790	790	0
767	770	763	689	649	662	790	790	770	0
770	763	689	649	662	790	790	770	759	0
763	689	649	662	790	790	770	759	673	0
689	649	662	790	790	770	759	673	560	0
649	662	790	790	770	759	673	560	716	0
662	790	790	770	759	673	560	716	650	0
790	790	770	759	673	560	716	650	704	0
790	770	759	673	560	716	650	704	775	1
770	759	673	560	716	650	704	775	754	0
759	673	560	716	650	704	775	754	736	0
673	560	716	650	704	775	754	736	747	0
560	716	650	704	775	754	736	747	696	0
716	650	704	775	754	736	747	696	631	0
650	704	775	754	736	747	696	631	669	0
704	775	754	736	747	696	631	669	521	0
775	754	736	747	696	631	669	521	1035	0
754	736	747	696	631	669	521	1035	732	0
736	747	696	631	669	521	1035	732	743	0
747	696	631	669	521	1035	732	743	720	1
696	631	669	521	1035	732	743	720	658	0
631	669	521	1035	732	743	720	658	634	0
669	521	1035	732	743	720	658	634	638	0
521	1035	732	743	720	658	634	638	681	0
1035	732	743	720	658	634	638	681	801	0
732	743	720	658	634	638	681	801	526	0
743	720	658	634	638	681	801	526	980	0
720	658	634	638	681	801	526	980	724	0
658	634	638	681	801	526	980	724	646	0
634	638	681	801	526	980	724	646	630	1
638	681	801	526	980	724	646	630	654	0
681	801	526	980	724	646	630	654	724	0
801	526	980	724	646	630	654	724	755	0
526	980	724	646	630	654	724	755	739	0
980	724	646	630	654	724	755	739	728	0
724	646	630	654	724	755	739	728	517	0
646	630	654	724	755	739	728	517	907	0
630	654	724	755	739	728	517	907	626	0
654	724	755	739	728	517	907	626	638	0
724	755	739	728	517	907	626	638	654	1
755	739	728	517	907	626	638	654	689	0
739	728	517	907	626	638	654	689	762	0
728	517	907	626	638	654	689	762	747	0
517	907	626	638	654	689	762	747	740	0
907	626	638	654	689	762	747	740	731	0
626	638	654	689	762	747	740	731	732	0
638	654	689	762	747	740	731	732	650	0
654	689	762	747	740	731	732	650	614	0
689	762	747	740	731	732	650	614	627	0
762	747	740	731	732	650	614	627	630	0
747	740	731	732	650	614	627	630	712	0
740	731	732	650	614	627	630	712	771	0
731	732	650	614	627	630	712	771	747	0
732	650	614	627	630	712	771	747	747	0
650	614	627	630	712	771	747	747	751	0
614	627	630	712	771	747	747	751	525	0
627	630	712	771	747	747	751	525	806	0
630	712	771	747	747	751	525	806	638	0
712	771	747	747	751	525	806	638	665	0
771	747	747	751	525	806	638	665	739	1
747	747	751	525	806	638	665	739	779	0
747	751	525	806	638	665	739	779	762	0
751	525	806	638	665	739	779	762	483	0
525	806	638	665	739	779	762	483	1031	0
806	638	665	739	779	762	483	1031	653	0
638	665	739	779	762	483	1031	653	631	0
665	739	779	762	483	1031	653	631	630	1
739	779	762	483	1031	653	631	630	646	0
779	762	483	1031	653	631	630	646	736	0
762	483	1031	653	631	630	646	736	529	0
483	1031	653	631	630	646	736	529	1054	0
1031	653	631	630	646	736	529	1054	693	0
653	631	630	646	736	529	1054	693	821	0
631	630	646	736	529	1054	693	821	673	1
630	646	736	529	1054	693	821	673	658	0
646	736	529	1054	693	821	673	658	661	0
736	529	1054	693	821	673	658	661	767	0
529	1054	693	821	673	658	661	767	805	0
1054	693	821	673	658	661	767	805	805	0
693	821	673	658	661	767	805	805	510	0
821	673	658	661	767	805	805	510	965	0
673	658	661	767	805	805	510	965	658	0
658	661	767	805	805	510	965	658	696	0
661	767	805	805	510	965	658	696	798	1
767	805	805	510	965	658	696	798	506	0
805	805	510	965	658	696	798	506	1097	0
805	510	965	658	696	798	506	1097	724	0
510	965	658	696	798	506	1097	724	661	0
965	658	696	798	506	1097	724	661	658	1
658	696	798	506	1097	724	661	658	762	0
696	798	506	1097	724	661	658	762	502	0
798	506	1097	724	661	658	762	502	1008	0
506	1097	724	661	658	762	502	1008	771	0
1097	724	661	658	762	502	1008	771	649	0
724	661	658	762	502	1008	771	649	642	1
661	658	762	502	1008	771	649	642	732	0
658	762	502	1008	771	649	642	732	798	0
762	502	1008	771	649	642	732	798	509	0
502	1008	771	649	642	732	798	509	1004	0
1008	771	649	642	732	798	509	1004	666	0
771	649	642	732	798	509	1004	666	642	0
649	642	732	798	509	1004	666	642	665	1
642	732	798	509	1004	666	642	665	786	0
732	798	509	1004	666	642	665	786	514	0
798	509	1004	666	642	665	786	514	1039	0
509	1004	666	642	665	786	514	1039	762	0
1004	666	642	665	786	514	1039	762	689	0
666	642	665	786	514	1039	762	689	650	1
642	665	786	514	1039	762	689	650	665	0
665	786	514	1039	762	689	650	665	786	0
786	514	1039	762	689	650	665	786	521	0
514	1039	762	689	650	665	786	521	1008	0
1039	762	689	650	665	786	521	1008	775	0
762	689	650	665	786	521	1008	775	708	0
689	650	665	786	521	1008	775	708	642	1
650	665	786	521	1008	775	708	642	626	0
665	786	521	1008	775	708	642	626	634	0
786	521	1008	775	708	642	626	634	642	0
521	1008	775	708	642	626	634	642	650	0
1008	775	708	642	626	634	642	650	759	0
775	708	642	626	634	642	650	759	786	0
708	642	626	634	642	650	759	786	782	0
642	626	634	642	650	759	786	782	763	0
626	634	642	650	759	786	782	763	700	0
634	642	650	759	786	782	763	700	654	0
642	650	759	786	782	763	700	654	677	0
650	759	786	782	763	700	654	677	833	0
759	786	782	763	700	654	677	833	513	0
786	782	763	700	654	677	833	513	1078	0
782	763	700	654	677	833	513	1078	716	0
763	700	654	677	833	513	1078	716	673	0
700	654	677	833	513	1078	716	673	759	1
654	677	833	513	1078	716	673	759	513	0
677	833	513	1078	716	673	759	513	1125	0
833	513	1078	716	673	759	513	1125	782	0
513	1078	716	673	759	513	1125	782	673	0
1078	716	673	759	513	1125	782	673	498	1
716	673	759	513	1125	782	673	498	775	0
673	759	513	1125	782	673	498	775	626	0
759	513	1125	782	673	498	775	626	654	0
513	1125	782	673	498	775	626	654	790	1
1125	782	673	498	775	626	654	790	774	0
782	673	498	775	626	654	790	774	790	0
673	498	775	626	654	790	774	790	798	0
498	775	626	654	790	774	790	798	708	0
775	626	654	790	774	790	798	708	805	0
626	654	790	774	790	798	708	805	876	0
654	790	774	790	798	708	805	876	832	0
790	774	790	798	708	805	876	832	755	0
774	790	798	708	805	876	832	755	720	0
790	798	708	805	876	832	755	720	833	0
798	708	805	876	832	755	720	833	805	0
708	805	876	832	755	720	833	805	771	0
805	876	832	755	720	833	805	771	712	0
876	832	755	720	833	805	771	712	665	0
832	755	720	833	805	771	712	665	483	0
755	720	833	805	771	712	665	483	824	0
720	833	805	771	712	665	483	824	627	0
833	805	771	712	665	483	824	627	735	0
805	771	712	665	483	824	627	735	724	1
771	712	665	483	824	627	735	724	724	0
712	665	483	824	627	735	724	724	743	0
665	483	824	627	735	724	724	743	739	0
483	824	627	735	724	724	743	739	775	0
824	627	735	724	724	743	739	775	824	0
627	735	724	724	743	739	775	824	794	0
735	724	724	743	739	775	824	794	864	0
724	724	743	739	775	824	794	864	798	0
724	743	739	775	824	794	864	798	786	0
743	739	775	824	794	864	798	786	778	0
739	775	824	794	864	798	786	778	747	0
775	824	794	864	798	786	778	747	774	0
824	794	864	798	786	778	747	774	510	0
794	864	798	786	778	747	774	510	1163	0
864	798	786	778	747	774	510	1163	763	0
798	786	778	747	774	510	1163	763	841	0
786	778	747	774	510	1163	763	841	700	1
778	747	774	510	1163	763	841	700	700	0
747	774	510	1163	763	841	700	700	853	0
774	510	1163	763	841	700	700	853	801	0
510	1163	763	841	700	700	853	801	798	0
1163	763	841	700	700	853	801	798	513	0
763	841	700	700	853	801	798	513	954	0
841	700	700	853	801	798	513	954	638	0
700	700	853	801	798	513	954	638	669	0
700	853	801	798	513	954	638	669	778	1
853	801	798	513	954	638	669	778	514	0
801	798	513	954	638	669	778	514	1066	0
798	513	954	638	669	778	514	1066	747	0
513	954	638	669	778	514	1066	747	728	0
954	638	669	778	514	1066	747	728	506	1
638	669	778	514	1066	747	728	506	972	0
669	778	514	1066	747	728	506	972	623	0
778	514	1066	747	728	506	972	623	619	0
514	1066	747	728	506	972	623	619	653	1
1066	747	728	506	972	623	619	653	514	0
747	728	506	972	623	619	653	514	1047	0
728	506	972	623	619	653	514	1047	758	0
506	972	623	619	653	514	1047	758	744	0
972	623	619	653	514	1047	758	744	509	1
623	619	653	514	1047	758	744	509	884	0
619	653	514	1047	758	744	509	884	626	0
653	514	1047	758	744	509	884	626	661	0
514	1047	758	744	509	884	626	661	685	1
1047	758	744	509	884	626	661	685	825	0
758	744	509	884	626	661	685	825	782	0
744	509	884	626	661	685	825	782	798	0
509	884	626	661	685	825	782	798	498	0
884	626	661	685	825	782	798	498	856	0
626	661	685	825	782	798	498	856	658	0
661	685	825	782	798	498	856	658	684	0
685	825	782	798	498	856	658	684	853	1
825	782	798	498	856	658	684	853	817	0
782	798	498	856	658	684	853	817	790	0
798	498	856	658	684	853	817	790	743	0
498	856	658	684	853	817	790	743	677	0
856	658	684	853	817	790	743	677	685	0
658	684	853	817	790	743	677	685	797	0
684	853	817	790	743	677	685	797	510	0
853	817	790	743	677	685	797	510	1148	0
817	790	743	677	685	797	510	1148	833	0
790	743	677	685	797	510	1148	833	692	0
743	677	685	797	510	1148	833	692	506	1
677	685	797	510	1148	833	692	506	852	0
685	797	510	1148	833	692	506	852	864	0
797	510	1148	833	692	506	852	864	833	0
510	1148	833	692	506	852	864	833	844	1
1148	833	692	506	852	864	833	844	739	0
833	692	506	852	864	833	844	739	712	0
692	506	852	864	833	844	739	712	915	0
506	852	864	833	844	739	712	915	868	0
852	864	833	844	739	712	915	868	762	0
864	833	844	739	712	915	868	762	697	0
833	844	739	712	915	868	762	697	879	0
844	739	712	915	868	762	697	879	860	0
739	712	915	868	762	697	879	860	829	0
712	915	868	762	697	879	860	829	735	0
915	868	762	697	879	860	829	735	689	0
868	762	697	879	860	829	735	689	510	0
762	697	879	860	829	735	689	510	1101	0
697	879	860	829	735	689	510	1101	821	0
879	860	829	735	689	510	1101	821	786	0
860	829	735	689	510	1101	821	786	525	1
829	735	689	510	1101	821	786	525	973	0
735	689	510	1101	821	786	525	973	654	0
689	510	1101	821	786	525	973	654	719	0
510	1101	821	786	525	973	654	719	506	1
1101	821	786	525	973	654	719	506	1183	0
821	786	525	973	654	719	506	1183	813	0
786	525	973	654	719	506	1183	813	724	0
525	973	654	719	506	1183	813	724	514	1
973	654	719	506	1183	813	724	514	1054	0
654	719	506	1183	813	724	514	1054	844	0
719	506	1183	813	724	514	1054	844	833	0
506	1183	813	724	514	1054	844	833	759	1
1183	813	724	514	1054	844	833	759	786	0
813	724	514	1054	844	833	759	786	938	0
724	514	1054	844	833	759	786	938	879	0
514	1054	844	833	759	786	938	879	809	0
1054	844	833	759	786	938	879	809	938	0
844	833	759	786	938	879	809	938	864	0
833	759	786	938	879	809	938	864	860	0
759	786	938	879	809	938	864	860	755	0
786	938	879	809	938	864	860	755	708	0
938	879	809	938	864	860	755	708	494	0
879	809	938	864	860	755	708	494	1261	0
809	938	864	860	755	708	494	1261	840	0
938	864	860	755	708	494	1261	840	813	0
864	860	755	708	494	1261	840	813	716	1
860	755	708	494	1261	840	813	716	712	0
755	708	494	1261	840	813	716	712	506	0
708	494	1261	840	813	716	712	506	1234	0
494	1261	840	813	716	712	506	1234	840	0
1261	840	813	716	712	506	1234	840	817	0
840	813	716	712	506	1234	840	817	709	1
813	716	712	506	1234	840	817	709	708	0
716	712	506	1234	840	817	709	708	494	0
712	506	1234	840	817	709	708	494	1175	0
506	1234	840	817	709	708	494	1175	805	0
1234	840	817	709	708	494	1175	805	771	0
840	817	709	708	494	1175	805	771	513	1
817	709	708	494	1175	805	771	513	993	0
709	708	494	1175	805	771	513	993	665	0
708	494	1175	805	771	513	993	665	708	0
494	1175	805	771	513	993	665	708	498	1
1175	805	771	513	993	665	708	498	1156	0
805	771	513	993	665	708	498	1156	782	0
771	513	993	665	708	498	1156	782	794	0
513	993	665	708	498	1156	782	794	801	1
993	665	708	498	1156	782	794	801	705	0
665	708	498	1156	782	794	801	705	513	0
708	498	1156	782	794	801	705	513	1090	0
498	1156	782	794	801	705	513	1090	840	0
1156	782	794	801	705	513	1090	840	810	0
782	794	801	705	513	1090	840	810	817	1
794	801	705	513	1090	840	810	817	700	0
801	705	513	1090	840	810	817	700	673	0
705	513	1090	840	810	817	700	673	704	0
513	1090	840	810	817	700	673	704	923	0
1090	840	810	817	700	673	704	923	852	0
840	810	817	700	673	704	923	852	778	0
810	817	700	673	704	923	852	778	759	0
817	700	673	704	923	852	778	759	980	0
700	673	704	923	852	778	759	980	872	0
673	704	923	852	778	759	980	872	790	0
704	923	852	778	759	980	872	790	938	0
923	852	778	759	980	872	790	938	879	0
852	778	759	980	872	790	938	879	883	0
778	759	980	872	790	938	879	883	887	0
759	980	872	790	938	879	883	887	876	0
980	872	790	938	879	883	887	876	875	0
872	790	938	879	883	887	876	875	872	0
790	938	879	883	887	876	875	872	774	0
938	879	883	887	876	875	872	774	708	0
879	883	887	876	875	872	774	708	895	0
883	887	876	875	872	774	708	895	833	0
887	876	875	872	774	708	895	833	848	0
876	875	872	774	708	895	833	848	833	0
875	872	774	708	895	833	848	833	708	0
872	774	708	895	833	848	833	708	522	0
774	708	895	833	848	833	708	522	906	0
708	895	833	848	833	708	522	906	732	0
895	833	848	833	708	522	906	732	832	0
833	848	833	708	522	906	732	832	849	1
848	833	708	522	906	732	832	849	844	0
833	708	522	906	732	832	849	844	747	0
708	522	906	732	832	849	844	747	712	0
522	906	732	832	849	844	747	712	510	0
906	732	832	849	844	747	712	510	1257	0
732	832	849	844	747	712	510	1257	825	0
832	849	844	747	712	510	1257	825	801	0
849	844	747	712	510	1257	825	801	708	1
844	747	712	510	1257	825	801	708	673	0
747	712	510	1257	825	801	708	673	666	0
712	510	1257	825	801	708	673	666	739	0
510	1257	825	801	708	673	666	739	860	0
1257	825	801	708	673	666	739	860	798	0
825	801	708	673	666	739	860	798	809	0
801	708	673	666	739	860	798	809	506	0
708	673	666	739	860	798	809	506	868	0
673	666	739	860	798	809	506	868	653	0
666	739	860	798	809	506	868	653	666	0
739	860	798	809	506	868	653	666	700	1
860	798	809	506	868	653	666	700	514	0
798	809	506	868	653	666	700	514	996	0
809	506	868	653	666	700	514	996	688	0
506	868	653	666	700	514	996	688	674	0
868	653	666	700	514	996	688	674	649	1
653	666	700	514	996	688	674	649	646	0
666	700	514	996	688	674	649	646	744	0
700	514	996	688	674	649	646	744	540	0
514	996	688	674	649	646	744	540	895	0
996	688	674	649	646	744	540	895	697	0
688	674	649	646	744	540	895	697	727	0
674	649	646	744	540	895	697	727	498	1
649	646	744	540	895	697	727	498	930	0
646	744	540	895	697	727	498	930	701	0
744	540	895	697	727	498	930	701	720	0
540	895	697	727	498	930	701	720	529	1
895	697	727	498	930	701	720	529	906	0
697	727	498	930	701	720	529	906	697	0
727	498	930	701	720	529	906	697	728	0
498	930	701	720	529	906	697	728	533	1
930	701	720	529	906	697	728	533	914	0
701	720	529	906	697	728	533	914	708	0
720	529	906	697	728	533	914	708	720	0
529	906	697	728	533	914	708	720	525	1
906	697	728	533	914	708	720	525	915	0
697	728	533	914	708	720	525	915	708	0
728	533	914	708	720	525	915	708	689	0
533	914	708	720	525	915	708	689	688	1
914	708	720	525	915	708	689	688	705	0
708	720	525	915	708	689	688	705	716	0
720	525	915	708	689	688	705	716	529	0
525	915	708	689	688	705	716	529	922	0
915	708	689	688	705	716	529	922	732	0
708	689	688	705	716	529	922	732	731	0
689	688	705	716	529	922	732	731	514	1
688	705	716	529	922	732	731	514	941	0
705	716	529	922	732	731	514	941	708	0
716	529	922	732	731	514	941	708	740	0
529	922	732	731	514	941	708	740	517	1
922	732	731	514	941	708	740	517	950	0
732	731	514	941	708	740	517	950	727	0
731	514	941	708	740	517	950	727	728	0
514	941	708	740	517	950	727	728	521	1
941	708	740	517	950	727	728	521	938	0
708	740	517	950	727	728	521	938	708	0
740	517	950	727	728	521	938	708	712	0
517	950	727	728	521	938	708	712	522	1
950	727	728	521	938	708	712	522	945	0
727	728	521	938	708	712	522	945	697	0
728	521	938	708	712	522	945	697	735	0
521	938	708	712	522	945	697	735	525	1
938	708	712	522	945	697	735	525	864	0
708	712	522	945	697	735	525	864	634	0
712	522	945	697	735	525	864	634	693	0
522	945	697	735	525	864	634	693	490	1
945	697	735	525	864	634	693	490	1210	0
697	735	525	864	634	693	490	1210	814	0
735	525	864	634	693	490	1210	814	720	0
525	864	634	693	490	1210	814	720	525	1
864	634	693	490	1210	814	720	525	805	0
634	693	490	1210	814	720	525	805	666	0
693	490	1210	814	720	525	805	666	735	0
490	1210	814	720	525	805	666	735	502	1
1210	814	720	525	805	666	735	502	1171	0
814	720	525	805	666	735	502	1171	778	0
720	525	805	666	735	502	1171	778	712	0
525	805	666	735	502	1171	778	712	510	1
805	666	735	502	1171	778	712	510	829	0
666	735	502	1171	778	712	510	829	751	0
735	502	1171	778	712	510	829	751	829	0
502	1171	778	712	510	829	751	829	801	1
1171	778	712	510	829	751	829	801	798	0
778	712	510	829	751	829	801	798	732	0
712	510	829	751	829	801	798	732	669	0
510	829	751	829	801	798	732	669	685	0
829	751	829	801	798	732	669	685	867	0
751	829	801	798	732	669	685	867	829	0
829	801	798	732	669	685	867	829	802	0
801	798	732	669	685	867	829	802	517	0
798	732	669	685	867	829	802	517	860	0
732	669	685	867	829	802	517	860	662	0
669	685	867	829	802	517	860	662	786	0
685	867	829	802	517	860	662	786	494	1
867	829	802	517	860	662	786	494	790	0
829	802	517	860	662	786	494	790	1159	0
802	517	860	662	786	494	790	1159	673	0
517	860	662	786	494	790	1159	673	646	1
860	662	786	494	790	1159	673	646	646	1
662	786	494	790	1159	673	646	646	786	0
786	494	790	1159	673	646	646	786	778	0
494	790	1159	673	646	646	786	778	782	0
790	1159	673	646	646	786	778	782	771	0
1159	673	646	646	786	778	782	771	692	0
673	646	646	786	778	782	771	692	658	0
646	646	786	778	782	771	692	658	654	0
646	786	778	782	771	692	658	654	700	0
786	778	782	771	692	658	654	700	790	0
778	782	771	692	658	654	700	790	735	0
782	771	692	658	654	700	790	735	748	0
771	692	658	654	700	790	735	748	739	0
692	658	654	700	790	735	748	739	727	0
658	654	700	790	735	748	739	727	674	0
654	700	790	735	748	739	727	674	638	0
700	790	735	748	739	727	674	638	665	0
790	735	748	739	727	674	638	665	755	0
735	748	739	727	674	638	665	755	763	0
748	739	727	674	638	665	755	763	533	0
739	727	674	638	665	755	763	533	1011	0
727	674	638	665	755	763	533	1011	677	0
674	638	665	755	763	533	1011	677	642	0
638	665	755	763	533	1011	677	642	670	1
665	755	763	533	1011	677	642	670	774	0
755	763	533	1011	677	642	670	774	514	0
763	533	1011	677	642	670	774	514	1101	0
533	1011	677	642	670	774	514	1101	704	0
1011	677	642	670	774	514	1101	704	673	0
677	642	670	774	514	1101	704	673	848	1
642	670	774	514	1101	704	673	848	810	0
670	774	514	1101	704	673	848	810	805	0
774	514	1101	704	673	848	810	805	732	0
514	1101	704	673	848	810	805	732	696	0
1101	704	673	848	810	805	732	696	880	0
704	673	848	810	805	732	696	880	840	0
673	848	810	805	732	696	880	840	771	0
848	810	805	732	696	880	840	771	774	0
810	805	732	696	880	840	771	774	926	0
805	732	696	880	840	771	774	926	825	0
732	696	880	840	771	774	926	825	797	0
696	880	840	771	774	926	825	797	876	0
880	840	771	774	926	825	797	876	798	0
840	771	774	926	825	797	876	798	836	0
771	774	926	825	797	876	798	836	728	0
774	926	825	797	876	798	836	728	517	0
926	825	797	876	798	836	728	517	946	0
825	797	876	798	836	728	517	946	712	0
797	876	798	836	728	517	946	712	720	0
876	798	836	728	517	946	712	720	502	1
798	836	728	517	946	712	720	502	1303	0
836	728	517	946	712	720	502	1303	685	0
728	517	946	712	720	502	1303	685	697	0
517	946	712	720	502	1303	685	697	502	1
946	712	720	502	1303	685	697	502	922	0
712	720	502	1303	685	697	502	922	696	0
720	502	1303	685	697	502	922	696	767	0
502	1303	685	697	502	922	696	767	517	1
1303	685	697	502	922	696	767	517	1039	0
685	697	502	922	696	767	517	1039	716	0
697	502	922	696	767	517	1039	716	735	0
502	922	696	767	517	1039	716	735	514	1
922	696	767	517	1039	716	735	514	1012	0
696	767	517	1039	716	735	514	1012	727	0
767	517	1039	716	735	514	1012	727	681	0
517	1039	716	735	514	1012	727	681	502	1
1039	716	735	514	1012	727	681	502	884	0
716	735	514	1012	727	681	502	884	657	0
735	514	1012	727	681	502	884	657	704	0
514	1012	727	681	502	884	657	704	755	1
1012	727	681	502	884	657	704	755	814	0
727	681	502	884	657	704	755	814	525	0
681	502	884	657	704	755	814	525	1031	0
502	884	657	704	755	814	525	1031	696	0
884	657	704	755	814	525	1031	696	662	0
657	704	755	814	525	1031	696	662	766	1
704	755	814	525	1031	696	662	766	518	0
755	814	525	1031	696	662	766	518	1035	0
814	525	1031	696	662	766	518	1035	755	0
525	1031	696	662	766	518	1035	755	727	0
1031	696	662	766	518	1035	755	727	514	1
696	662	766	518	1035	755	727	514	817	0
662	766	518	1035	755	727	514	817	650	0
766	518	1035	755	727	514	817	650	658	0
518	1035	755	727	514	817	650	658	766	1
1035	755	727	514	817	650	658	766	522	0
755	727	514	817	650	658	766	522	1081	0
727	514	817	650	658	766	522	1081	767	0
514	817	650	658	766	522	1081	767	685	0
817	650	658	766	522	1081	767	685	505	1
650	658	766	522	1081	767	685	505	794	0
658	766	522	1081	767	685	505	794	642	0
766	522	1081	767	685	505	794	642	720	0
522	1081	767	685	505	794	642	720	510	1
1081	767	685	505	794	642	720	510	1097	0
767	685	505	794	642	720	510	1097	778	0
685	505	794	642	720	510	1097	778	716	0
505	794	642	720	510	1097	778	716	522	1
794	642	720	510	1097	778	716	522	856	0
642	720	510	1097	778	716	522	856	852	0
720	510	1097	778	716	522	856	852	813	0
510	1097	778	716	522	856	852	813	825	1
1097	778	716	522	856	852	813	825	728	0
778	716	522	856	852	813	825	728	521	0
716	522	856	852	813	825	728	521	1000	0
522	856	852	813	825	728	521	1000	821	0
856	852	813	825	728	521	1000	821	786	0
852	813	825	728	521	1000	821	786	759	1
813	825	728	521	1000	821	786	759	743	0
825	728	521	1000	821	786	759	743	510	0
728	521	1000	821	786	759	743	510	840	0
521	1000	821	786	759	743	510	840	634	0
1000	821	786	759	743	510	840	634	689	0
821	786	759	743	510	840	634	689	806	1
786	759	743	510	840	634	689	806	525	0
759	743	510	840	634	689	806	525	1023	0
743	510	840	634	689	806	525	1023	747	0
510	840	634	689	806	525	1023	747	666	0
840	634	689	806	525	1023	747	666	502	1
634	689	806	525	1023	747	666	502	797	0
689	806	525	1023	747	666	502	797	747	0
806	525	1023	747	666	502	797	747	814	0
525	1023	747	666	502	797	747	814	786	1
1023	747	666	502	797	747	814	786	797	0
747	666	502	797	747	814	786	797	697	0
666	502	797	747	814	786	797	697	669	0
502	797	747	814	786	797	697	669	739	0
797	747	814	786	797	697	669	739	849	0
747	814	786	797	697	669	739	849	801	0
814	786	797	697	669	739	849	801	809	0
786	797	697	669	739	849	801	809	705	0
797	697	669	739	849	801	809	705	704	0
697	669	739	849	801	809	705	704	856	0
669	739	849	801	809	705	704	856	821	0
739	849	801	809	705	704	856	821	805	0
849	801	809	705	704	856	821	805	728	0
801	809	705	704	856	821	805	728	685	0
809	705	704	856	821	805	728	685	731	0
705	704	856	821	805	728	685	731	849	0
704	856	821	805	728	685	731	849	813	0
856	821	805	728	685	731	849	813	813	0
821	805	728	685	731	849	813	813	790	0
805	728	685	731	849	813	813	790	700	0
728	685	731	849	813	813	790	700	502	0
685	731	849	813	813	790	700	502	981	0
731	849	813	813	790	700	502	981	778	0
849	813	813	790	700	502	981	778	786	0
813	813	790	700	502	981	778	786	786	1
813	790	700	502	981	778	786	786	759	0
790	700	502	981	778	786	786	759	696	0
700	502	981	778	786	786	759	696	650	0
502	981	778	786	786	759	696	650	658	0
981	778	786	786	759	696	650	658	759	0
778	786	786	759	696	650	658	759	797	0
786	786	759	696	650	658	759	797	786	0
786	759	696	650	658	759	797	786	778	0
759	696	650	658	759	797	786	778	759	0
696	650	658	759	797	786	778	759	681	0
650	658	759	797	786	778	759	681	681	0
658	759	797	786	778	759	681	681	809	0
759	797	786	778	759	681	681	809	802	0
797	786	778	759	681	681	809	802	786	0
786	778	759	681	681	809	802	786	778	0
778	759	681	681	809	802	786	778	716	0
759	681	681	809	802	786	778	716	658	0
681	681	809	802	786	778	716	658	646	0
681	809	802	786	778	716	658	646	680	0
809	802	786	778	716	658	646	680	818	0
802	786	778	716	658	646	680	818	758	0
786	778	716	658	646	680	818	758	767	0
778	716	658	646	680	818	758	767	766	0
716	658	646	680	818	758	767	766	716	0
658	646	680	818	758	767	766	716	689	0
646	680	818	758	767	766	716	689	841	0
680	818	758	767	766	716	689	841	813	0
818	758	767	766	716	689	841	813	794	0
758	767	766	716	689	841	813	794	789	0
767	766	716	689	841	813	794	789	689	0
766	716	689	841	813	794	789	689	662	0
716	689	841	813	794	789	689	662	673	0
689	841	813	794	789	689	662	673	731	0
841	813	794	789	689	662	673	731	518	0
813	794	789	689	662	673	731	518	1082	0
794	789	689	662	673	731	518	1082	735	0
789	689	662	673	731	518	1082	735	766	0
689	662	673	731	518	1082	735	766	670	1
662	673	731	518	1082	735	766	670	657	0
673	731	518	1082	735	766	670	657	635	0
731	518	1082	735	766	670	657	635	498	0
518	1082	735	766	670	657	635	498	1085	0
1082	735	766	670	657	635	498	1085	790	0
735	766	670	657	635	498	1085	790	806	0
766	670	657	635	498	1085	790	806	680	1
670	657	635	498	1085	790	806	680	666	0
657	635	498	1085	790	806	680	666	716	0
635	498	1085	790	806	680	666	716	517	0
498	1085	790	806	680	666	716	517	950	0
1085	790	806	680	666	716	517	950	685	0
790	806	680	666	716	517	950	685	677	0
806	680	666	716	517	950	685	677	677	1
680	666	716	517	950	685	677	677	669	0
666	716	517	950	685	677	677	669	677	0
716	517	950	685	677	677	669	677	677	0
517	950	685	677	677	669	677	677	689	0
950	685	677	677	669	677	677	689	677	0
685	677	677	669	677	677	689	677	794	0
677	677	669	677	677	689	677	794	719	0
677	669	677	677	689	677	794	719	767	0
669	677	677	689	677	794	719	767	739	0
677	677	689	677	794	719	767	739	751	0
677	689	677	794	719	767	739	751	739	0
689	677	794	719	767	739	751	739	767	0
677	794	719	767	739	751	739	767	732	0
794	719	767	739	751	739	767	732	758	0
719	767	739	751	739	767	732	758	755	0
767	739	751	739	767	732	758	755	755	0
739	751	739	767	732	758	755	755	693	0
751	739	767	732	758	755	755	693	716	0
739	767	732	758	755	755	693	716	708	0
767	732	758	755	755	693	716	708	770	0
732	758	755	755	693	716	708	770	825	0
758	755	755	693	716	708	770	825	537	0
755	755	693	716	708	770	825	537	996	0
755	693	716	708	770	825	537	996	498	0
693	716	708	770	825	537	996	498	1024	0
716	708	770	825	537	996	498	1024	735	1
708	770	825	537	996	498	1024	735	786	0
770	825	537	996	498	1024	735	786	506	1
825	537	996	498	1024	735	786	506	984	0
537	996	498	1024	735	786	506	984	677	0
996	498	1024	735	786	506	984	677	708	0
498	1024	735	786	506	984	677	708	487	1
1024	735	786	506	984	677	708	487	1198	0
735	786	506	984	677	708	487	1198	798	0
786	506	984	677	708	487	1198	798	798	0
506	984	677	708	487	1198	798	798	723	1
984	677	708	487	1198	798	798	723	697	0
677	708	487	1198	798	798	723	697	498	0
708	487	1198	798	798	723	697	498	1253	0
487	1198	798	798	723	697	498	1253	832	0
1198	798	798	723	697	498	1253	832	759	0
798	798	723	697	498	1253	832	759	518	1
798	723	697	498	1253	832	759	518	1008	0
723	697	498	1253	832	759	518	1008	824	0
697	498	1253	832	759	518	1008	824	798	0
