i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter
510	1089	825	786	802	739	526	813	661	693	490	0
1089	825	786	802	739	526	813	661	693	490	1082	1
825	786	802	739	526	813	661	693	490	1082	782	0
786	802	739	526	813	661	693	490	1082	782	774	0
802	739	526	813	661	693	490	1082	782	774	747	0
739	526	813	661	693	490	1082	782	774	747	744	1
526	813	661	693	490	1082	782	774	747	744	529	0
813	661	693	490	1082	782	774	747	744	529	813	0
661	693	490	1082	782	774	747	744	529	813	646	0
693	490	1082	782	774	747	744	529	813	646	677	0
490	1082	782	774	747	744	529	813	646	677	498	0
1082	782	774	747	744	529	813	646	677	498	1012	1
782	774	747	744	529	813	646	677	498	1012	754	0
774	747	744	529	813	646	677	498	1012	754	709	0
747	744	529	813	646	677	498	1012	754	709	533	0
744	529	813	646	677	498	1012	754	709	533	961	1
529	813	646	677	498	1012	754	709	533	961	677	0
813	646	677	498	1012	754	709	533	961	677	626	0
646	677	498	1012	754	709	533	961	677	626	514	0
677	498	1012	754	709	533	961	677	626	514	731	1
498	1012	754	709	533	961	677	626	514	731	607	0
1012	754	709	533	961	677	626	514	731	607	666	0
754	709	533	961	677	626	514	731	607	666	708	0
709	533	961	677	626	514	731	607	666	708	770	1
533	961	677	626	514	731	607	666	708	770	767	0
961	677	626	514	731	607	666	708	770	767	716	0
677	626	514	731	607	666	708	770	767	716	766	0
626	514	731	607	666	708	770	767	716	766	810	0
514	731	607	666	708	770	767	716	766	810	673	0
731	607	666	708	770	767	716	766	810	673	517	0
607	666	708	770	767	716	766	810	673	517	895	0
666	708	770	767	716	766	810	673	517	895	709	0
708	770	767	716	766	810	673	517	895	709	856	0
770	767	716	766	810	673	517	895	709	856	774	0
767	716	766	810	673	517	895	709	856	774	755	1
716	766	810	673	517	895	709	856	774	755	848	0
766	810	673	517	895	709	856	774	755	848	700	0
810	673	517	895	709	856	774	755	848	700	518	0
673	517	895	709	856	774	755	848	700	518	1051	0
517	895	709	856	774	755	848	700	518	1051	789	0
895	709	856	774	755	848	700	518	1051	789	744	0
709	856	774	755	848	700	518	1051	789	744	517	0
856	774	755	848	700	518	1051	789	744	517	1055	1
774	755	848	700	518	1051	789	744	517	1055	723	0
755	848	700	518	1051	789	744	517	1055	723	701	0
848	700	518	1051	789	744	517	1055	723	701	498	0
700	518	1051	789	744	517	1055	723	701	498	1132	1
518	1051	789	744	517	1055	723	701	498	1132	712	0
1051	789	744	517	1055	723	701	498	1132	712	813	0
789	744	517	1055	723	701	498	1132	712	813	526	0
744	517	1055	723	701	498	1132	712	813	526	961	1
517	1055	723	701	498	1132	712	813	526	961	774	0
1055	723	701	498	1132	712	813	526	961	774	770	0
723	701	498	1132	712	813	526	961	774	770	518	0
701	498	1132	712	813	526	961	774	770	518	1031	1
498	1132	712	813	526	961	774	770	518	1031	654	0
1132	712	813	526	961	774	770	518	1031	654	576	0
712	813	526	961	774	770	518	1031	654	576	587	0
813	526	961	774	770	518	1031	654	576	587	627	1
526	961	774	770	518	1031	654	576	587	627	646	0
961	774	770	518	1031	654	576	587	627	646	688	0
774	770	518	1031	654	576	587	627	646	688	681	0
770	518	1031	654	576	587	627	646	688	681	755	0
518	1031	654	576	587	627	646	688	681	755	809	0
1031	654	576	587	627	646	688	681	755	809	779	0
654	576	587	627	646	688	681	755	809	779	762	0
576	587	627	646	688	681	755	809	779	762	720	0
587	627	646	688	681	755	809	779	762	720	654	0
627	646	688	681	755	809	779	762	720	654	774	0
646	688	681	755	809	779	762	720	654	774	767	0
688	681	755	809	779	762	720	654	774	767	735	0
681	755	809	779	762	720	654	774	767	735	736	0
755	809	779	762	720	654	774	767	735	736	750	0
809	779	762	720	654	774	767	735	736	750	771	0
779	762	720	654	774	767	735	736	750	771	669	0
762	720	654	774	767	735	736	750	771	669	654	0
720	654	774	767	735	736	750	771	669	654	677	0
654	774	767	735	736	750	771	669	654	677	696	0
774	767	735	736	750	771	669	654	677	696	821	0
767	735	736	750	771	669	654	677	696	821	530	0
735	736	750	771	669	654	677	696	821	530	1066	0
736	750	771	669	654	677	696	821	530	1066	708	0
750	771	669	654	677	696	821	530	1066	708	650	0
771	669	654	677	696	821	530	1066	708	650	642	0
669	654	677	696	821	530	1066	708	650	642	661	1
654	677	696	821	530	1066	708	650	642	661	701	0
677	696	821	530	1066	708	650	642	661	701	762	0
696	821	530	1066	708	650	642	661	701	762	522	0
821	530	1066	708	650	642	661	701	762	522	1027	0
530	1066	708	650	642	661	701	762	522	1027	747	0
1066	708	650	642	661	701	762	522	1027	747	735	0
708	650	642	661	701	762	522	1027	747	735	728	0
650	642	661	701	762	522	1027	747	735	728	510	1
642	661	701	762	522	1027	747	735	728	510	891	0
661	701	762	522	1027	747	735	728	510	891	607	0
701	762	522	1027	747	735	728	510	891	607	622	0
762	522	1027	747	735	728	510	891	607	622	627	0
522	1027	747	735	728	510	891	607	622	627	502	1
1027	747	735	728	510	891	607	622	627	502	1050	0
747	735	728	510	891	607	622	627	502	1050	720	0
735	728	510	891	607	622	627	502	1050	720	732	0
728	510	891	607	622	627	502	1050	720	732	712	0
510	891	607	622	627	502	1050	720	732	712	731	1
891	607	622	627	502	1050	720	732	712	731	662	0
607	622	627	502	1050	720	732	712	731	662	622	0
622	627	502	1050	720	732	712	731	662	622	646	0
627	502	1050	720	732	712	731	662	622	646	514	0
502	1050	720	732	712	731	662	622	646	514	988	0
1050	720	732	712	731	662	622	646	514	988	767	0
720	732	712	731	662	622	646	514	988	767	770	0
732	712	731	662	622	646	514	988	767	770	763	0
712	731	662	622	646	514	988	767	770	763	689	1
731	662	622	646	514	988	767	770	763	689	649	0
662	622	646	514	988	767	770	763	689	649	662	0
622	646	514	988	767	770	763	689	649	662	790	0
646	514	988	767	770	763	689	649	662	790	790	0
514	988	767	770	763	689	649	662	790	790	770	0
988	767	770	763	689	649	662	790	790	770	759	0
767	770	763	689	649	662	790	790	770	759	673	0
770	763	689	649	662	790	790	770	759	673	560	0
763	689	649	662	790	790	770	759	673	560	716	0
689	649	662	790	790	770	759	673	560	716	650	0
649	662	790	790	770	759	673	560	716	650	704	0
662	790	790	770	759	673	560	716	650	704	775	0
790	790	770	759	673	560	716	650	704	775	754	1
790	770	759	673	560	716	650	704	775	754	736	0
770	759	673	560	716	650	704	775	754	736	747	0
759	673	560	716	650	704	775	754	736	747	696	0
673	560	716	650	704	775	754	736	747	696	631	0
560	716	650	704	775	754	736	747	696	631	669	0
716	650	704	775	754	736	747	696	631	669	521	0
650	704	775	754	736	747	696	631	669	521	1035	0
704	775	754	736	747	696	631	669	521	1035	732	0
775	754	736	747	696	631	669	521	1035	732	743	0
754	736	747	696	631	669	521	1035	732	743	720	0
736	747	696	631	669	521	1035	732	743	720	658	1
747	696	631	669	521	1035	732	743	720	658	634	0
696	631	669	521	1035	732	743	720	658	634	638	0
631	669	521	1035	732	743	720	658	634	638	681	0
669	521	1035	732	743	720	658	634	638	681	801	0
521	1035	732	743	720	658	634	638	681	801	526	0
1035	732	743	720	658	634	638	681	801	526	980	0
732	743	720	658	634	638	681	801	526	980	724	0
743	720	658	634	638	681	801	526	980	724	646	0
720	658	634	638	681	801	526	980	724	646	630	0
658	634	638	681	801	526	980	724	646	630	654	1
634	638	681	801	526	980	724	646	630	654	724	0
638	681	801	526	980	724	646	630	654	724	755	0
681	801	526	980	724	646	630	654	724	755	739	0
801	526	980	724	646	630	654	724	755	739	728	0
526	980	724	646	630	654	724	755	739	728	517	0
980	724	646	630	654	724	755	739	728	517	907	0
724	646	630	654	724	755	739	728	517	907	626	0
646	630	654	724	755	739	728	517	907	626	638	0
630	654	724	755	739	728	517	907	626	638	654	0
654	724	755	739	728	517	907	626	638	654	689	1
724	755	739	728	517	907	626	638	654	689	762	0
755	739	728	517	907	626	638	654	689	762	747	0
739	728	517	907	626	638	654	689	762	747	740	0
728	517	907	626	638	654	689	762	747	740	731	0
517	907	626	638	654	689	762	747	740	731	732	0
907	626	638	654	689	762	747	740	731	732	650	0
626	638	654	689	762	747	740	731	732	650	614	0
638	654	689	762	747	740	731	732	650	614	627	0
654	689	762	747	740	731	732	650	614	627	630	0
689	762	747	740	731	732	650	614	627	630	712	0
762	747	740	731	732	650	614	627	630	712	771	0
747	740	731	732	650	614	627	630	712	771	747	0
740	731	732	650	614	627	630	712	771	747	747	0
731	732	650	614	627	630	712	771	747	747	751	0
732	650	614	627	630	712	771	747	747	751	525	0
650	614	627	630	712	771	747	747	751	525	806	0
614	627	630	712	771	747	747	751	525	806	638	0
627	630	712	771	747	747	751	525	806	638	665	0
630	712	771	747	747	751	525	806	638	665	739	0
712	771	747	747	751	525	806	638	665	739	779	1
771	747	747	751	525	806	638	665	739	779	762	0
747	747	751	525	806	638	665	739	779	762	483	0
747	751	525	806	638	665	739	779	762	483	1031	0
751	525	806	638	665	739	779	762	483	1031	653	0
525	806	638	665	739	779	762	483	1031	653	631	0
806	638	665	739	779	762	483	1031	653	631	630	0
638	665	739	779	762	483	1031	653	631	630	646	1
665	739	779	762	483	1031	653	631	630	646	736	0
739	779	762	483	1031	653	631	630	646	736	529	0
779	762	483	1031	653	631	630	646	736	529	1054	0
762	483	1031	653	631	630	646	736	529	1054	693	0
483	1031	653	631	630	646	736	529	1054	693	821	0
1031	653	631	630	646	736	529	1054	693	821	673	0
653	631	630	646	736	529	1054	693	821	673	658	1
631	630	646	736	529	1054	693	821	673	658	661	0
630	646	736	529	1054	693	821	673	658	661	767	0
646	736	529	1054	693	821	673	658	661	767	805	0
736	529	1054	693	821	673	658	661	767	805	805	0
529	1054	693	821	673	658	661	767	805	805	510	0
1054	693	821	673	658	661	767	805	805	510	965	0
693	821	673	658	661	767	805	805	510	965	658	0
821	673	658	661	767	805	805	510	965	658	696	0
673	658	661	767	805	805	510	965	658	696	798	0
658	661	767	805	805	510	965	658	696	798	506	1
661	767	805	805	510	965	658	696	798	506	1097	0
767	805	805	510	965	658	696	798	506	1097	724	0
805	805	510	965	658	696	798	506	1097	724	661	0
805	510	965	658	696	798	506	1097	724	661	658	0
510	965	658	696	798	506	1097	724	661	658	762	1
965	658	696	798	506	1097	724	661	658	762	502	0
658	696	798	506	1097	724	661	658	762	502	1008	0
696	798	506	1097	724	661	658	762	502	1008	771	0
798	506	1097	724	661	658	762	502	1008	771	649	0
506	1097	724	661	658	762	502	1008	771	649	642	0
1097	724	661	658	762	502	1008	771	649	642	732	1
724	661	658	762	502	1008	771	649	642	732	798	0
661	658	762	502	1008	771	649	642	732	798	509	0
658	762	502	1008	771	649	642	732	798	509	1004	0
762	502	1008	771	649	642	732	798	509	1004	666	0
502	1008	771	649	642	732	798	509	1004	666	642	0
1008	771	649	642	732	798	509	1004	666	642	665	0
771	649	642	732	798	509	1004	666	642	665	786	1
649	642	732	798	509	1004	666	642	665	786	514	0
642	732	798	509	1004	666	642	665	786	514	1039	0
732	798	509	1004	666	642	665	786	514	1039	762	0
798	509	1004	666	642	665	786	514	1039	762	689	0
509	1004	666	642	665	786	514	1039	762	689	650	0
1004	666	642	665	786	514	1039	762	689	650	665	1
666	642	665	786	514	1039	762	689	650	665	786	0
642	665	786	514	1039	762	689	650	665	786	521	0
665	786	514	1039	762	689	650	665	786	521	1008	0
786	514	1039	762	689	650	665	786	521	1008	775	0
514	1039	762	689	650	665	786	521	1008	775	708	0
1039	762	689	650	665	786	521	1008	775	708	642	0
762	689	650	665	786	521	1008	775	708	642	626	1
689	650	665	786	521	1008	775	708	642	626	634	0
650	665	786	521	1008	775	708	642	626	634	642	0
665	786	521	1008	775	708	642	626	634	642	650	0
786	521	1008	775	708	642	626	634	642	650	759	0
521	1008	775	708	642	626	634	642	650	759	786	0
1008	775	708	642	626	634	642	650	759	786	782	0
775	708	642	626	634	642	650	759	786	782	763	0
708	642	626	634	642	650	759	786	782	763	700	0
642	626	634	642	650	759	786	782	763	700	654	0
626	634	642	650	759	786	782	763	700	654	677	0
634	642	650	759	786	782	763	700	654	677	833	0
642	650	759	786	782	763	700	654	677	833	513	0
650	759	786	782	763	700	654	677	833	513	1078	0
759	786	782	763	700	654	677	833	513	1078	716	0
786	782	763	700	654	677	833	513	1078	716	673	0
782	763	700	654	677	833	513	1078	716	673	759	0
763	700	654	677	833	513	1078	716	673	759	513	1
700	654	677	833	513	1078	716	673	759	513	1125	0
654	677	833	513	1078	716	673	759	513	1125	782	0
677	833	513	1078	716	673	759	513	1125	782	673	0
833	513	1078	716	673	759	513	1125	782	673	498	0
513	1078	716	673	759	513	1125	782	673	498	775	1
1078	716	673	759	513	1125	782	673	498	775	626	0
716	673	759	513	1125	782	673	498	775	626	654	0
673	759	513	1125	782	673	498	775	626	654	790	0
759	513	1125	782	673	498	775	626	654	790	774	1
513	1125	782	673	498	775	626	654	790	774	790	0
1125	782	673	498	775	626	654	790	774	790	798	0
782	673	498	775	626	654	790	774	790	798	708	0
673	498	775	626	654	790	774	790	798	708	805	0
498	775	626	654	790	774	790	798	708	805	876	0
775	626	654	790	774	790	798	708	805	876	832	0
626	654	790	774	790	798	708	805	876	832	755	0
654	790	774	790	798	708	805	876	832	755	720	0
790	774	790	798	708	805	876	832	755	720	833	0
774	790	798	708	805	876	832	755	720	833	805	0
790	798	708	805	876	832	755	720	833	805	771	0
798	708	805	876	832	755	720	833	805	771	712	0
708	805	876	832	755	720	833	805	771	712	665	0
805	876	832	755	720	833	805	771	712	665	483	0
876	832	755	720	833	805	771	712	665	483	824	0
832	755	720	833	805	771	712	665	483	824	627	0
755	720	833	805	771	712	665	483	824	627	735	0
720	833	805	771	712	665	483	824	627	735	724	0
833	805	771	712	665	483	824	627	735	724	724	1
805	771	712	665	483	824	627	735	724	724	743	0
771	712	665	483	824	627	735	724	724	743	739	0
712	665	483	824	627	735	724	724	743	739	775	0
665	483	824	627	735	724	724	743	739	775	824	0
483	824	627	735	724	724	743	739	775	824	794	0
824	627	735	724	724	743	739	775	824	794	864	0
627	735	724	724	743	739	775	824	794	864	798	0
735	724	724	743	739	775	824	794	864	798	786	0
724	724	743	739	775	824	794	864	798	786	778	0
724	743	739	775	824	794	864	798	786	778	747	0
743	739	775	824	794	864	798	786	778	747	774	0
739	775	824	794	864	798	786	778	747	774	510	0
775	824	794	864	798	786	778	747	774	510	1163	0
824	794	864	798	786	778	747	774	510	1163	763	0
794	864	798	786	778	747	774	510	1163	763	841	0
864	798	786	778	747	774	510	1163	763	841	700	0
798	786	778	747	774	510	1163	763	841	700	700	1
786	778	747	774	510	1163	763	841	700	700	853	0
778	747	774	510	1163	763	841	700	700	853	801	0
747	774	510	1163	763	841	700	700	853	801	798	0
774	510	1163	763	841	700	700	853	801	798	513	0
510	1163	763	841	700	700	853	801	798	513	954	0
1163	763	841	700	700	853	801	798	513	954	638	0
763	841	700	700	853	801	798	513	954	638	669	0
841	700	700	853	801	798	513	954	638	669	778	0
700	700	853	801	798	513	954	638	669	778	514	1
700	853	801	798	513	954	638	669	778	514	1066	0
853	801	798	513	954	638	669	778	514	1066	747	0
801	798	513	954	638	669	778	514	1066	747	728	0
798	513	954	638	669	778	514	1066	747	728	506	0
513	954	638	669	778	514	1066	747	728	506	972	1
954	638	669	778	514	1066	747	728	506	972	623	0
638	669	778	514	1066	747	728	506	972	623	619	0
669	778	514	1066	747	728	506	972	623	619	653	0
778	514	1066	747	728	506	972	623	619	653	514	1
514	1066	747	728	506	972	623	619	653	514	1047	0
1066	747	728	506	972	623	619	653	514	1047	758	0
747	728	506	972	623	619	653	514	1047	758	744	0
728	506	972	623	619	653	514	1047	758	744	509	0
506	972	623	619	653	514	1047	758	744	509	884	1
972	623	619	653	514	1047	758	744	509	884	626	0
623	619	653	514	1047	758	744	509	884	626	661	0
619	653	514	1047	758	744	509	884	626	661	685	0
653	514	1047	758	744	509	884	626	661	685	825	1
514	1047	758	744	509	884	626	661	685	825	782	0
1047	758	744	509	884	626	661	685	825	782	798	0
758	744	509	884	626	661	685	825	782	798	498	0
744	509	884	626	661	685	825	782	798	498	856	0
509	884	626	661	685	825	782	798	498	856	658	0
884	626	661	685	825	782	798	498	856	658	684	0
626	661	685	825	782	798	498	856	658	684	853	0
661	685	825	782	798	498	856	658	684	853	817	1
685	825	782	798	498	856	658	684	853	817	790	0
825	782	798	498	856	658	684	853	817	790	743	0
782	798	498	856	658	684	853	817	790	743	677	0
798	498	856	658	684	853	817	790	743	677	685	0
498	856	658	684	853	817	790	743	677	685	797	0
856	658	684	853	817	790	743	677	685	797	510	0
658	684	853	817	790	743	677	685	797	510	1148	0
684	853	817	790	743	677	685	797	510	1148	833	0
853	817	790	743	677	685	797	510	1148	833	692	0
817	790	743	677	685	797	510	1148	833	692	506	0
790	743	677	685	797	510	1148	833	692	506	852	1
743	677	685	797	510	1148	833	692	506	852	864	0
677	685	797	510	1148	833	692	506	852	864	833	0
685	797	510	1148	833	692	506	852	864	833	844	0
797	510	1148	833	692	506	852	864	833	844	739	1
510	1148	833	692	506	852	864	833	844	739	712	0
1148	833	692	506	852	864	833	844	739	712	915	0
833	692	506	852	864	833	844	739	712	915	868	0
692	506	852	864	833	844	739	712	915	868	762	0
506	852	864	833	844	739	712	915	868	762	697	0
852	864	833	844	739	712	915	868	762	697	879	0
864	833	844	739	712	915	868	762	697	879	860	0
833	844	739	712	915	868	762	697	879	860	829	0
844	739	712	915	868	762	697	879	860	829	735	0
739	712	915	868	762	697	879	860	829	735	689	0
712	915	868	762	697	879	860	829	735	689	510	0
915	868	762	697	879	860	829	735	689	510	1101	0
868	762	697	879	860	829	735	689	510	1101	821	0
762	697	879	860	829	735	689	510	1101	821	786	0
697	879	860	829	735	689	510	1101	821	786	525	0
879	860	829	735	689	510	1101	821	786	525	973	1
860	829	735	689	510	1101	821	786	525	973	654	0
829	735	689	510	1101	821	786	525	973	654	719	0
735	689	510	1101	821	786	525	973	654	719	506	0
689	510	1101	821	786	525	973	654	719	506	1183	1
510	1101	821	786	525	973	654	719	506	1183	813	0
1101	821	786	525	973	654	719	506	1183	813	724	0
821	786	525	973	654	719	506	1183	813	724	514	0
786	525	973	654	719	506	1183	813	724	514	1054	1
525	973	654	719	506	1183	813	724	514	1054	844	0
973	654	719	506	1183	813	724	514	1054	844	833	0
654	719	506	1183	813	724	514	1054	844	833	759	0
719	506	1183	813	724	514	1054	844	833	759	786	1
506	1183	813	724	514	1054	844	833	759	786	938	0
1183	813	724	514	1054	844	833	759	786	938	879	0
813	724	514	1054	844	833	759	786	938	879	809	0
724	514	1054	844	833	759	786	938	879	809	938	0
514	1054	844	833	759	786	938	879	809	938	864	0
1054	844	833	759	786	938	879	809	938	864	860	0
844	833	759	786	938	879	809	938	864	860	755	0
833	759	786	938	879	809	938	864	860	755	708	0
759	786	938	879	809	938	864	860	755	708	494	0
786	938	879	809	938	864	860	755	708	494	1261	0
938	879	809	938	864	860	755	708	494	1261	840	0
879	809	938	864	860	755	708	494	1261	840	813	0
809	938	864	860	755	708	494	1261	840	813	716	0
938	864	860	755	708	494	1261	840	813	716	712	1
864	860	755	708	494	1261	840	813	716	712	506	0
860	755	708	494	1261	840	813	716	712	506	1234	0
755	708	494	1261	840	813	716	712	506	1234	840	0
708	494	1261	840	813	716	712	506	1234	840	817	0
494	1261	840	813	716	712	506	1234	840	817	709	0
1261	840	813	716	712	506	1234	840	817	709	708	1
840	813	716	712	506	1234	840	817	709	708	494	0
813	716	712	506	1234	840	817	709	708	494	1175	0
716	712	506	1234	840	817	709	708	494	1175	805	0
712	506	1234	840	817	709	708	494	1175	805	771	0
506	1234	840	817	709	708	494	1175	805	771	513	0
1234	840	817	709	708	494	1175	805	771	513	993	1
840	817	709	708	494	1175	805	771	513	993	665	0
817	709	708	494	1175	805	771	513	993	665	708	0
709	708	494	1175	805	771	513	993	665	708	498	0
708	494	1175	805	771	513	993	665	708	498	1156	1
494	1175	805	771	513	993	665	708	498	1156	782	0
1175	805	771	513	993	665	708	498	1156	782	794	0
805	771	513	993	665	708	498	1156	782	794	801	0
771	513	993	665	708	498	1156	782	794	801	705	1
513	993	665	708	498	1156	782	794	801	705	513	0
993	665	708	498	1156	782	794	801	705	513	1090	0
665	708	498	1156	782	794	801	705	513	1090	840	0
708	498	1156	782	794	801	705	513	1090	840	810	0
498	1156	782	794	801	705	513	1090	840	810	817	0
1156	782	794	801	705	513	1090	840	810	817	700	1
782	794	801	705	513	1090	840	810	817	700	673	0
794	801	705	513	1090	840	810	817	700	673	704	0
801	705	513	1090	840	810	817	700	673	704	923	0
705	513	1090	840	810	817	700	673	704	923	852	0
513	1090	840	810	817	700	673	704	923	852	778	0
1090	840	810	817	700	673	704	923	852	778	759	0
840	810	817	700	673	704	923	852	778	759	980	0
810	817	700	673	704	923	852	778	759	980	872	0
817	700	673	704	923	852	778	759	980	872	790	0
700	673	704	923	852	778	759	980	872	790	938	0
673	704	923	852	778	759	980	872	790	938	879	0
704	923	852	778	759	980	872	790	938	879	883	0
923	852	778	759	980	872	790	938	879	883	887	0
852	778	759	980	872	790	938	879	883	887	876	0
778	759	980	872	790	938	879	883	887	876	875	0
759	980	872	790	938	879	883	887	876	875	872	0
980	872	790	938	879	883	887	876	875	872	774	0
872	790	938	879	883	887	876	875	872	774	708	0
790	938	879	883	887	876	875	872	774	708	895	0
938	879	883	887	876	875	872	774	708	895	833	0
879	883	887	876	875	872	774	708	895	833	848	0
883	887	876	875	872	774	708	895	833	848	833	0
887	876	875	872	774	708	895	833	848	833	708	0
876	875	872	774	708	895	833	848	833	708	522	0
875	872	774	708	895	833	848	833	708	522	906	0
872	774	708	895	833	848	833	708	522	906	732	0
774	708	895	833	848	833	708	522	906	732	832	0
708	895	833	848	833	708	522	906	732	832	849	0
895	833	848	833	708	522	906	732	832	849	844	1
833	848	833	708	522	906	732	832	849	844	747	0
848	833	708	522	906	732	832	849	844	747	712	0
833	708	522	906	732	832	849	844	747	712	510	0
708	522	906	732	832	849	844	747	712	510	1257	0
522	906	732	832	849	844	747	712	510	1257	825	0
906	732	832	849	844	747	712	510	1257	825	801	0
732	832	849	844	747	712	510	1257	825	801	708	0
832	849	844	747	712	510	1257	825	801	708	673	1
849	844	747	712	510	1257	825	801	708	673	666	0
844	747	712	510	1257	825	801	708	673	666	739	0
747	712	510	1257	825	801	708	673	666	739	860	0
712	510	1257	825	801	708	673	666	739	860	798	0
510	1257	825	801	708	673	666	739	860	798	809	0
1257	825	801	708	673	666	739	860	798	809	506	0
825	801	708	673	666	739	860	798	809	506	868	0
801	708	673	666	739	860	798	809	506	868	653	0
708	673	666	739	860	798	809	506	868	653	666	0
673	666	739	860	798	809	506	868	653	666	700	0
666	739	860	798	809	506	868	653	666	700	514	1
739	860	798	809	506	868	653	666	700	514	996	0
860	798	809	506	868	653	666	700	514	996	688	0
798	809	506	868	653	666	700	514	996	688	674	0
809	506	868	653	666	700	514	996	688	674	649	0
506	868	653	666	700	514	996	688	674	649	646	1
868	653	666	700	514	996	688	674	649	646	744	0
653	666	700	514	996	688	674	649	646	744	540	0
666	700	514	996	688	674	649	646	744	540	895	0
700	514	996	688	674	649	646	744	540	895	697	0
514	996	688	674	649	646	744	540	895	697	727	0
996	688	674	649	646	744	540	895	697	727	498	0
688	674	649	646	744	540	895	697	727	498	930	1
674	649	646	744	540	895	697	727	498	930	701	0
649	646	744	540	895	697	727	498	930	701	720	0
646	744	540	895	697	727	498	930	701	720	529	0
744	540	895	697	727	498	930	701	720	529	906	1
540	895	697	727	498	930	701	720	529	906	697	0
895	697	727	498	930	701	720	529	906	697	728	0
697	727	498	930	701	720	529	906	697	728	533	0
727	498	930	701	720	529	906	697	728	533	914	1
498	930	701	720	529	906	697	728	533	914	708	0
930	701	720	529	906	697	728	533	914	708	720	0
701	720	529	906	697	728	533	914	708	720	525	0
720	529	906	697	728	533	914	708	720	525	915	1
529	906	697	728	533	914	708	720	525	915	708	0
906	697	728	533	914	708	720	525	915	708	689	0
697	728	533	914	708	720	525	915	708	689	688	0
728	533	914	708	720	525	915	708	689	688	705	1
533	914	708	720	525	915	708	689	688	705	716	0
914	708	720	525	915	708	689	688	705	716	529	0
708	720	525	915	708	689	688	705	716	529	922	0
720	525	915	708	689	688	705	716	529	922	732	0
525	915	708	689	688	705	716	529	922	732	731	0
915	708	689	688	705	716	529	922	732	731	514	0
708	689	688	705	716	529	922	732	731	514	941	1
689	688	705	716	529	922	732	731	514	941	708	0
688	705	716	529	922	732	731	514	941	708	740	0
705	716	529	922	732	731	514	941	708	740	517	0
716	529	922	732	731	514	941	708	740	517	950	1
529	922	732	731	514	941	708	740	517	950	727	0
922	732	731	514	941	708	740	517	950	727	728	0
732	731	514	941	708	740	517	950	727	728	521	0
731	514	941	708	740	517	950	727	728	521	938	1
514	941	708	740	517	950	727	728	521	938	708	0
941	708	740	517	950	727	728	521	938	708	712	0
708	740	517	950	727	728	521	938	708	712	522	0
740	517	950	727	728	521	938	708	712	522	945	1
517	950	727	728	521	938	708	712	522	945	697	0
950	727	728	521	938	708	712	522	945	697	735	0
727	728	521	938	708	712	522	945	697	735	525	0
728	521	938	708	712	522	945	697	735	525	864	1
521	938	708	712	522	945	697	735	525	864	634	0
938	708	712	522	945	697	735	525	864	634	693	0
708	712	522	945	697	735	525	864	634	693	490	0
712	522	945	697	735	525	864	634	693	490	1210	1
522	945	697	735	525	864	634	693	490	1210	814	0
945	697	735	525	864	634	693	490	1210	814	720	0
697	735	525	864	634	693	490	1210	814	720	525	0
735	525	864	634	693	490	1210	814	720	525	805	1
525	864	634	693	490	1210	814	720	525	805	666	0
864	634	693	490	1210	814	720	525	805	666	735	0
634	693	490	1210	814	720	525	805	666	735	502	0
693	490	1210	814	720	525	805	666	735	502	1171	1
490	1210	814	720	525	805	666	735	502	1171	778	0
1210	814	720	525	805	666	735	502	1171	778	712	0
814	720	525	805	666	735	502	1171	778	712	510	0
720	525	805	666	735	502	1171	778	712	510	829	1
525	805	666	735	502	1171	778	712	510	829	751	0
805	666	735	502	1171	778	712	510	829	751	829	0
666	735	502	1171	778	712	510	829	751	829	801	0
735	502	1171	778	712	510	829	751	829	801	798	1
502	1171	778	712	510	829	751	829	801	798	732	0
1171	778	712	510	829	751	829	801	798	732	669	0
778	712	510	829	751	829	801	798	732	669	685	0
712	510	829	751	829	801	798	732	669	685	867	0
510	829	751	829	801	798	732	669	685	867	829	0
829	751	829	801	798	732	669	685	867	829	802	0
751	829	801	798	732	669	685	867	829	802	517	0
829	801	798	732	669	685	867	829	802	517	860	0
801	798	732	669	685	867	829	802	517	860	662	0
798	732	669	685	867	829	802	517	860	662	786	0
732	669	685	867	829	802	517	860	662	786	494	0
669	685	867	829	802	517	860	662	786	494	790	1
685	867	829	802	517	860	662	786	494	790	1159	0
867	829	802	517	860	662	786	494	790	1159	673	0
829	802	517	860	662	786	494	790	1159	673	646	0
802	517	860	662	786	494	790	1159	673	646	646	1
517	860	662	786	494	790	1159	673	646	646	786	1
860	662	786	494	790	1159	673	646	646	786	778	0
662	786	494	790	1159	673	646	646	786	778	782	0
786	494	790	1159	673	646	646	786	778	782	771	0
494	790	1159	673	646	646	786	778	782	771	692	0
790	1159	673	646	646	786	778	782	771	692	658	0
1159	673	646	646	786	778	782	771	692	658	654	0
673	646	646	786	778	782	771	692	658	654	700	0
646	646	786	778	782	771	692	658	654	700	790	0
646	786	778	782	771	692	658	654	700	790	735	0
786	778	782	771	692	658	654	700	790	735	748	0
778	782	771	692	658	654	700	790	735	748	739	0
782	771	692	658	654	700	790	735	748	739	727	0
771	692	658	654	700	790	735	748	739	727	674	0
692	658	654	700	790	735	748	739	727	674	638	0
658	654	700	790	735	748	739	727	674	638	665	0
654	700	790	735	748	739	727	674	638	665	755	0
700	790	735	748	739	727	674	638	665	755	763	0
790	735	748	739	727	674	638	665	755	763	533	0
