i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter
529	1358	502	1342	514	1315	518	1264	561	1256	533	0
1358	502	1342	514	1315	518	1264	561	1256	533	1296	1
502	1342	514	1315	518	1264	561	1256	533	1296	525	0
1342	514	1315	518	1264	561	1256	533	1296	525	1335	1
514	1315	518	1264	561	1256	533	1296	525	1335	506	0
1315	518	1264	561	1256	533	1296	525	1335	506	1303	1
518	1264	561	1256	533	1296	525	1335	506	1303	530	0
1264	561	1256	533	1296	525	1335	506	1303	530	1288	1
561	1256	533	1296	525	1335	506	1303	530	1288	525	0
1256	533	1296	525	1335	506	1303	530	1288	525	1276	1
533	1296	525	1335	506	1303	530	1288	525	1276	537	0
1296	525	1335	506	1303	530	1288	525	1276	537	1284	1
525	1335	506	1303	530	1288	525	1276	537	1284	525	0
1335	506	1303	530	1288	525	1276	537	1284	525	1284	1
506	1303	530	1288	525	1276	537	1284	525	1284	537	0
1303	530	1288	525	1276	537	1284	525	1284	537	1288	1
530	1288	525	1276	537	1284	525	1284	537	1288	522	0
1288	525	1276	537	1284	525	1284	537	1288	522	1253	1
525	1276	537	1284	525	1284	537	1288	522	1253	572	0
1276	537	1284	525	1284	537	1288	522	1253	572	1295	1
537	1284	525	1284	537	1288	522	1253	572	1295	514	0
1284	525	1284	537	1288	522	1253	572	1295	514	1292	1
525	1284	537	1288	522	1253	572	1295	514	1292	525	0
1284	537	1288	522	1253	572	1295	514	1292	525	1284	1
537	1288	522	1253	572	1295	514	1292	525	1284	529	0
1288	522	1253	572	1295	514	1292	525	1284	529	1277	1
522	1253	572	1295	514	1292	525	1284	529	1277	533	0
1253	572	1295	514	1292	525	1284	529	1277	533	1260	1
572	1295	514	1292	525	1284	529	1277	533	1260	549	0
1295	514	1292	525	1284	529	1277	533	1260	549	1265	1
514	1292	525	1284	529	1277	533	1260	549	1265	537	0
1292	525	1284	529	1277	533	1260	549	1265	537	1284	1
525	1284	529	1277	533	1260	549	1265	537	1284	537	0
1284	529	1277	533	1260	549	1265	537	1284	537	1299	1
529	1277	533	1260	549	1265	537	1284	537	1299	522	0
1277	533	1260	549	1265	537	1284	537	1299	522	1284	1
533	1260	549	1265	537	1284	537	1299	522	1284	541	0
1260	549	1265	537	1284	537	1299	522	1284	541	1287	1
549	1265	537	1284	537	1299	522	1284	541	1287	522	0
1265	537	1284	537	1299	522	1284	541	1287	522	1257	1
537	1284	537	1299	522	1284	541	1287	522	1257	576	0
1284	537	1299	522	1284	541	1287	522	1257	576	1287	1
537	1299	522	1284	541	1287	522	1257	576	1287	518	0
1299	522	1284	541	1287	522	1257	576	1287	518	1323	1
522	1284	541	1287	522	1257	576	1287	518	1323	517	0
1284	541	1287	522	1257	576	1287	518	1323	517	1308	1
541	1287	522	1257	576	1287	518	1323	517	1308	521	0
1287	522	1257	576	1287	518	1323	517	1308	521	1273	1
522	1257	576	1287	518	1323	517	1308	521	1273	544	0
1257	576	1287	518	1323	517	1308	521	1273	544	1230	1
576	1287	518	1323	517	1308	521	1273	544	1230	584	0
1287	518	1323	517	1308	521	1273	544	1230	584	1264	1
518	1323	517	1308	521	1273	544	1230	584	1264	525	0
1323	517	1308	521	1273	544	1230	584	1264	525	1265	1
517	1308	521	1273	544	1230	584	1264	525	1265	576	0
1308	521	1273	544	1230	584	1264	525	1265	576	1296	1
521	1273	544	1230	584	1264	525	1265	576	1296	513	0
1273	544	1230	584	1264	525	1265	576	1296	513	1284	1
544	1230	584	1264	525	1265	576	1296	513	1284	545	0
1230	584	1264	525	1265	576	1296	513	1284	545	1249	1
584	1264	525	1265	576	1296	513	1284	545	1249	553	0
1264	525	1265	576	1296	513	1284	545	1249	553	1284	1
525	1265	576	1296	513	1284	545	1249	553	1284	525	0
1265	576	1296	513	1284	545	1249	553	1284	525	1288	1
576	1296	513	1284	545	1249	553	1284	525	1288	541	0
1296	513	1284	545	1249	553	1284	525	1288	541	1284	1
513	1284	545	1249	553	1284	525	1288	541	1284	529	0
1284	545	1249	553	1284	525	1288	541	1284	529	1303	1
545	1249	553	1284	525	1288	541	1284	529	1303	530	0
1249	553	1284	525	1288	541	1284	529	1303	530	1295	1
553	1284	525	1288	541	1284	529	1303	530	1295	526	0
1284	525	1288	541	1284	529	1303	530	1295	526	1284	1
525	1288	541	1284	529	1303	530	1295	526	1284	544	0
1288	541	1284	529	1303	530	1295	526	1284	544	1312	1
541	1284	529	1303	530	1295	526	1284	544	1312	513	0
1284	529	1303	530	1295	526	1284	544	1312	513	1296	1
529	1303	530	1295	526	1284	544	1312	513	1296	545	0
1303	530	1295	526	1284	544	1312	513	1296	545	1346	1
530	1295	526	1284	544	1312	513	1296	545	1346	506	0
1295	526	1284	544	1312	513	1296	545	1346	506	1327	1
526	1284	544	1312	513	1296	545	1346	506	1327	521	0
1284	544	1312	513	1296	545	1346	506	1327	521	1312	1
544	1312	513	1296	545	1346	506	1327	521	1312	525	0
1312	513	1296	545	1346	506	1327	521	1312	525	1276	1
513	1296	545	1346	506	1327	521	1312	525	1276	541	0
1296	545	1346	506	1327	521	1312	525	1276	541	1249	1
545	1346	506	1327	521	1312	525	1276	541	1249	564	0
1346	506	1327	521	1312	525	1276	541	1249	564	1238	1
506	1327	521	1312	525	1276	541	1249	564	1238	556	0
1327	521	1312	525	1276	541	1249	564	1238	556	1272	1
521	1312	525	1276	541	1249	564	1238	556	1272	529	0
1312	525	1276	541	1249	564	1238	556	1272	529	1304	1
525	1276	541	1249	564	1238	556	1272	529	1304	518	0
1276	541	1249	564	1238	556	1272	529	1304	518	1295	1
541	1249	564	1238	556	1272	529	1304	518	1295	545	0
1249	564	1238	556	1272	529	1304	518	1295	545	1284	1
564	1238	556	1272	529	1304	518	1295	545	1284	521	0
1238	556	1272	529	1304	518	1295	545	1284	521	1253	1
556	1272	529	1304	518	1295	545	1284	521	1253	592	0
1272	529	1304	518	1295	545	1284	521	1253	592	1280	1
529	1304	518	1295	545	1284	521	1253	592	1280	514	0
1304	518	1295	545	1284	521	1253	592	1280	514	1319	1
518	1295	545	1284	521	1253	592	1280	514	1319	529	0
1295	545	1284	521	1253	592	1280	514	1319	529	1362	1
545	1284	521	1253	592	1280	514	1319	529	1362	502	0
1284	521	1253	592	1280	514	1319	529	1362	502	1311	1
521	1253	592	1280	514	1319	529	1362	502	1311	533	0
1253	592	1280	514	1319	529	1362	502	1311	533	1331	1
592	1280	514	1319	529	1362	502	1311	533	1331	509	0
1280	514	1319	529	1362	502	1311	533	1331	509	1300	1
514	1319	529	1362	502	1311	533	1331	509	1300	541	0
1319	529	1362	502	1311	533	1331	509	1300	541	1331	1
529	1362	502	1311	533	1331	509	1300	541	1331	505	0
1362	502	1311	533	1331	509	1300	541	1331	505	1316	1
502	1311	533	1331	509	1300	541	1331	505	1316	533	0
1311	533	1331	509	1300	541	1331	505	1316	533	1369	1
533	1331	509	1300	541	1331	505	1316	533	1369	498	0
1331	509	1300	541	1331	505	1316	533	1369	498	1343	1
509	1300	541	1331	505	1316	533	1369	498	1343	513	0
1300	541	1331	505	1316	533	1369	498	1343	513	1331	1
541	1331	505	1316	533	1369	498	1343	513	1331	514	0
1331	505	1316	533	1369	498	1343	513	1331	514	1299	1
505	1316	533	1369	498	1343	513	1331	514	1299	534	0
1316	533	1369	498	1343	513	1331	514	1299	534	1268	1
533	1369	498	1343	513	1331	514	1299	534	1268	545	0
1369	498	1343	513	1331	514	1299	534	1268	545	1272	1
498	1343	513	1331	514	1299	534	1268	545	1272	537	0
1343	513	1331	514	1299	534	1268	545	1272	537	1284	1
513	1331	514	1299	534	1268	545	1272	537	1284	533	0
1331	514	1299	534	1268	545	1272	537	1284	533	1296	1
514	1299	534	1268	545	1272	537	1284	533	1296	525	0
1299	534	1268	545	1272	537	1284	533	1296	525	1284	1
534	1268	545	1272	537	1284	533	1296	525	1284	541	0
1268	545	1272	537	1284	533	1296	525	1284	541	1284	1
545	1272	537	1284	533	1296	525	1284	541	1284	529	0
1272	537	1284	533	1296	525	1284	541	1284	529	1280	1
537	1284	533	1296	525	1284	541	1284	529	1280	549	0
1284	533	1296	525	1284	541	1284	529	1280	549	1276	1
533	1296	525	1284	541	1284	529	1280	549	1276	530	0
1296	525	1284	541	1284	529	1280	549	1276	530	1276	1
525	1284	541	1284	529	1280	549	1276	530	1276	560	0
1284	541	1284	529	1280	549	1276	530	1276	560	1335	1
541	1284	529	1280	549	1276	530	1276	560	1335	513	0
1284	529	1280	549	1276	530	1276	560	1335	513	1327	1
529	1280	549	1276	530	1276	560	1335	513	1327	522	0
1280	549	1276	530	1276	560	1335	513	1327	522	1307	1
549	1276	530	1276	560	1335	513	1327	522	1307	525	0
1276	530	1276	560	1335	513	1327	522	1307	525	1292	1
530	1276	560	1335	513	1327	522	1307	525	1292	533	0
1276	560	1335	513	1327	522	1307	525	1292	533	1261	1
560	1335	513	1327	522	1307	525	1292	533	1261	556	0
1335	513	1327	522	1307	525	1292	533	1261	556	1308	1
513	1327	522	1307	525	1292	533	1261	556	1308	513	0
1327	522	1307	525	1292	533	1261	556	1308	513	1312	1
522	1307	525	1292	533	1261	556	1308	513	1312	537	0
1307	525	1292	533	1261	556	1308	513	1312	537	1346	1
525	1292	533	1261	556	1308	513	1312	537	1346	510	0
1292	533	1261	556	1308	513	1312	537	1346	510	1268	1
533	1261	556	1308	513	1312	537	1346	510	1268	557	0
1261	556	1308	513	1312	537	1346	510	1268	557	1237	1
556	1308	513	1312	537	1346	510	1268	557	1237	556	0
1308	513	1312	537	1346	510	1268	557	1237	556	1269	1
513	1312	537	1346	510	1268	557	1237	556	1269	533	0
1312	537	1346	510	1268	557	1237	556	1269	533	1311	1
537	1346	510	1268	557	1237	556	1269	533	1311	522	0
1346	510	1268	557	1237	556	1269	533	1311	522	1295	1
510	1268	557	1237	556	1269	533	1311	522	1295	526	0
1268	557	1237	556	1269	533	1311	522	1295	526	1256	1
557	1237	556	1269	533	1311	522	1295	526	1256	584	0
1237	556	1269	533	1311	522	1295	526	1256	584	1311	1
556	1269	533	1311	522	1295	526	1256	584	1311	514	0
1269	533	1311	522	1295	526	1256	584	1311	514	1354	1
533	1311	522	1295	526	1256	584	1311	514	1354	514	0
1311	522	1295	526	1256	584	1311	514	1354	514	1369	1
522	1295	526	1256	584	1311	514	1354	514	1369	506	0
1295	526	1256	584	1311	514	1354	514	1369	506	1335	1
526	1256	584	1311	514	1354	514	1369	506	1335	513	0
1256	584	1311	514	1354	514	1369	506	1335	513	1284	1
584	1311	514	1354	514	1369	506	1335	513	1284	545	0
1311	514	1354	514	1369	506	1335	513	1284	545	1296	1
514	1354	514	1369	506	1335	513	1284	545	1296	517	0
1354	514	1369	506	1335	513	1284	545	1296	517	1312	1
514	1369	506	1335	513	1284	545	1296	517	1312	529	0
1369	506	1335	513	1284	545	1296	517	1312	529	1311	1
506	1335	513	1284	545	1296	517	1312	529	1311	518	0
1335	513	1284	545	1296	517	1312	529	1311	518	1272	1
513	1284	545	1296	517	1312	529	1311	518	1272	549	0
1284	545	1296	517	1312	529	1311	518	1272	549	1288	1
545	1296	517	1312	529	1311	518	1272	549	1288	521	0
1296	517	1312	529	1311	518	1272	549	1288	521	1269	1
517	1312	529	1311	518	1272	549	1288	521	1269	552	0
1312	529	1311	518	1272	549	1288	521	1269	552	1319	1
529	1311	518	1272	549	1288	521	1269	552	1319	514	0
1311	518	1272	549	1288	521	1269	552	1319	514	1327	1
518	1272	549	1288	521	1269	552	1319	514	1327	517	0
1272	549	1288	521	1269	552	1319	514	1327	517	1307	1
549	1288	521	1269	552	1319	514	1327	517	1307	526	0
1288	521	1269	552	1319	514	1327	517	1307	526	1319	1
521	1269	552	1319	514	1327	517	1307	526	1319	513	0
1269	552	1319	514	1327	517	1307	526	1319	513	1304	1
552	1319	514	1327	517	1307	526	1319	513	1304	541	0
1319	514	1327	517	1307	526	1319	513	1304	541	1338	1
514	1327	517	1307	526	1319	513	1304	541	1338	506	0
1327	517	1307	526	1319	513	1304	541	1338	506	1308	1
517	1307	526	1319	513	1304	541	1338	506	1308	521	0
1307	526	1319	513	1304	541	1338	506	1308	521	1265	1
526	1319	513	1304	541	1338	506	1308	521	1265	552	0
1319	513	1304	541	1338	506	1308	521	1265	552	1315	1
513	1304	541	1338	506	1308	521	1265	552	1315	510	0
1304	541	1338	506	1308	521	1265	552	1315	510	1311	1
541	1338	506	1308	521	1265	552	1315	510	1311	529	0
1338	506	1308	521	1265	552	1315	510	1311	529	1355	1
506	1308	521	1265	552	1315	510	1311	529	1355	498	0
1308	521	1265	552	1315	510	1311	529	1355	498	1288	1
521	1265	552	1315	510	1311	529	1355	498	1288	536	0
1265	552	1315	510	1311	529	1355	498	1288	536	1273	1
552	1315	510	1311	529	1355	498	1288	536	1273	529	0
1315	510	1311	529	1355	498	1288	536	1273	529	1304	1
510	1311	529	1355	498	1288	536	1273	529	1304	517	0
1311	529	1355	498	1288	536	1273	529	1304	517	1288	1
529	1355	498	1288	536	1273	529	1304	517	1288	533	0
1355	498	1288	536	1273	529	1304	517	1288	533	1311	1
498	1288	536	1273	529	1304	517	1288	533	1311	514	0
1288	536	1273	529	1304	517	1288	533	1311	514	1272	1
536	1273	529	1304	517	1288	533	1311	514	1272	549	0
1273	529	1304	517	1288	533	1311	514	1272	549	1296	1
529	1304	517	1288	533	1311	514	1272	549	1296	517	0
1304	517	1288	533	1311	514	1272	549	1296	517	1358	1
517	1288	533	1311	514	1272	549	1296	517	1358	502	0
1288	533	1311	514	1272	549	1296	517	1358	502	1296	1
533	1311	514	1272	549	1296	517	1358	502	1296	529	0
1311	514	1272	549	1296	517	1358	502	1296	529	1269	1
514	1272	549	1296	517	1358	502	1296	529	1269	533	0
1272	549	1296	517	1358	502	1296	529	1269	533	1338	1
549	1296	517	1358	502	1296	529	1269	533	1338	510	0
1296	517	1358	502	1296	529	1269	533	1338	510	1362	1
517	1358	502	1296	529	1269	533	1338	510	1362	498	0
1358	502	1296	529	1269	533	1338	510	1362	498	1264	1
502	1296	529	1269	533	1338	510	1362	498	1264	553	0
1296	529	1269	533	1338	510	1362	498	1264	553	1272	1
529	1269	533	1338	510	1362	498	1264	553	1272	522	0
1269	533	1338	510	1362	498	1264	553	1272	522	1393	1
533	1338	510	1362	498	1264	553	1272	522	1393	498	0
1338	510	1362	498	1264	553	1272	522	1393	498	1389	1
510	1362	498	1264	553	1272	522	1393	498	1389	494	0
1362	498	1264	553	1272	522	1393	498	1389	494	1296	1
498	1264	553	1272	522	1393	498	1389	494	1296	525	0
1264	553	1272	522	1393	498	1389	494	1296	525	1307	1
553	1272	522	1393	498	1389	494	1296	525	1307	510	0
1272	522	1393	498	1389	494	1296	525	1307	510	1272	1
522	1393	498	1389	494	1296	525	1307	510	1272	537	0
1393	498	1389	494	1296	525	1307	510	1272	537	1277	1
498	1389	494	1296	525	1307	510	1272	537	1277	517	0
1389	494	1296	525	1307	510	1272	537	1277	517	1269	1
494	1296	525	1307	510	1272	537	1277	517	1269	537	0
1296	525	1307	510	1272	537	1277	517	1269	537	1311	1
525	1307	510	1272	537	1277	517	1269	537	1311	506	0
1307	510	1272	537	1277	517	1269	537	1311	506	1268	1
510	1272	537	1277	517	1269	537	1311	506	1268	537	0
1272	537	1277	517	1269	537	1311	506	1268	537	1257	1
537	1277	517	1269	537	1311	506	1268	537	1257	529	0
1277	517	1269	537	1311	506	1268	537	1257	529	1269	1
517	1269	537	1311	506	1268	537	1257	529	1269	525	0
1269	537	1311	506	1268	537	1257	529	1269	525	1253	1
537	1311	506	1268	537	1257	529	1269	525	1253	537	0
1311	506	1268	537	1257	529	1269	525	1253	537	1272	1
506	1268	537	1257	529	1269	525	1253	537	1272	526	0
1268	537	1257	529	1269	525	1253	537	1272	526	1288	1
537	1257	529	1269	525	1253	537	1272	526	1288	521	0
1257	529	1269	525	1253	537	1272	526	1288	521	1296	1
529	1269	525	1253	537	1272	526	1288	521	1296	517	0
1269	525	1253	537	1272	526	1288	521	1296	517	1280	1
525	1253	537	1272	526	1288	521	1296	517	1280	537	0
1253	537	1272	526	1288	521	1296	517	1280	537	1327	1
537	1272	526	1288	521	1296	517	1280	537	1327	506	0
1272	526	1288	521	1296	517	1280	537	1327	506	1276	1
526	1288	521	1296	517	1280	537	1327	506	1276	541	0
1288	521	1296	517	1280	537	1327	506	1276	541	1307	1
521	1296	517	1280	537	1327	506	1276	541	1307	510	0
1296	517	1280	537	1327	506	1276	541	1307	510	1284	1
517	1280	537	1327	506	1276	541	1307	510	1284	537	0
1280	537	1327	506	1276	541	1307	510	1284	537	1296	1
537	1327	506	1276	541	1307	510	1284	537	1296	517	0
1327	506	1276	541	1307	510	1284	537	1296	517	1288	1
506	1276	541	1307	510	1284	537	1296	517	1288	522	0
1276	541	1307	510	1284	537	1296	517	1288	522	1268	1
541	1307	510	1284	537	1296	517	1288	522	1268	537	0
1307	510	1284	537	1296	517	1288	522	1268	537	1257	1
510	1284	537	1296	517	1288	522	1268	537	1257	541	0
1284	537	1296	517	1288	522	1268	537	1257	541	1264	1
537	1296	517	1288	522	1268	537	1257	541	1264	541	0
1296	517	1288	522	1268	537	1257	541	1264	541	1300	1
517	1288	522	1268	537	1257	541	1264	541	1300	517	0
1288	522	1268	537	1257	541	1264	541	1300	517	1308	1
522	1268	537	1257	541	1264	541	1300	517	1308	525	0
1268	537	1257	541	1264	541	1300	517	1308	525	1292	1
537	1257	541	1264	541	1300	517	1308	525	1292	529	0
1257	541	1264	541	1300	517	1308	525	1292	529	1273	1
541	1264	541	1300	517	1308	525	1292	529	1273	540	0
1264	541	1300	517	1308	525	1292	529	1273	540	1284	1
541	1300	517	1308	525	1292	529	1273	540	1284	526	0
1300	517	1308	525	1292	529	1273	540	1284	526	1295	1
517	1308	525	1292	529	1273	540	1284	526	1295	530	0
1308	525	1292	529	1273	540	1284	526	1295	530	1284	1
525	1292	529	1273	540	1284	526	1295	530	1284	529	0
1292	529	1273	540	1284	526	1295	530	1284	529	1268	1
529	1273	540	1284	526	1295	530	1284	529	1268	545	0
1273	540	1284	526	1295	530	1284	529	1268	545	1307	1
540	1284	526	1295	530	1284	529	1268	545	1307	518	0
1284	526	1295	530	1284	529	1268	545	1307	518	1280	1
526	1295	530	1284	529	1268	545	1307	518	1280	553	0
1295	530	1284	529	1268	545	1307	518	1280	553	1315	1
530	1284	529	1268	545	1307	518	1280	553	1315	513	0
1284	529	1268	545	1307	518	1280	553	1315	513	1296	1
529	1268	545	1307	518	1280	553	1315	513	1296	537	0
1268	545	1307	518	1280	553	1315	513	1296	537	1354	1
545	1307	518	1280	553	1315	513	1296	537	1354	506	0
1307	518	1280	553	1315	513	1296	537	1354	506	1331	1
518	1280	553	1315	513	1296	537	1354	506	1331	513	0
1280	553	1315	513	1296	537	1354	506	1331	513	1319	1
553	1315	513	1296	537	1354	506	1331	513	1319	518	0
1315	513	1296	537	1354	506	1331	513	1319	518	1307	1
513	1296	537	1354	506	1331	513	1319	518	1307	530	0
1296	537	1354	506	1331	513	1319	518	1307	530	1276	1
537	1354	506	1331	513	1319	518	1307	530	1276	533	0
1354	506	1331	513	1319	518	1307	530	1276	533	1303	1
506	1331	513	1319	518	1307	530	1276	533	1303	506	0
1331	513	1319	518	1307	530	1276	533	1303	506	1277	1
513	1319	518	1307	530	1276	533	1303	506	1277	568	0
1319	518	1307	530	1276	533	1303	506	1277	568	1319	1
518	1307	530	1276	533	1303	506	1277	568	1319	509	0
1307	530	1276	533	1303	506	1277	568	1319	509	1347	1
530	1276	533	1303	506	1277	568	1319	509	1347	509	0
1276	533	1303	506	1277	568	1319	509	1347	509	1312	1
533	1303	506	1277	568	1319	509	1347	509	1312	521	0
1303	506	1277	568	1319	509	1347	509	1312	521	1292	1
506	1277	568	1319	509	1347	509	1312	521	1292	525	0
1277	568	1319	509	1347	509	1312	521	1292	525	1273	1
568	1319	509	1347	509	1312	521	1292	525	1273	537	0
1319	509	1347	509	1312	521	1292	525	1273	537	1291	1
509	1347	509	1312	521	1292	525	1273	537	1291	522	0
1347	509	1312	521	1292	525	1273	537	1291	522	1288	1
509	1312	521	1292	525	1273	537	1291	522	1288	529	0
1312	521	1292	525	1273	537	1291	522	1288	529	1303	1
521	1292	525	1273	537	1291	522	1288	529	1303	518	0
1292	525	1273	537	1291	522	1288	529	1303	518	1319	1
525	1273	537	1291	522	1288	529	1303	518	1319	518	0
1273	537	1291	522	1288	529	1303	518	1319	518	1369	1
537	1291	522	1288	529	1303	518	1319	518	1369	502	0
1291	522	1288	529	1303	518	1319	518	1369	502	1335	1
522	1288	529	1303	518	1319	518	1369	502	1335	513	0
1288	529	1303	518	1319	518	1369	502	1335	513	1296	1
529	1303	518	1319	518	1369	502	1335	513	1296	521	0
1303	518	1319	518	1369	502	1335	513	1296	521	1300	1
518	1319	518	1369	502	1335	513	1296	521	1300	521	0
1319	518	1369	502	1335	513	1296	521	1300	521	1339	1
518	1369	502	1335	513	1296	521	1300	521	1339	506	0
1369	502	1335	513	1296	521	1300	521	1339	506	1272	1
502	1335	513	1296	521	1300	521	1339	506	1272	537	0
1335	513	1296	521	1300	521	1339	506	1272	537	1296	1
513	1296	521	1300	521	1339	506	1272	537	1296	517	0
1296	521	1300	521	1339	506	1272	537	1296	517	1323	1
521	1300	521	1339	506	1272	537	1296	517	1323	514	0
1300	521	1339	506	1272	537	1296	517	1323	514	1296	1
521	1339	506	1272	537	1296	517	1323	514	1296	525	0
1339	506	1272	537	1296	517	1323	514	1296	525	1303	1
506	1272	537	1296	517	1323	514	1296	525	1303	514	0
1272	537	1296	517	1323	514	1296	525	1303	514	1276	1
537	1296	517	1323	514	1296	525	1303	514	1276	537	0
1296	517	1323	514	1296	525	1303	514	1276	537	1288	1
517	1323	514	1296	525	1303	514	1276	537	1288	518	0
1323	514	1296	525	1303	514	1276	537	1288	518	1307	1
514	1296	525	1303	514	1276	537	1288	518	1307	525	0
1296	525	1303	514	1276	537	1288	518	1307	525	1370	1
525	1303	514	1276	537	1288	518	1307	525	1370	498	0
1303	514	1276	537	1288	518	1307	525	1370	498	1304	1
514	1276	537	1288	518	1307	525	1370	498	1304	525	0
1276	537	1288	518	1307	525	1370	498	1304	525	1296	1
537	1288	518	1307	525	1370	498	1304	525	1296	521	0
1288	518	1307	525	1370	498	1304	525	1296	521	1304	1
518	1307	525	1370	498	1304	525	1296	521	1304	517	0
1307	525	1370	498	1304	525	1296	521	1304	517	1292	1
525	1370	498	1304	525	1296	521	1304	517	1292	525	0
1370	498	1304	525	1296	521	1304	517	1292	525	1296	1
498	1304	525	1296	521	1304	517	1292	525	1296	506	0
1304	525	1296	521	1304	517	1292	525	1296	506	1268	1
525	1296	521	1304	517	1292	525	1296	506	1268	553	0
1296	521	1304	517	1292	525	1296	506	1268	553	1331	1
521	1304	517	1292	525	1296	506	1268	553	1331	501	0
1304	517	1292	525	1296	506	1268	553	1331	501	1304	1
517	1292	525	1296	506	1268	553	1331	501	1304	533	0
1292	525	1296	506	1268	553	1331	501	1304	533	1350	1
525	1296	506	1268	553	1331	501	1304	533	1350	502	0
1296	506	1268	553	1331	501	1304	533	1350	502	1319	1
506	1268	553	1331	501	1304	533	1350	502	1319	518	0
1268	553	1331	501	1304	533	1350	502	1319	518	1292	1
553	1331	501	1304	533	1350	502	1319	518	1292	521	0
1331	501	1304	533	1350	502	1319	518	1292	521	1292	1
501	1304	533	1350	502	1319	518	1292	521	1292	521	0
1304	533	1350	502	1319	518	1292	521	1292	521	1288	1
533	1350	502	1319	518	1292	521	1292	521	1288	533	0
1350	502	1319	518	1292	521	1292	521	1288	533	1319	1
502	1319	518	1292	521	1292	521	1288	533	1319	510	0
1319	518	1292	521	1292	521	1288	533	1319	510	1280	1
518	1292	521	1292	521	1288	533	1319	510	1280	533	0
1292	521	1292	521	1288	533	1319	510	1280	533	1296	1
521	1292	521	1288	533	1319	510	1280	533	1296	517	0
1292	521	1288	533	1319	510	1280	533	1296	517	1300	1
521	1288	533	1319	510	1280	533	1296	517	1300	525	0
1288	533	1319	510	1280	533	1296	517	1300	525	1304	1
533	1319	510	1280	533	1296	517	1300	525	1304	525	0
1319	510	1280	533	1296	517	1300	525	1304	525	1284	1
510	1280	533	1296	517	1300	525	1304	525	1284	526	0
1280	533	1296	517	1300	525	1304	525	1284	526	1291	1
533	1296	517	1300	525	1304	525	1284	526	1291	526	0
1296	517	1300	525	1304	525	1284	526	1291	526	1342	1
517	1300	525	1304	525	1284	526	1291	526	1342	506	0
1300	525	1304	525	1284	526	1291	526	1342	506	1335	1
525	1304	525	1284	526	1291	526	1342	506	1335	513	0
1304	525	1284	526	1291	526	1342	506	1335	513	1331	1
525	1284	526	1291	526	1342	506	1335	513	1331	506	0
1284	526	1291	526	1342	506	1335	513	1331	506	1292	1
526	1291	526	1342	506	1335	513	1331	506	1292	540	0
1291	526	1342	506	1335	513	1331	506	1292	540	1308	1
526	1342	506	1335	513	1331	506	1292	540	1308	513	0
1342	506	1335	513	1331	506	1292	540	1308	513	1277	1
506	1335	513	1331	506	1292	540	1308	513	1277	541	0
1335	513	1331	506	1292	540	1308	513	1277	541	1334	1
513	1331	506	1292	540	1308	513	1277	541	1334	502	0
1331	506	1292	540	1308	513	1277	541	1334	502	1304	1
506	1292	540	1308	513	1277	541	1334	502	1304	529	0
1292	540	1308	513	1277	541	1334	502	1304	529	1315	1
540	1308	513	1277	541	1334	502	1304	529	1315	514	0
1308	513	1277	541	1334	502	1304	529	1315	514	1291	1
513	1277	541	1334	502	1304	529	1315	514	1291	530	0
1277	541	1334	502	1304	529	1315	514	1291	530	1237	1
541	1334	502	1304	529	1315	514	1291	530	1237	564	0
1334	502	1304	529	1315	514	1291	530	1237	564	1129	1
502	1304	529	1315	514	1291	530	1237	564	1129	789	0
1304	529	1315	514	1291	530	1237	564	1129	789	479	1
529	1315	514	1291	530	1237	564	1129	789	479	1093	0
1315	514	1291	530	1237	564	1129	789	479	1093	763	1
514	1291	530	1237	564	1129	789	479	1093	763	479	0
1291	530	1237	564	1129	789	479	1093	763	479	1062	0
530	1237	564	1129	789	479	1093	763	479	1062	774	1
1237	564	1129	789	479	1093	763	479	1062	774	471	0
564	1129	789	479	1093	763	479	1062	774	471	1117	0
1129	789	479	1093	763	479	1062	774	471	1117	778	1
789	479	1093	763	479	1062	774	471	1117	778	483	0
479	1093	763	479	1062	774	471	1117	778	483	1031	0
1093	763	479	1062	774	471	1117	778	483	1031	739	1
763	479	1062	774	471	1117	778	483	1031	739	479	0
479	1062	774	471	1117	778	483	1031	739	479	976	0
1062	774	471	1117	778	483	1031	739	479	976	720	1
774	471	1117	778	483	1031	739	479	976	720	514	0
471	1117	778	483	1031	739	479	976	720	514	1105	0
1117	778	483	1031	739	479	976	720	514	1105	871	1
778	483	1031	739	479	976	720	514	1105	871	459	0
483	1031	739	479	976	720	514	1105	871	459	1273	0
1031	739	479	976	720	514	1105	871	459	1273	587	1
739	479	976	720	514	1105	871	459	1273	587	1288	0
479	976	720	514	1105	871	459	1273	587	1288	518	0
976	720	514	1105	871	459	1273	587	1288	518	1362	1
720	514	1105	871	459	1273	587	1288	518	1362	502	0
514	1105	871	459	1273	587	1288	518	1362	502	1299	1
1105	871	459	1273	587	1288	518	1362	502	1299	537	0
871	459	1273	587	1288	518	1362	502	1299	537	1230	1
459	1273	587	1288	518	1362	502	1299	537	1230	595	0
1273	587	1288	518	1362	502	1299	537	1230	595	1269	1
587	1288	518	1362	502	1299	537	1230	595	1269	521	0
1288	518	1362	502	1299	537	1230	595	1269	521	1358	1
518	1362	502	1299	537	1230	595	1269	521	1358	502	0
1362	502	1299	537	1230	595	1269	521	1358	502	1315	1
502	1299	537	1230	595	1269	521	1358	502	1315	533	0
