i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter
735	728	720	700	743	720	712	708	701	696	697	0
728	720	700	743	720	712	708	701	696	697	669	0
720	700	743	720	712	708	701	696	697	669	724	0
700	743	720	712	708	701	696	697	669	724	696	0
743	720	712	708	701	696	697	669	724	696	701	0
720	712	708	701	696	697	669	724	696	701	692	0
712	708	701	696	697	669	724	696	701	692	693	1
708	701	696	697	669	724	696	701	692	693	692	0
701	696	697	669	724	696	701	692	693	692	693	0
696	697	669	724	696	701	692	693	692	693	696	0
697	669	724	696	701	692	693	692	693	696	701	0
669	724	696	701	692	693	692	693	696	701	681	0
724	696	701	692	693	692	693	696	701	681	731	0
696	701	692	693	692	693	696	701	681	731	716	0
701	692	693	692	693	696	701	681	731	716	720	0
692	693	692	693	696	701	681	731	716	720	739	0
693	692	693	696	701	681	731	716	720	739	716	1
692	693	696	701	681	731	716	720	739	716	845	0
693	696	701	681	731	716	720	739	716	845	813	0
696	701	681	731	716	720	739	716	845	813	864	0
701	681	731	716	720	739	716	845	813	864	910	0
681	731	716	720	739	716	845	813	864	910	985	1
731	716	720	739	716	845	813	864	910	985	1011	0
716	720	739	716	845	813	864	910	985	1011	907	0
720	739	716	845	813	864	910	985	1011	907	693	0
739	716	845	813	864	910	985	1011	907	693	1073	0
716	845	813	864	910	985	1011	907	693	1073	888	0
845	813	864	910	985	1011	907	693	1073	888	926	0
813	864	910	985	1011	907	693	1073	888	926	945	0
864	910	985	1011	907	693	1073	888	926	945	1004	1
910	985	1011	907	693	1073	888	926	945	1004	930	0
985	1011	907	693	1073	888	926	945	1004	930	580	0
1011	907	693	1073	888	926	945	1004	930	580	1342	0
907	693	1073	888	926	945	1004	930	580	1342	961	0
693	1073	888	926	945	1004	930	580	1342	961	541	0
1073	888	926	945	1004	930	580	1342	961	541	1350	0
888	926	945	1004	930	580	1342	961	541	1350	958	1
926	945	1004	930	580	1342	961	541	1350	958	544	0
945	1004	930	580	1342	961	541	1350	958	544	1362	0
1004	930	580	1342	961	541	1350	958	544	1362	946	1
930	580	1342	961	541	1350	958	544	1362	946	533	0
580	1342	961	541	1350	958	544	1362	946	533	1377	0
1342	961	541	1350	958	544	1362	946	533	1377	950	1
961	541	1350	958	544	1362	946	533	1377	950	521	0
541	1350	958	544	1362	946	533	1377	950	521	1378	0
1350	958	544	1362	946	533	1377	950	521	1378	961	1
958	544	1362	946	533	1377	950	521	1378	961	513	0
544	1362	946	533	1377	950	521	1378	961	513	1343	0
1362	946	533	1377	950	521	1378	961	513	1343	984	1
946	533	1377	950	521	1378	961	513	1343	984	510	0
533	1377	950	521	1378	961	513	1343	984	510	1366	0
1377	950	521	1378	961	513	1343	984	510	1366	949	1
950	521	1378	961	513	1343	984	510	1366	949	510	0
521	1378	961	513	1343	984	510	1366	949	510	1358	0
1378	961	513	1343	984	510	1366	949	510	1358	996	1
961	513	1343	984	510	1366	949	510	1358	996	498	0
513	1343	984	510	1366	949	510	1358	996	498	1393	0
1343	984	510	1366	949	510	1358	996	498	1393	984	1
984	510	1366	949	510	1358	996	498	1393	984	957	0
510	1366	949	510	1358	996	498	1393	984	957	965	0
1366	949	510	1358	996	498	1393	984	957	965	962	1
949	510	1358	996	498	1393	984	957	965	962	1007	0
510	1358	996	498	1393	984	957	965	962	1007	1008	0
1358	996	498	1393	984	957	965	962	1007	1008	1008	0
996	498	1393	984	957	965	962	1007	1008	1008	992	0
498	1393	984	957	965	962	1007	1008	1008	992	494	0
1393	984	957	965	962	1007	1008	1008	992	494	1405	0
984	957	965	962	1007	1008	1008	992	494	1405	1023	0
957	965	962	1007	1008	1008	992	494	1405	1023	950	0
965	962	1007	1008	1008	992	494	1405	1023	950	1007	0
962	1007	1008	1008	992	494	1405	1023	950	1007	965	1
1007	1008	1008	992	494	1405	1023	950	1007	965	938	0
1008	1008	992	494	1405	1023	950	1007	965	938	918	0
1008	992	494	1405	1023	950	1007	965	938	918	919	0
992	494	1405	1023	950	1007	965	938	918	919	502	0
494	1405	1023	950	1007	965	938	918	919	502	1237	0
1405	1023	950	1007	965	938	918	919	502	1237	907	0
1023	950	1007	965	938	918	919	502	1237	907	541	0
950	1007	965	938	918	919	502	1237	907	541	1194	0
1007	965	938	918	919	502	1237	907	541	1194	883	1
965	938	918	919	502	1237	907	541	1194	883	541	0
938	918	919	502	1237	907	541	1194	883	541	1265	0
918	919	502	1237	907	541	1194	883	541	1265	961	1
919	502	1237	907	541	1194	883	541	1265	961	521	0
502	1237	907	541	1194	883	541	1265	961	521	1386	0
1237	907	541	1194	883	541	1265	961	521	1386	972	1
907	541	1194	883	541	1265	961	521	1386	972	502	0
541	1194	883	541	1265	961	521	1386	972	502	1409	0
1194	883	541	1265	961	521	1386	972	502	1409	1046	1
883	541	1265	961	521	1386	972	502	1409	1046	1036	0
541	1265	961	521	1386	972	502	1409	1046	1036	1031	0
1265	961	521	1386	972	502	1409	1046	1036	1031	1077	1
961	521	1386	972	502	1409	1046	1036	1031	1077	1094	0
521	1386	972	502	1409	1046	1036	1031	1077	1094	1066	0
1386	972	502	1409	1046	1036	1031	1077	1094	1066	1058	0
972	502	1409	1046	1036	1031	1077	1094	1066	1058	584	0
502	1409	1046	1036	1031	1077	1094	1066	1058	584	1412	0
1409	1046	1036	1031	1077	1094	1066	1058	584	1412	977	0
1046	1036	1031	1077	1094	1066	1058	584	1412	977	915	0
1036	1031	1077	1094	1066	1058	584	1412	977	915	914	0
1031	1077	1094	1066	1058	584	1412	977	915	914	926	1
1077	1094	1066	1058	584	1412	977	915	914	926	502	0
1094	1066	1058	584	1412	977	915	914	926	502	1249	0
1066	1058	584	1412	977	915	914	926	502	1249	837	0
1058	584	1412	977	915	914	926	502	1249	837	552	0
584	1412	977	915	914	926	502	1249	837	552	1206	0
1412	977	915	914	926	502	1249	837	552	1206	876	1
977	915	914	926	502	1249	837	552	1206	876	533	0
915	914	926	502	1249	837	552	1206	876	533	1233	0
914	926	502	1249	837	552	1206	876	533	1233	887	1
926	502	1249	837	552	1206	876	533	1233	887	549	0
502	1249	837	552	1206	876	533	1233	887	549	1245	0
1249	837	552	1206	876	533	1233	887	549	1245	868	1
837	552	1206	876	533	1233	887	549	1245	868	556	0
552	1206	876	533	1233	887	549	1245	868	556	1218	0
1206	876	533	1233	887	549	1245	868	556	1218	884	1
876	533	1233	887	549	1245	868	556	1218	884	537	0
533	1233	887	549	1245	868	556	1218	884	537	1202	0
1233	887	549	1245	868	556	1218	884	537	1202	875	1
887	549	1245	868	556	1218	884	537	1202	875	572	0
549	1245	868	556	1218	884	537	1202	875	572	1249	0
1245	868	556	1218	884	537	1202	875	572	1249	989	1
868	556	1218	884	537	1202	875	572	1249	989	505	0
556	1218	884	537	1202	875	572	1249	989	505	1362	0
1218	884	537	1202	875	572	1249	989	505	1362	977	1
884	537	1202	875	572	1249	989	505	1362	977	502	0
537	1202	875	572	1249	989	505	1362	977	502	1366	0
1202	875	572	1249	989	505	1362	977	502	1366	976	1
875	572	1249	989	505	1362	977	502	1366	976	502	0
572	1249	989	505	1362	977	502	1366	976	502	1331	0
1249	989	505	1362	977	502	1366	976	502	1331	911	1
989	505	1362	977	502	1366	976	502	1331	911	517	0
505	1362	977	502	1366	976	502	1331	911	517	1311	0
1362	977	502	1366	976	502	1331	911	517	1311	911	1
977	502	1366	976	502	1331	911	517	1311	911	517	0
502	1366	976	502	1331	911	517	1311	911	517	1191	0
1366	976	502	1331	911	517	1311	911	517	1191	813	1
976	502	1331	911	517	1311	911	517	1191	813	557	0
502	1331	911	517	1311	911	517	1191	813	557	1148	0
1331	911	517	1311	911	517	1191	813	557	1148	859	1
911	517	1311	911	517	1191	813	557	1148	859	596	0
517	1311	911	517	1191	813	557	1148	859	596	1253	0
1311	911	517	1191	813	557	1148	859	596	1253	930	1
911	517	1191	813	557	1148	859	596	1253	930	517	0
517	1191	813	557	1148	859	596	1253	930	517	1358	0
1191	813	557	1148	859	596	1253	930	517	1358	992	1
813	557	1148	859	596	1253	930	517	1358	992	502	0
557	1148	859	596	1253	930	517	1358	992	502	1378	0
1148	859	596	1253	930	517	1358	992	502	1378	969	1
859	596	1253	930	517	1358	992	502	1378	969	502	0
596	1253	930	517	1358	992	502	1378	969	502	1373	0
1253	930	517	1358	992	502	1378	969	502	1373	957	1
930	517	1358	992	502	1378	969	502	1373	957	498	0
517	1358	992	502	1378	969	502	1373	957	498	1288	0
1358	992	502	1378	969	502	1373	957	498	1288	829	1
992	502	1378	969	502	1373	957	498	1288	829	541	0
502	1378	969	502	1373	957	498	1288	829	541	1121	0
1378	969	502	1373	957	498	1288	829	541	1121	821	1
969	502	1373	957	498	1288	829	541	1121	821	583	0
502	1373	957	498	1288	829	541	1121	821	583	1133	0
1373	957	498	1288	829	541	1121	821	583	1133	863	1
957	498	1288	829	541	1121	821	583	1133	863	572	0
498	1288	829	541	1121	821	583	1133	863	572	1261	0
1288	829	541	1121	821	583	1133	863	572	1261	922	1
829	541	1121	821	583	1133	863	572	1261	922	545	0
541	1121	821	583	1133	863	572	1261	922	545	1342	0
1121	821	583	1133	863	572	1261	922	545	1342	965	1
821	583	1133	863	572	1261	922	545	1342	965	518	0
583	1133	863	572	1261	922	545	1342	965	518	1327	0
1133	863	572	1261	922	545	1342	965	518	1327	941	1
863	572	1261	922	545	1342	965	518	1327	941	518	0
572	1261	922	545	1342	965	518	1327	941	518	1338	0
1261	922	545	1342	965	518	1327	941	518	1338	930	1
922	545	1342	965	518	1327	941	518	1338	930	518	0
545	1342	965	518	1327	941	518	1338	930	518	1354	0
1342	965	518	1327	941	518	1338	930	518	1354	953	1
965	518	1327	941	518	1338	930	518	1354	953	510	0
518	1327	941	518	1338	930	518	1354	953	510	1327	0
1327	941	518	1338	930	518	1354	953	510	1327	922	1
941	518	1338	930	518	1354	953	510	1327	922	518	0
518	1338	930	518	1354	953	510	1327	922	518	1260	0
1338	930	518	1354	953	510	1327	922	518	1260	895	1
930	518	1354	953	510	1327	922	518	1260	895	514	0
518	1354	953	510	1327	922	518	1260	895	514	1288	0
1354	953	510	1327	922	518	1260	895	514	1288	879	1
953	510	1327	922	518	1260	895	514	1288	879	529	0
510	1327	922	518	1260	895	514	1288	879	529	1343	0
1327	922	518	1260	895	514	1288	879	529	1343	926	1
922	518	1260	895	514	1288	879	529	1343	926	513	0
518	1260	895	514	1288	879	529	1343	926	513	1331	0
1260	895	514	1288	879	529	1343	926	513	1331	942	1
895	514	1288	879	529	1343	926	513	1331	942	509	0
514	1288	879	529	1343	926	513	1331	942	509	1285	0
1288	879	529	1343	926	513	1331	942	509	1285	910	1
879	529	1343	926	513	1331	942	509	1285	910	521	0
529	1343	926	513	1331	942	509	1285	910	521	1277	0
1343	926	513	1331	942	509	1285	910	521	1277	930	1
926	513	1331	942	509	1285	910	521	1277	930	505	0
513	1331	942	509	1285	910	521	1277	930	505	1362	0
1331	942	509	1285	910	521	1277	930	505	1362	961	1
942	509	1285	910	521	1277	930	505	1362	961	502	0
509	1285	910	521	1277	930	505	1362	961	502	1362	0
1285	910	521	1277	930	505	1362	961	502	1362	957	1
910	521	1277	930	505	1362	961	502	1362	957	499	0
521	1277	930	505	1362	961	502	1362	957	499	1299	0
1277	930	505	1362	961	502	1362	957	499	1299	891	1
930	505	1362	961	502	1362	957	499	1299	891	518	0
505	1362	961	502	1362	957	499	1299	891	518	1260	0
1362	961	502	1362	957	499	1299	891	518	1260	926	1
961	502	1362	957	499	1299	891	518	1260	926	506	0
502	1362	957	499	1299	891	518	1260	926	506	1374	0
1362	957	499	1299	891	518	1260	926	506	1374	976	1
957	499	1299	891	518	1260	926	506	1374	976	872	0
499	1299	891	518	1260	926	506	1374	976	872	864	0
1299	891	518	1260	926	506	1374	976	872	864	871	1
891	518	1260	926	506	1374	976	872	864	871	541	0
518	1260	926	506	1374	976	872	864	871	541	1234	0
1260	926	506	1374	976	872	864	871	541	1234	926	0
926	506	1374	976	872	864	871	541	1234	926	529	0
506	1374	976	872	864	871	541	1234	926	529	1311	0
1374	976	872	864	871	541	1234	926	529	1311	888	1
976	872	864	871	541	1234	926	529	1311	888	529	0
872	864	871	541	1234	926	529	1311	888	529	1327	0
864	871	541	1234	926	529	1311	888	529	1327	984	1
871	541	1234	926	529	1311	888	529	1327	984	510	0
541	1234	926	529	1311	888	529	1327	984	510	1377	0
1234	926	529	1311	888	529	1327	984	510	1377	934	1
926	529	1311	888	529	1327	984	510	1377	934	506	0
529	1311	888	529	1327	984	510	1377	934	506	1257	0
1311	888	529	1327	984	510	1377	934	506	1257	852	1
888	529	1327	984	510	1377	934	506	1257	852	525	0
529	1327	984	510	1377	934	506	1257	852	525	1210	0
1327	984	510	1377	934	506	1257	852	525	1210	864	1
984	510	1377	934	506	1257	852	525	1210	864	556	0
510	1377	934	506	1257	852	525	1210	864	556	1218	0
1377	934	506	1257	852	525	1210	864	556	1218	907	1
934	506	1257	852	525	1210	864	556	1218	907	525	0
506	1257	852	525	1210	864	556	1218	907	525	1292	0
1257	852	525	1210	864	556	1218	907	525	1292	911	1
852	525	1210	864	556	1218	907	525	1292	911	525	0
525	1210	864	556	1218	907	525	1292	911	525	1373	0
1210	864	556	1218	907	525	1292	911	525	1373	965	1
864	556	1218	907	525	1292	911	525	1373	965	506	0
556	1218	907	525	1292	911	525	1373	965	506	1343	0
1218	907	525	1292	911	525	1373	965	506	1343	949	1
907	525	1292	911	525	1373	965	506	1343	949	506	0
525	1292	911	525	1373	965	506	1343	949	506	1292	0
1292	911	525	1373	965	506	1343	949	506	1292	879	1
911	525	1373	965	506	1343	949	506	1292	879	525	0
525	1373	965	506	1343	949	506	1292	879	525	1187	0
1373	965	506	1343	949	506	1292	879	525	1187	806	1
965	506	1343	949	506	1292	879	525	1187	806	564	0
506	1343	949	506	1292	879	525	1187	806	564	992	0
1343	949	506	1292	879	525	1187	806	564	992	747	1
949	506	1292	879	525	1187	806	564	992	747	747	0
506	1292	879	525	1187	806	564	992	747	747	751	0
1292	879	525	1187	806	564	992	747	747	751	774	1
879	525	1187	806	564	992	747	747	751	774	607	0
525	1187	806	564	992	747	747	751	774	607	946	0
1187	806	564	992	747	747	751	774	607	946	759	0
806	564	992	747	747	751	774	607	946	759	747	0
564	992	747	747	751	774	607	946	759	747	739	0
992	747	747	751	774	607	946	759	747	739	728	1
747	747	751	774	607	946	759	747	739	728	735	0
747	751	774	607	946	759	747	739	728	735	747	0
751	774	607	946	759	747	739	728	735	747	763	0
774	607	946	759	747	739	728	735	747	763	763	0
607	946	759	747	739	728	735	747	763	763	754	0
946	759	747	739	728	735	747	763	763	754	771	0
759	747	739	728	735	747	763	763	754	771	619	0
747	739	728	735	747	763	763	754	771	619	949	0
739	728	735	747	763	763	754	771	619	949	798	0
728	735	747	763	763	754	771	619	949	798	797	0
735	747	763	763	754	771	619	949	798	797	557	0
747	763	763	754	771	619	949	798	797	557	1183	1
763	763	754	771	619	949	798	797	557	1183	914	0
763	754	771	619	949	798	797	557	1183	914	973	0
754	771	619	949	798	797	557	1183	914	973	996	0
771	619	949	798	797	557	1183	914	973	996	603	1
619	949	798	797	557	1183	914	973	996	603	1397	0
949	798	797	557	1183	914	973	996	603	1397	1031	0
798	797	557	1183	914	973	996	603	1397	1031	502	0
797	557	1183	914	973	996	603	1397	1031	502	1397	0
557	1183	914	973	996	603	1397	1031	502	1397	965	1
1183	914	973	996	603	1397	1031	502	1397	965	509	0
914	973	996	603	1397	1031	502	1397	965	509	1281	0
973	996	603	1397	1031	502	1397	965	509	1281	902	1
996	603	1397	1031	502	1397	965	509	1281	902	541	0
603	1397	1031	502	1397	965	509	1281	902	541	1284	0
1397	1031	502	1397	965	509	1281	902	541	1284	938	1
1031	502	1397	965	509	1281	902	541	1284	938	533	0
502	1397	965	509	1281	902	541	1284	938	533	1343	0
1397	965	509	1281	902	541	1284	938	533	1343	894	1
965	509	1281	902	541	1284	938	533	1343	894	530	0
509	1281	902	541	1284	938	533	1343	894	530	1163	0
1281	902	541	1284	938	533	1343	894	530	1163	813	1
902	541	1284	938	533	1343	894	530	1163	813	596	0
541	1284	938	533	1343	894	530	1163	813	596	1128	0
1284	938	533	1343	894	530	1163	813	596	1128	907	1
938	533	1343	894	530	1163	813	596	1128	907	564	0
533	1343	894	530	1163	813	596	1128	907	564	1342	0
1343	894	530	1163	813	596	1128	907	564	1342	977	1
894	530	1163	813	596	1128	907	564	1342	977	529	0
530	1163	813	596	1128	907	564	1342	977	529	1397	0
1163	813	596	1128	907	564	1342	977	529	1397	1062	1
813	596	1128	907	564	1342	977	529	1397	1062	1024	0
596	1128	907	564	1342	977	529	1397	1062	1024	1011	0
1128	907	564	1342	977	529	1397	1062	1024	1011	996	1
907	564	1342	977	529	1397	1062	1024	1011	996	977	0
564	1342	977	529	1397	1062	1024	1011	996	977	510	0
1342	977	529	1397	1062	1024	1011	996	977	510	1389	0
977	529	1397	1062	1024	1011	996	977	510	1389	1008	0
529	1397	1062	1024	1011	996	977	510	1389	1008	972	0
1397	1062	1024	1011	996	977	510	1389	1008	972	977	0
1062	1024	1011	996	977	510	1389	1008	972	977	973	1
1024	1011	996	977	510	1389	1008	972	977	973	980	0
1011	996	977	510	1389	1008	972	977	973	980	985	0
996	977	510	1389	1008	972	977	973	980	985	988	0
977	510	1389	1008	972	977	973	980	985	988	494	0
510	1389	1008	972	977	973	980	985	988	494	1389	0
1389	1008	972	977	973	980	985	988	494	1389	1024	0
1008	972	977	973	980	985	988	494	1389	1024	980	0
972	977	973	980	985	988	494	1389	1024	980	985	0
977	973	980	985	988	494	1389	1024	980	985	984	1
973	980	985	988	494	1389	1024	980	985	984	969	0
980	985	988	494	1389	1024	980	985	984	969	977	0
985	988	494	1389	1024	980	985	984	969	977	976	0
988	494	1389	1024	980	985	984	969	977	976	498	0
494	1389	1024	980	985	984	969	977	976	498	1397	0
1389	1024	980	985	984	969	977	976	498	1397	992	0
1024	980	985	984	969	977	976	498	1397	992	499	0
980	985	984	969	977	976	498	1397	992	499	1221	0
985	984	969	977	976	498	1397	992	499	1221	806	1
984	969	977	976	498	1397	992	499	1221	806	583	0
969	977	976	498	1397	992	499	1221	806	583	1035	0
977	976	498	1397	992	499	1221	806	583	1035	814	1
976	498	1397	992	499	1221	806	583	1035	814	852	0
498	1397	992	499	1221	806	583	1035	814	852	903	0
1397	992	499	1221	806	583	1035	814	852	903	965	1
992	499	1221	806	583	1035	814	852	903	965	1042	0
499	1221	806	583	1035	814	852	903	965	1042	494	0
1221	806	583	1035	814	852	903	965	1042	494	1429	0
806	583	1035	814	852	903	965	1042	494	1429	1054	0
583	1035	814	852	903	965	1042	494	1429	1054	1078	0
1035	814	852	903	965	1042	494	1429	1054	1078	1008	0
814	852	903	965	1042	494	1429	1054	1078	1008	980	1
852	903	965	1042	494	1429	1054	1078	1008	980	992	0
903	965	1042	494	1429	1054	1078	1008	980	992	502	0
965	1042	494	1429	1054	1078	1008	980	992	502	1389	0
1042	494	1429	1054	1078	1008	980	992	502	1389	1000	0
494	1429	1054	1078	1008	980	992	502	1389	1000	997	0
1429	1054	1078	1008	980	992	502	1389	1000	997	972	0
1054	1078	1008	980	992	502	1389	1000	997	972	973	1
1078	1008	980	992	502	1389	1000	997	972	973	494	0
1008	980	992	502	1389	1000	997	972	973	494	1420	0
980	992	502	1389	1000	997	972	973	494	1420	1078	0
992	502	1389	1000	997	972	973	494	1420	1078	1051	0
502	1389	1000	997	972	973	494	1420	1078	1051	1050	0
1389	1000	997	972	973	494	1420	1078	1051	1050	1043	1
1000	997	972	973	494	1420	1078	1051	1050	1043	1035	0
997	972	973	494	1420	1078	1051	1050	1043	1035	502	0
972	973	494	1420	1078	1051	1050	1043	1035	502	1343	0
973	494	1420	1078	1051	1050	1043	1035	502	1343	860	0
494	1420	1078	1051	1050	1043	1035	502	1343	860	521	0
1420	1078	1051	1050	1043	1035	502	1343	860	521	1148	0
1078	1051	1050	1043	1035	502	1343	860	521	1148	821	1
1051	1050	1043	1035	502	1343	860	521	1148	821	572	0
1050	1043	1035	502	1343	860	521	1148	821	572	1109	0
1043	1035	502	1343	860	521	1148	821	572	1109	887	1
1035	502	1343	860	521	1148	821	572	1109	887	568	0
502	1343	860	521	1148	821	572	1109	887	568	1315	0
1343	860	521	1148	821	572	1109	887	568	1315	868	1
860	521	1148	821	572	1109	887	568	1315	868	548	0
521	1148	821	572	1109	887	568	1315	868	548	1207	0
1148	821	572	1109	887	568	1315	868	548	1207	883	1
821	572	1109	887	568	1315	868	548	1207	883	545	0
572	1109	887	568	1315	868	548	1207	883	545	1284	0
1109	887	568	1315	868	548	1207	883	545	1284	965	1
887	568	1315	868	548	1207	883	545	1284	965	529	0
568	1315	868	548	1207	883	545	1284	965	529	1393	0
1315	868	548	1207	883	545	1284	965	529	1393	1043	1
868	548	1207	883	545	1284	965	529	1393	1043	1011	0
548	1207	883	545	1284	965	529	1393	1043	1011	973	0
1207	883	545	1284	965	529	1393	1043	1011	973	891	1
883	545	1284	965	529	1393	1043	1011	973	891	506	0
545	1284	965	529	1393	1043	1011	973	891	506	1377	0
1284	965	529	1393	1043	1011	973	891	506	1377	962	0
965	529	1393	1043	1011	973	891	506	1377	962	509	0
529	1393	1043	1011	973	891	506	1377	962	509	1319	0
1393	1043	1011	973	891	506	1377	962	509	1319	965	1
1043	1011	973	891	506	1377	962	509	1319	965	510	0
1011	973	891	506	1377	962	509	1319	965	510	1389	0
973	891	506	1377	962	509	1319	965	510	1389	1008	1
891	506	1377	962	509	1319	965	510	1389	1008	1035	0
506	1377	962	509	1319	965	510	1389	1008	1035	1035	0
1377	962	509	1319	965	510	1389	1008	1035	1035	988	1
962	509	1319	965	510	1389	1008	1035	1035	988	884	0
509	1319	965	510	1389	1008	1035	1035	988	884	583	0
1319	965	510	1389	1008	1035	1035	988	884	583	1277	0
965	510	1389	1008	1035	1035	988	884	583	1277	902	0
510	1389	1008	1035	1035	988	884	583	1277	902	537	0
1389	1008	1035	1035	988	884	583	1277	902	537	1276	0
1008	1035	1035	988	884	583	1277	902	537	1276	942	1
1035	1035	988	884	583	1277	902	537	1276	942	533	0
1035	988	884	583	1277	902	537	1276	942	533	1362	0
988	884	583	1277	902	537	1276	942	533	1362	1027	1
884	583	1277	902	537	1276	942	533	1362	1027	502	0
583	1277	902	537	1276	942	533	1362	1027	502	1385	0
1277	902	537	1276	942	533	1362	1027	502	1385	989	1
902	537	1276	942	533	1362	1027	502	1385	989	502	0
537	1276	942	533	1362	1027	502	1385	989	502	1424	0
1276	942	533	1362	1027	502	1385	989	502	1424	1035	1
942	533	1362	1027	502	1385	989	502	1424	1035	1000	0
533	1362	1027	502	1385	989	502	1424	1035	1000	1058	0
1362	1027	502	1385	989	502	1424	1035	1000	1058	1066	1
1027	502	1385	989	502	1424	1035	1000	1058	1066	1074	0
502	1385	989	502	1424	1035	1000	1058	1066	1074	1160	0
1385	989	502	1424	1035	1000	1058	1066	1074	1160	1015	0
989	502	1424	1035	1000	1058	1066	1074	1160	1015	958	0
502	1424	1035	1000	1058	1066	1074	1160	1015	958	953	0
1424	1035	1000	1058	1066	1074	1160	1015	958	953	545	0
1035	1000	1058	1066	1074	1160	1015	958	953	545	1225	0
1000	1058	1066	1074	1160	1015	958	953	545	1225	817	0
1058	1066	1074	1160	1015	958	953	545	1225	817	584	0
1066	1074	1160	1015	958	953	545	1225	817	584	1058	0
1074	1160	1015	958	953	545	1225	817	584	1058	837	1
1160	1015	958	953	545	1225	817	584	1058	837	848	0
1015	958	953	545	1225	817	584	1058	837	848	860	0
958	953	545	1225	817	584	1058	837	848	860	856	1
953	545	1225	817	584	1058	837	848	860	856	514	0
545	1225	817	584	1058	837	848	860	856	514	1292	0
1225	817	584	1058	837	848	860	856	514	1292	937	0
817	584	1058	837	848	860	856	514	1292	937	534	0
584	1058	837	848	860	856	514	1292	937	534	1358	0
1058	837	848	860	856	514	1292	937	534	1358	996	1
837	848	860	856	514	1292	937	534	1358	996	509	0
848	860	856	514	1292	937	534	1358	996	509	1389	0
860	856	514	1292	937	534	1358	996	509	1389	997	1
856	514	1292	937	534	1358	996	509	1389	997	498	0
514	1292	937	534	1358	996	509	1389	997	498	1334	0
1292	937	534	1358	996	509	1389	997	498	1334	930	1
937	534	1358	996	509	1389	997	498	1334	930	514	0
534	1358	996	509	1389	997	498	1334	930	514	1296	0
1358	996	509	1389	997	498	1334	930	514	1296	894	1
996	509	1389	997	498	1334	930	514	1296	894	534	0
509	1389	997	498	1334	930	514	1296	894	534	1272	0
1389	997	498	1334	930	514	1296	894	534	1272	879	1
997	498	1334	930	514	1296	894	534	1272	879	529	0
498	1334	930	514	1296	894	534	1272	879	529	1222	0
1334	930	514	1296	894	534	1272	879	529	1222	864	1
930	514	1296	894	534	1272	879	529	1222	864	576	0
514	1296	894	534	1272	879	529	1222	864	576	1179	0
1296	894	534	1272	879	529	1222	864	576	1179	852	1
894	534	1272	879	529	1222	864	576	1179	852	568	0
534	1272	879	529	1222	864	576	1179	852	568	1195	0
1272	879	529	1222	864	576	1179	852	568	1195	821	1
879	529	1222	864	576	1179	852	568	1195	821	797	0
529	1222	864	576	1179	852	568	1195	821	797	802	0
1222	864	576	1179	852	568	1195	821	797	802	817	1
864	576	1179	852	568	1195	821	797	802	817	557	0
576	1179	852	568	1195	821	797	802	817	557	1182	0
1179	852	568	1195	821	797	802	817	557	1182	903	0
852	568	1195	821	797	802	817	557	1182	903	560	0
568	1195	821	797	802	817	557	1182	903	560	1374	0
1195	821	797	802	817	557	1182	903	560	1374	946	1
821	797	802	817	557	1182	903	560	1374	946	525	0
797	802	817	557	1182	903	560	1374	946	525	1280	0
802	817	557	1182	903	560	1374	946	525	1280	903	1
817	557	1182	903	560	1374	946	525	1280	903	552	0
557	1182	903	560	1374	946	525	1280	903	552	1284	0
1182	903	560	1374	946	525	1280	903	552	1284	942	1
903	560	1374	946	525	1280	903	552	1284	942	537	0
560	1374	946	525	1280	903	552	1284	942	537	1319	0
1374	946	525	1280	903	552	1284	942	537	1319	899	1
946	525	1280	903	552	1284	942	537	1319	899	544	0
525	1280	903	552	1284	942	537	1319	899	544	1261	0
1280	903	552	1284	942	537	1319	899	544	1261	918	1
903	552	1284	942	537	1319	899	544	1261	918	530	0
552	1284	942	537	1319	899	544	1261	918	530	1315	0
1284	942	537	1319	899	544	1261	918	530	1315	949	1
942	537	1319	899	544	1261	918	530	1315	949	522	0
537	1319	899	544	1261	918	530	1315	949	522	1393	0
1319	899	544	1261	918	530	1315	949	522	1393	984	1
899	544	1261	918	530	1315	949	522	1393	984	506	0
544	1261	918	530	1315	949	522	1393	984	506	1393	0
1261	918	530	1315	949	522	1393	984	506	1393	1019	1
918	530	1315	949	522	1393	984	506	1393	1019	973	0
530	1315	949	522	1393	984	506	1393	1019	973	1012	0
1315	949	522	1393	984	506	1393	1019	973	1012	1039	1
949	522	1393	984	506	1393	1019	973	1012	1039	996	0
522	1393	984	506	1393	1019	973	1012	1039	996	1054	0
1393	984	506	1393	1019	973	1012	1039	996	1054	1035	0
984	506	1393	1019	973	1012	1039	996	1054	1035	1039	0
506	1393	1019	973	1012	1039	996	1054	1035	1039	502	0
1393	1019	973	1012	1039	996	1054	1035	1039	502	1409	0
1019	973	1012	1039	996	1054	1035	1039	502	1409	961	0
973	1012	1039	996	1054	1035	1039	502	1409	961	868	0
1012	1039	996	1054	1035	1039	502	1409	961	868	844	0
1039	996	1054	1035	1039	502	1409	961	868	844	825	1
996	1054	1035	1039	502	1409	961	868	844	825	615	0
1054	1035	1039	502	1409	961	868	844	825	615	1050	0
1035	1039	502	1409	961	868	844	825	615	1050	821	0
1039	502	1409	961	868	844	825	615	1050	821	821	0
