i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter
459	440	444	463	436	435	444	428	455	436	448	0
440	444	463	436	435	444	428	455	436	448	435	0
444	463	436	435	444	428	455	436	448	435	452	0
463	436	435	444	428	455	436	448	435	452	439	0
436	435	444	428	455	436	448	435	452	439	456	0
435	444	428	455	436	448	435	452	439	456	447	0
444	428	455	436	448	435	452	439	456	447	440	0
428	455	436	448	435	452	439	456	447	440	447	0
455	436	448	435	452	439	456	447	440	447	444	0
436	448	435	452	439	456	447	440	447	444	455	0
448	435	452	439	456	447	440	447	444	455	444	0
435	452	439	456	447	440	447	444	455	444	451	0
452	439	456	447	440	447	444	455	444	451	455	0
439	456	447	440	447	444	455	444	451	455	452	0
456	447	440	447	444	455	444	451	455	452	443	0
447	440	447	444	455	444	451	455	452	443	444	0
440	447	444	455	444	451	455	452	443	444	439	0
447	444	455	444	451	455	452	443	444	439	452	0
444	455	444	451	455	452	443	444	439	452	455	0
455	444	451	455	452	443	444	439	452	455	448	0
444	451	455	452	443	444	439	452	455	448	447	0
451	455	452	443	444	439	452	455	448	447	459	0
455	452	443	444	439	452	455	448	447	459	448	0
452	443	444	439	452	455	448	447	459	448	435	0
443	444	439	452	455	448	447	459	448	435	471	0
444	439	452	455	448	447	459	448	435	471	448	0
439	452	455	448	447	459	448	435	471	448	432	0
452	455	448	447	459	448	435	471	448	432	467	0
455	448	447	459	448	435	471	448	432	467	447	1
448	447	459	448	435	471	448	432	467	447	440	0
447	459	448	435	471	448	432	467	447	440	467	0
459	448	435	471	448	432	467	447	440	467	459	1
448	435	471	448	432	467	447	440	467	459	436	0
435	471	448	432	467	447	440	467	459	436	482	0
471	448	432	467	447	440	467	459	436	482	459	1
448	432	467	447	440	467	459	436	482	459	444	0
432	467	447	440	467	459	436	482	459	444	463	0
467	447	440	467	459	436	482	459	444	463	459	1
447	440	467	459	436	482	459	444	463	459	440	0
440	467	459	436	482	459	444	463	459	440	451	0
467	459	436	482	459	444	463	459	440	451	455	1
459	436	482	459	444	463	459	440	451	455	444	0
436	482	459	444	463	459	440	451	455	444	440	0
482	459	444	463	459	440	451	455	444	440	463	1
459	444	463	459	440	451	455	444	440	463	431	0
444	463	459	440	451	455	444	440	463	431	436	0
463	459	440	451	455	444	440	463	431	436	428	0
459	440	451	455	444	440	463	431	436	428	459	0
440	451	455	444	440	463	431	436	428	459	355	0
451	455	444	440	463	431	436	428	459	355	529	0
455	444	440	463	431	436	428	459	355	529	436	0
444	440	463	431	436	428	459	355	529	436	424	0
440	463	431	436	428	459	355	529	436	424	447	0
463	431	436	428	459	355	529	436	424	447	436	1
431	436	428	459	355	529	436	424	447	436	428	0
436	428	459	355	529	436	424	447	436	428	424	0
428	459	355	529	436	424	447	436	428	424	424	1
459	355	529	436	424	447	436	428	424	424	428	0
355	529	436	424	447	436	428	424	424	428	428	0
529	436	424	447	436	428	424	424	428	428	417	0
436	424	447	436	428	424	424	428	428	417	447	0
424	447	436	428	424	424	428	428	417	447	447	0
447	436	428	424	424	428	428	417	447	447	429	0
436	428	424	424	428	428	417	447	447	429	439	1
428	424	424	428	428	417	447	447	429	439	444	0
424	424	428	428	417	447	447	429	439	444	447	0
424	428	428	417	447	447	429	439	444	447	448	0
428	428	417	447	447	429	439	444	447	448	447	0
428	417	447	447	429	439	444	447	448	447	452	0
417	447	447	429	439	444	447	448	447	452	443	0
447	447	429	439	444	447	448	447	452	443	444	0
447	429	439	444	447	448	447	452	443	444	447	0
429	439	444	447	448	447	452	443	444	447	448	0
439	444	447	448	447	452	443	444	447	448	447	0
444	447	448	447	452	443	444	447	448	447	440	0
447	448	447	452	443	444	447	448	447	440	436	0
448	447	452	443	444	447	448	447	440	436	361	0
447	452	443	444	447	448	447	440	436	361	510	0
452	443	444	447	448	447	440	436	361	510	436	0
443	444	447	448	447	440	436	361	510	436	424	0
444	447	448	447	440	436	361	510	436	424	436	0
447	448	447	440	436	361	510	436	424	436	436	1
448	447	440	436	361	510	436	424	436	436	432	0
447	440	436	361	510	436	424	436	436	432	432	0
440	436	361	510	436	424	436	436	432	432	428	0
436	361	510	436	424	436	436	432	432	428	428	0
361	510	436	424	436	436	432	432	428	428	431	0
510	436	424	436	436	432	432	428	428	431	358	0
436	424	436	436	432	432	428	428	431	358	506	0
424	436	436	432	432	428	428	431	358	506	436	0
436	436	432	432	428	428	431	358	506	436	424	0
436	432	432	428	428	431	358	506	436	424	444	0
432	432	428	428	431	358	506	436	424	444	428	1
432	428	428	431	358	506	436	424	444	428	436	0
428	428	431	358	506	436	424	444	428	436	361	0
428	431	358	506	436	424	444	428	436	361	514	1
431	358	506	436	424	444	428	436	361	514	432	0
358	506	436	424	444	428	436	361	514	432	428	0
506	436	424	444	428	436	361	514	432	428	440	0
436	424	444	428	436	361	514	432	428	440	439	1
424	444	428	436	361	514	432	428	440	439	436	0
444	428	436	361	514	432	428	440	439	436	436	0
428	436	361	514	432	428	440	439	436	436	447	0
436	361	514	432	428	440	439	436	436	447	452	0
361	514	432	428	440	439	436	436	447	452	358	0
514	432	428	440	439	436	436	447	452	358	548	0
432	428	440	439	436	436	447	452	358	548	456	0
428	440	439	436	436	447	452	358	548	456	451	0
440	439	436	436	447	452	358	548	456	451	467	0
439	436	436	447	452	358	548	456	451	467	459	1
436	436	447	452	358	548	456	451	467	459	455	0
436	447	452	358	548	456	451	467	459	455	452	0
447	452	358	548	456	451	467	459	455	452	447	0
452	358	548	456	451	467	459	455	452	447	452	0
358	548	456	451	467	459	455	452	447	452	443	0
548	456	451	467	459	455	452	447	452	443	455	0
456	451	467	459	455	452	447	452	443	455	448	0
451	467	459	455	452	447	452	443	455	448	451	0
467	459	455	452	447	452	443	455	448	451	440	0
459	455	452	447	452	443	455	448	451	440	451	0
455	452	447	452	443	455	448	451	440	451	448	0
452	447	452	443	455	448	451	440	451	448	459	0
447	452	443	455	448	451	440	451	448	459	467	0
452	443	455	448	451	440	451	448	459	467	478	0
443	455	448	451	440	451	448	459	467	478	347	0
455	448	451	440	451	448	459	467	478	347	599	0
448	451	440	451	448	459	467	478	347	599	475	0
451	440	451	448	459	467	478	347	599	475	459	0
440	451	448	459	467	478	347	599	475	459	455	0
451	448	459	467	478	347	599	475	459	455	381	1
448	459	467	478	347	599	475	459	455	381	541	0
459	467	478	347	599	475	459	455	381	541	448	0
467	478	347	599	475	459	455	381	541	448	439	0
478	347	599	475	459	455	381	541	448	439	463	0
347	599	475	459	455	381	541	448	439	463	448	1
599	475	459	455	381	541	448	439	463	448	455	0
475	459	455	381	541	448	439	463	448	455	471	0
459	455	381	541	448	439	463	448	455	471	467	1
455	381	541	448	439	463	448	455	471	467	463	0
381	541	448	439	463	448	455	471	467	463	475	0
541	448	439	463	448	455	471	467	463	475	490	0
448	439	463	448	455	471	467	463	475	490	463	0
439	463	448	455	471	467	463	475	490	463	471	0
463	448	455	471	467	463	475	490	463	471	474	0
448	455	471	467	463	475	490	463	471	474	479	0
455	471	467	463	475	490	463	471	474	479	463	0
471	467	463	475	490	463	471	474	479	463	467	0
467	463	475	490	463	471	474	479	463	467	463	0
463	475	490	463	471	474	479	463	467	463	401	0
475	490	463	471	474	479	463	467	463	401	529	0
490	463	471	474	479	463	467	463	401	529	451	0
463	471	474	479	463	467	463	401	529	451	440	0
471	474	479	463	467	463	401	529	451	440	467	0
474	479	463	467	463	401	529	451	440	467	463	1
479	463	467	463	401	529	451	440	467	463	459	0
463	467	463	401	529	451	440	467	463	459	467	0
467	463	401	529	451	440	467	463	459	467	463	1
463	401	529	451	440	467	463	459	467	463	471	0
401	529	451	440	467	463	459	467	463	471	467	0
529	451	440	467	463	459	467	463	471	467	475	0
451	440	467	463	459	467	463	471	467	475	478	0
440	467	463	459	467	463	471	467	475	478	475	0
467	463	459	467	463	471	467	475	478	475	478	0
463	459	467	463	471	467	475	478	475	478	479	0
459	467	463	471	467	475	478	475	478	479	486	0
467	463	471	467	475	478	475	478	479	486	502	0
463	471	467	475	478	475	478	479	486	502	483	0
471	467	475	478	475	478	479	486	502	483	521	0
467	475	478	475	478	479	486	502	483	521	494	0
475	478	475	478	479	486	502	483	521	494	479	0
478	475	478	479	486	502	483	521	494	479	521	0
475	478	479	486	502	483	521	494	479	521	495	1
478	479	486	502	483	521	494	479	521	495	482	0
479	486	502	483	521	494	479	521	495	482	475	0
486	502	483	521	494	479	521	495	482	475	475	1
502	483	521	494	479	521	495	482	475	475	470	0
483	521	494	479	521	495	482	475	475	470	479	0
521	494	479	521	495	482	475	475	470	479	486	0
494	479	521	495	482	475	475	470	479	486	479	0
479	521	495	482	475	475	470	479	486	479	482	0
521	495	482	475	475	470	479	486	479	482	495	0
495	482	475	475	470	479	486	479	482	495	494	0
482	475	475	470	479	486	479	482	495	494	521	0
475	475	470	479	486	479	482	495	494	521	506	0
475	470	479	486	479	482	495	494	521	506	494	0
470	479	486	479	482	495	494	521	506	494	545	0
479	486	479	482	495	494	521	506	494	545	514	1
486	479	482	495	494	521	506	494	545	514	490	0
479	482	495	494	521	506	494	545	514	490	506	0
482	495	494	521	506	494	545	514	490	506	502	1
495	494	521	506	494	545	514	490	506	502	486	0
494	521	506	494	545	514	490	506	502	486	494	0
521	506	494	545	514	490	506	502	486	494	487	0
506	494	545	514	490	506	502	486	494	487	486	0
494	545	514	490	506	502	486	494	487	486	490	0
545	514	490	506	502	486	494	487	486	490	483	0
514	490	506	502	486	494	487	486	490	483	486	0
490	506	502	486	494	487	486	490	483	486	494	0
506	502	486	494	487	486	490	483	486	494	490	0
502	486	494	487	486	490	483	486	494	490	491	0
486	494	487	486	490	483	486	494	490	491	412	0
494	487	486	490	483	486	494	490	491	412	572	0
487	486	490	483	486	494	490	491	412	572	494	0
486	490	483	486	494	490	491	412	572	494	483	0
490	483	486	494	490	491	412	572	494	483	486	0
483	486	494	490	491	412	572	494	483	486	471	1
486	494	490	491	412	572	494	483	486	471	471	0
494	490	491	412	572	494	483	486	471	471	350	0
490	491	412	572	494	483	486	471	471	350	591	0
491	412	572	494	483	486	471	471	350	591	479	0
412	572	494	483	486	471	471	350	591	479	444	0
572	494	483	486	471	471	350	591	479	444	486	0
494	483	486	471	471	350	591	479	444	486	475	1
483	486	471	471	350	591	479	444	486	475	471	0
486	471	471	350	591	479	444	486	475	471	486	0
471	471	350	591	479	444	486	475	471	486	482	1
471	350	591	479	444	486	475	471	486	482	487	0
350	591	479	444	486	475	471	486	482	487	490	0
591	479	444	486	475	471	486	482	487	490	537	0
479	444	486	475	471	486	482	487	490	537	506	0
444	486	475	471	486	482	487	490	537	506	634	0
486	475	471	486	482	487	490	537	506	634	537	0
475	471	486	482	487	490	537	506	634	537	514	0
471	486	482	487	490	537	506	634	537	514	513	0
486	482	487	490	537	506	634	537	514	513	506	1
482	487	490	537	506	634	537	514	513	506	490	0
487	490	537	506	634	537	514	513	506	490	491	0
490	537	506	634	537	514	513	506	490	491	490	0
537	506	634	537	514	513	506	490	491	490	482	0
506	634	537	514	513	506	490	491	490	482	491	0
634	537	514	513	506	490	491	490	482	491	478	0
537	514	513	506	490	491	490	482	491	478	495	0
514	513	506	490	491	490	482	491	478	495	470	0
513	506	490	491	490	482	491	478	495	470	471	0
506	490	491	490	482	491	478	495	470	471	479	0
490	491	490	482	491	478	495	470	471	479	478	0
491	490	482	491	478	495	470	471	479	478	471	0
490	482	491	478	495	470	471	479	478	471	432	0
482	491	478	495	470	471	479	478	471	432	518	0
491	478	495	470	471	479	478	471	432	518	467	0
478	495	470	471	479	478	471	432	518	467	466	0
495	470	471	479	478	471	432	518	467	466	471	0
470	471	479	478	471	432	518	467	466	471	471	1
471	479	478	471	432	518	467	466	471	471	455	0
479	478	471	432	518	467	466	471	471	455	463	0
478	471	432	518	467	466	471	471	455	463	463	0
471	432	518	467	466	471	471	455	463	463	436	0
432	518	467	466	471	471	455	463	463	436	483	0
518	467	466	471	471	455	463	463	436	483	455	0
467	466	471	471	455	463	463	436	483	455	467	0
466	471	471	455	463	463	436	483	455	467	467	0
471	471	455	463	463	436	483	455	467	467	471	0
471	455	463	463	436	483	455	467	467	471	470	0
455	463	463	436	483	455	467	467	471	470	479	0
463	463	436	483	455	467	467	471	470	479	475	0
463	436	483	455	467	467	471	470	479	475	474	0
436	483	455	467	467	471	470	479	475	474	475	0
483	455	467	467	471	470	479	475	474	475	436	0
455	467	467	471	470	479	475	474	475	436	486	0
467	467	471	470	479	475	474	475	436	486	456	0
467	471	470	479	475	474	475	436	486	456	447	0
471	470	479	475	474	475	436	486	456	447	475	0
470	479	475	474	475	436	486	456	447	475	459	1
479	475	474	475	436	486	456	447	475	459	443	0
475	474	475	436	486	456	447	475	459	443	479	0
474	475	436	486	456	447	475	459	443	479	455	1
475	436	486	456	447	475	459	443	479	455	459	0
436	486	456	447	475	459	443	479	455	459	452	0
486	456	447	475	459	443	479	455	459	452	459	1
456	447	475	459	443	479	455	459	452	459	455	0
447	475	459	443	479	455	459	452	459	455	455	0
475	459	443	479	455	459	452	459	455	455	467	0
459	443	479	455	459	452	459	455	455	467	452	0
443	479	455	459	452	459	455	455	467	452	358	0
479	455	459	452	459	455	455	467	452	358	576	0
455	459	452	459	455	455	467	452	358	576	455	0
459	452	459	455	455	467	452	358	576	455	440	0
452	459	455	455	467	452	358	576	455	440	466	0
459	455	455	467	452	358	576	455	440	466	444	1
455	455	467	452	358	576	455	440	466	444	448	0
455	467	452	358	576	455	440	466	444	448	431	0
467	452	358	576	455	440	466	444	448	431	436	1
452	358	576	455	440	466	444	448	431	436	440	0
358	576	455	440	466	444	448	431	436	440	362	0
576	455	440	466	444	448	431	436	440	362	533	0
455	440	466	444	448	431	436	440	362	533	443	0
440	466	444	448	431	436	440	362	533	443	440	0
466	444	448	431	436	440	362	533	443	440	459	0
444	448	431	436	440	362	533	443	440	459	448	1
448	431	436	440	362	533	443	440	459	448	428	0
431	436	440	362	533	443	440	459	448	428	463	0
436	440	362	533	443	440	459	448	428	463	447	1
440	362	533	443	440	459	448	428	463	447	456	0
362	533	443	440	459	448	428	463	447	456	463	0
533	443	440	459	448	428	463	447	456	463	463	1
443	440	459	448	428	463	447	456	463	463	478	0
440	459	448	428	463	447	456	463	463	478	490	0
459	448	428	463	447	456	463	463	478	490	487	0
448	428	463	447	456	463	463	478	490	487	498	0
428	463	447	456	463	463	478	490	487	498	482	0
463	447	456	463	463	478	490	487	498	482	487	0
447	456	463	463	478	490	487	498	482	487	482	0
456	463	463	478	490	487	498	482	487	482	440	0
463	463	478	490	487	498	482	487	482	440	537	0
463	478	490	487	498	482	487	482	440	537	479	0
478	490	487	498	482	487	482	440	537	479	466	0
490	487	498	482	487	482	440	537	479	466	463	0
487	498	482	487	482	440	537	479	466	463	475	1
498	482	487	482	440	537	479	466	463	475	463	0
482	487	482	440	537	479	466	463	475	463	471	0
487	482	440	537	479	466	463	475	463	471	467	0
482	440	537	479	466	463	475	463	471	467	471	0
440	537	479	466	463	475	463	471	467	471	467	0
537	479	466	463	475	463	471	467	471	467	467	0
479	466	463	475	463	471	467	471	467	467	478	0
466	463	475	463	471	467	471	467	467	478	487	0
463	475	463	471	467	471	467	467	478	487	482	0
475	463	471	467	471	467	467	478	487	482	479	0
463	471	467	471	467	467	478	487	482	479	490	0
471	467	471	467	467	478	487	482	479	490	494	0
467	471	467	467	478	487	482	479	490	494	483	0
471	467	467	478	487	482	479	490	494	483	490	0
467	467	478	487	482	479	490	494	483	490	479	0
467	478	487	482	479	490	494	483	490	479	474	0
478	487	482	479	490	494	483	490	479	474	487	0
487	482	479	490	494	483	490	479	474	487	478	0
482	479	490	494	483	490	479	474	487	478	487	0
479	490	494	483	490	479	474	487	478	487	486	0
490	494	483	490	479	474	487	478	487	486	490	0
494	483	490	479	474	487	478	487	486	490	471	0
483	490	479	474	487	478	487	486	490	471	483	0
490	479	474	487	478	487	486	490	471	483	470	0
479	474	487	478	487	486	490	471	483	470	479	0
474	487	478	487	486	490	471	483	470	479	475	0
487	478	487	486	490	471	483	470	479	475	474	0
478	487	486	490	471	483	470	479	475	474	475	0
487	486	490	471	483	470	479	475	474	475	479	0
486	490	471	483	470	479	475	474	475	479	478	0
490	471	483	470	479	475	474	475	479	478	483	0
471	483	470	479	475	474	475	479	478	483	498	0
483	470	479	475	474	475	479	478	483	498	490	0
470	479	475	474	475	479	478	483	498	490	486	0
479	475	474	475	479	478	483	498	490	486	487	0
475	474	475	479	478	483	498	490	486	487	494	0
474	475	479	478	483	498	490	486	487	494	502	0
475	479	478	483	498	490	486	487	494	502	506	0
479	478	483	498	490	486	487	494	502	506	498	0
478	483	498	490	486	487	494	502	506	498	502	0
483	498	490	486	487	494	502	506	498	502	420	0
498	490	486	487	494	502	506	498	502	420	553	0
490	486	487	494	502	506	498	502	420	553	474	0
486	487	494	502	506	498	502	420	553	474	452	0
487	494	502	506	498	502	420	553	474	452	494	0
494	502	506	498	502	420	553	474	452	494	459	1
502	506	498	502	420	553	474	452	494	459	451	0
506	498	502	420	553	474	452	494	459	451	456	0
498	502	420	553	474	452	494	459	451	456	451	1
502	420	553	474	452	494	459	451	456	451	459	0
420	553	474	452	494	459	451	456	451	459	463	0
553	474	452	494	459	451	456	451	459	463	483	0
474	452	494	459	451	456	451	459	463	483	490	0
452	494	459	451	456	451	459	463	483	490	506	0
494	459	451	456	451	459	463	483	490	506	498	0
459	451	456	451	459	463	483	490	506	498	521	0
451	456	451	459	463	483	490	506	498	521	498	0
456	451	459	463	483	490	506	498	521	498	494	0
451	459	463	483	490	506	498	521	498	494	495	0
459	463	483	490	506	498	521	498	494	495	486	0
463	483	490	506	498	521	498	494	495	486	486	0
483	490	506	498	521	498	494	495	486	486	487	0
490	506	498	521	498	494	495	486	486	487	486	0
506	498	521	498	494	495	486	486	487	486	490	0
498	521	498	494	495	486	486	487	486	490	389	0
521	498	494	495	486	486	487	486	490	389	584	0
498	494	495	486	486	487	486	490	389	584	475	0
494	495	486	486	487	486	490	389	584	475	443	0
495	486	486	487	486	490	389	584	475	443	491	0
486	486	487	486	490	389	584	475	443	491	470	1
486	487	486	490	389	584	475	443	491	470	467	0
487	486	490	389	584	475	443	491	470	467	471	0
486	490	389	584	475	443	491	470	467	471	467	1
490	389	584	475	443	491	470	467	471	467	479	0
389	584	475	443	491	470	467	471	467	479	354	0
584	475	443	491	470	467	471	467	479	354	661	0
475	443	491	470	467	471	467	479	354	661	487	0
443	491	470	467	471	467	479	354	661	487	486	0
491	470	467	471	467	479	354	661	487	486	506	0
470	467	471	467	479	354	661	487	486	506	494	1
467	471	467	479	354	661	487	486	506	494	471	0
471	467	479	354	661	487	486	506	494	471	502	0
467	479	354	661	487	486	506	494	471	502	455	1
479	354	661	487	486	506	494	471	502	455	471	0
354	661	487	486	506	494	471	502	455	471	471	0
661	487	486	506	494	471	502	455	471	471	490	1
487	486	506	494	471	502	455	471	471	490	459	0
486	506	494	471	502	455	471	471	490	459	475	0
506	494	471	502	455	471	471	490	459	475	475	0
494	471	502	455	471	471	490	459	475	475	478	0
471	502	455	471	471	490	459	475	475	478	428	0
502	455	471	471	490	459	475	475	478	428	545	0
455	471	471	490	459	475	475	478	428	545	475	0
471	471	490	459	475	475	478	428	545	475	455	0
471	490	459	475	475	478	428	545	475	455	475	0
490	459	475	475	478	428	545	475	455	475	470	1
459	475	475	478	428	545	475	455	475	470	444	0
475	475	478	428	545	475	455	475	470	444	490	0
475	478	428	545	475	455	475	470	444	490	459	1
478	428	545	475	455	475	470	444	490	459	471	0
428	545	475	455	475	470	444	490	459	471	463	0
545	475	455	475	470	444	490	459	471	463	463	1
475	455	475	470	444	490	459	471	463	463	475	0
455	475	470	444	490	459	471	463	463	475	471	0
475	470	444	490	459	471	463	463	475	471	486	0
470	444	490	459	471	463	463	475	471	486	487	0
444	490	459	471	463	463	475	471	486	487	435	0
490	459	471	463	463	475	471	486	487	435	541	0
459	471	463	463	475	471	486	487	435	541	475	0
471	463	463	475	471	486	487	435	541	475	479	0
463	463	475	471	486	487	435	541	475	479	474	0
463	475	471	486	487	435	541	475	479	474	471	1
475	471	486	487	435	541	475	479	474	471	467	0
471	486	487	435	541	475	479	474	471	467	479	0
486	487	435	541	475	479	474	471	467	479	459	0
487	435	541	475	479	474	471	467	479	459	474	0
435	541	475	479	474	471	467	479	459	474	409	0
541	475	479	474	471	467	479	459	474	409	533	0
475	479	474	471	467	479	459	474	409	533	471	0
479	474	471	467	479	459	474	409	533	471	467	0
474	471	467	479	459	474	409	533	471	467	475	0
471	467	479	459	474	409	533	471	467	475	478	1
467	479	459	474	409	533	471	467	475	478	471	0
479	459	474	409	533	471	467	475	478	471	471	0
459	474	409	533	471	467	475	478	471	471	467	0
474	409	533	471	467	475	478	471	471	467	463	0
409	533	471	467	475	478	471	471	467	463	436	0
533	471	467	475	478	471	471	467	463	436	501	0
471	467	475	478	471	471	467	463	436	501	463	0
467	475	478	471	471	467	463	436	501	463	467	0
475	478	471	471	467	463	436	501	463	467	467	0
478	471	471	467	463	436	501	463	467	467	467	1
471	471	467	463	436	501	463	467	467	467	463	0
471	467	463	436	501	463	467	467	467	463	467	0
467	463	436	501	463	467	467	467	463	467	471	0
463	436	501	463	467	467	467	463	467	471	471	0
436	501	463	467	467	467	463	467	471	471	475	0
501	463	467	467	467	463	467	471	471	475	490	0
463	467	467	467	463	467	471	471	475	490	478	0
467	467	467	463	467	471	471	475	490	478	479	0
467	467	463	467	471	471	475	490	478	479	479	0
467	463	467	471	471	475	490	478	479	479	474	0
463	467	471	471	475	490	478	479	479	474	467	0
467	471	471	475	490	478	479	479	474	467	463	0
471	471	475	490	478	479	479	474	467	463	475	0
471	475	490	478	479	479	474	467	463	475	475	0
475	490	478	479	479	474	467	463	475	475	401	0
490	478	479	479	474	467	463	475	475	401	552	0
478	479	479	474	467	463	475	475	401	552	467	0
479	479	474	467	463	475	475	401	552	467	467	0
479	474	467	463	475	475	401	552	467	467	475	0
474	467	463	475	475	401	552	467	467	475	467	1
467	463	475	475	401	552	467	467	475	467	470	0
463	475	475	401	552	467	467	475	467	470	354	0
475	475	401	552	467	467	475	467	470	354	584	0
475	401	552	467	467	475	467	470	354	584	463	0
401	552	467	467	475	467	470	354	584	463	444	0
552	467	467	475	467	470	354	584	463	444	486	0
467	467	475	467	470	354	584	463	444	486	451	1
467	475	467	470	354	584	463	444	486	451	479	0
475	467	470	354	584	463	444	486	451	479	471	0
467	470	354	584	463	444	486	451	479	471	467	1
470	354	584	463	444	486	451	479	471	467	482	0
354	584	463	444	486	451	479	471	467	482	494	0
584	463	444	486	451	479	471	467	482	494	506	0
463	444	486	451	479	471	467	482	494	506	498	0
444	486	451	479	471	467	482	494	506	498	487	0
486	451	479	471	467	482	494	506	498	487	509	0
451	479	471	467	482	494	506	498	487	509	491	0
479	471	467	482	494	506	498	487	509	491	490	0
471	467	482	494	506	498	487	509	491	490	506	0
467	482	494	506	498	487	509	491	490	506	494	0
482	494	506	498	487	509	491	490	506	494	479	0
494	506	498	487	509	491	490	506	494	479	482	0
506	498	487	509	491	490	506	494	479	482	479	0
498	487	509	491	490	506	494	479	482	479	474	0
487	509	491	490	506	494	479	482	479	474	471	0
509	491	490	506	494	479	482	479	474	471	459	0
491	490	506	494	479	482	479	474	471	459	467	0
490	506	494	479	482	479	474	471	459	467	467	0
506	494	479	482	479	474	471	459	467	467	467	0
494	479	482	479	474	471	459	467	467	467	467	0
479	482	479	474	471	459	467	467	467	467	463	0
482	479	474	471	459	467	467	467	467	463	463	0
479	474	471	459	467	467	467	467	463	463	479	0
474	471	459	467	467	467	467	463	463	479	478	0
471	459	467	467	467	467	463	463	479	478	354	0
459	467	467	467	467	463	463	479	478	354	611	0
467	467	467	467	463	463	479	478	354	611	467	0
467	467	467	463	463	479	478	354	611	467	459	0
467	467	463	463	479	478	354	611	467	459	479	0
467	463	463	479	478	354	611	467	459	479	467	1
463	463	479	478	354	611	467	459	479	467	467	0
463	479	478	354	611	467	459	479	467	467	459	0
479	478	354	611	467	459	479	467	467	459	459	0
478	354	611	467	459	479	467	467	459	459	459	0
354	611	467	459	479	467	467	459	459	459	436	0
611	467	459	479	467	467	459	459	459	436	502	0
467	459	479	467	467	459	459	459	436	502	467	0
459	479	467	467	459	459	459	436	502	467	475	0
479	467	467	459	459	459	436	502	467	475	467	0
467	467	459	459	459	436	502	467	475	467	463	1
467	459	459	459	436	502	467	475	467	463	467	0
459	459	459	436	502	467	475	467	463	467	482	0
459	459	436	502	467	475	467	463	467	482	471	0
459	436	502	467	475	467	463	467	482	471	475	0
436	502	467	475	467	463	467	482	471	475	470	0
502	467	475	467	463	467	482	471	475	470	467	0
467	475	467	463	467	482	471	475	470	467	463	0
475	467	463	467	482	471	475	470	467	463	471	0
467	463	467	482	471	475	470	467	463	471	479	0
463	467	482	471	475	470	467	463	471	479	358	0
467	482	471	475	470	467	463	471	479	358	576	0
482	471	475	470	467	463	471	479	358	576	463	0
471	475	470	467	463	471	479	358	576	463	470	0
475	470	467	463	471	479	358	576	463	470	460	0
470	467	463	471	479	358	576	463	470	460	435	1
467	463	471	479	358	576	463	470	460	435	460	0
463	471	479	358	576	463	470	460	435	460	447	0
471	479	358	576	463	470	460	435	460	447	455	0
479	358	576	463	470	460	435	460	447	455	455	0
358	576	463	470	460	435	460	447	455	455	448	0
576	463	470	460	435	460	447	455	455	448	486	0
463	470	460	435	460	447	455	455	448	486	491	0
470	460	435	460	447	455	455	448	486	491	482	0
460	435	460	447	455	455	448	486	491	482	490	0
435	460	447	455	455	448	486	491	482	490	479	0
460	447	455	455	448	486	491	482	490	479	482	0
447	455	455	448	486	491	482	490	479	482	491	0
455	455	448	486	491	482	490	479	482	491	498	0
455	448	486	491	482	490	479	482	491	498	463	0
448	486	491	482	490	479	482	491	498	463	498	0
486	491	482	490	479	482	491	498	463	498	475	1
491	482	490	479	482	491	498	463	498	475	470	0
482	490	479	482	491	498	463	498	475	470	475	0
490	479	482	491	498	463	498	475	470	475	475	1
479	482	491	498	463	498	475	470	475	475	451	0
482	491	498	463	498	475	470	475	475	451	502	0
491	498	463	498	475	470	475	475	451	502	467	0
498	463	498	475	470	475	475	451	502	467	463	0
463	498	475	470	475	475	451	502	467	463	475	0
498	475	470	475	475	451	502	467	463	475	467	1
475	470	475	475	451	502	467	463	475	467	471	0
470	475	475	451	502	467	463	475	467	471	466	0
475	475	451	502	467	463	475	467	471	466	467	0
475	451	502	467	463	475	467	471	466	467	471	0
451	502	467	463	475	467	471	466	467	471	467	0
502	467	463	475	467	471	466	467	471	467	471	0
467	463	475	467	471	466	467	471	467	471	479	0
463	475	467	471	466	467	471	467	471	479	377	0
475	467	471	466	467	471	467	471	479	377	588	0
467	471	466	467	471	467	471	479	377	588	474	0
471	466	467	471	467	471	479	377	588	474	467	0
466	467	471	467	471	479	377	588	474	467	471	0
467	471	467	471	479	377	588	474	467	471	467	1
471	467	471	479	377	588	474	467	471	467	467	0
467	471	479	377	588	474	467	471	467	467	381	0
471	479	377	588	474	467	471	467	467	381	533	0
479	377	588	474	467	471	467	467	381	533	448	0
377	588	474	467	471	467	467	381	533	448	463	0
588	474	467	471	467	467	381	533	448	463	459	0
474	467	471	467	467	381	533	448	463	459	455	1
467	471	467	467	381	533	448	463	459	455	452	0
471	467	467	381	533	448	463	459	455	452	428	0
467	467	381	533	448	463	459	455	452	428	466	0
467	381	533	448	463	459	455	452	428	466	452	0
381	533	448	463	459	455	452	428	466	452	436	0
533	448	463	459	455	452	428	466	452	436	463	0
448	463	459	455	452	428	466	452	436	463	451	1
463	459	455	452	428	466	452	436	463	451	459	0
459	455	452	428	466	452	436	463	451	459	459	0
455	452	428	466	452	436	463	451	459	459	362	0
452	428	466	452	436	463	451	459	459	362	557	0
