Correlation for file  I01_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.65598907017816,0.268359729873391,0.169928914177544,0.215237785958208,0.269331061231967,0.269506787450755,0.240254588053844,0.269303312331459,0.277433848797419,0.212804209481476
"i.4",0.65598907017816,1,0.662022928639001,0.273874028109954,0.172536216200768,0.217064895540071,0.273976565007471,0.275492936105024,0.24629888531171,0.274196726073223,0.282236340044571
"i.3",0.268359729873391,0.662022928639001,1,0.662086490247097,0.271472999503045,0.170909718861471,0.21681188609939,0.274126738302593,0.275628735079702,0.246311301678761,0.274324327204897
"i.2",0.169928914177544,0.273874028109954,0.662086490247097,1,0.659112994840105,0.269934951714225,0.17032500063232,0.21635415275807,0.273651405147778,0.275269411437741,0.246043671737811
"i.1",0.215237785958208,0.172536216200768,0.271472999503045,0.659112994840105,1,0.660337095342472,0.268812855129999,0.167395917110714,0.213339424038911,0.271503850789248,0.272663022704565
"i.0",0.269331061231967,0.217064895540071,0.170909718861471,0.269934951714225,0.660337095342472,1,0.659186660489661,0.266584140613329,0.165318986214162,0.211925088839959,0.269627298095131
"i.1.1",0.269506787450755,0.273976565007471,0.21681188609939,0.17032500063232,0.268812855129999,0.659186660489661,1,0.658745300994595,0.265930042912809,0.164828420646772,0.211466892175637
"i.2.1",0.240254588053844,0.275492936105024,0.274126738302593,0.21635415275807,0.167395917110714,0.266584140613329,0.658745300994595,1,0.658588285051034,0.265617796121873,0.164672804554874
"i.3.1",0.269303312331459,0.24629888531171,0.275628735079702,0.273651405147778,0.213339424038911,0.165318986214162,0.265930042912809,0.658588285051034,1,0.658422403792531,0.265448262362485
"i.4.1",0.277433848797419,0.274196726073223,0.246311301678761,0.275269411437741,0.271503850789248,0.211925088839959,0.164828420646772,0.265617796121873,0.658422403792531,1,0.658324698077621
"i.5.1",0.212804209481476,0.282236340044571,0.274324327204897,0.246043671737811,0.272663022704565,0.269627298095131,0.211466892175637,0.164672804554874,0.265448262362485,0.658324698077621,1
Correlation for file  I15_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.895209936156374,0.876465045374212,0.837231075666888,0.793222425026809,0.757517006135952,0.732010008788734,0.717755638410359,0.708812215465633,0.70969670367659,0.709532506084945
"i.4",0.895209936156374,1,0.905343646103585,0.885489893062703,0.846151129840597,0.802248386484045,0.766268315425572,0.74028903145367,0.724793515803937,0.71605413471021,0.715933982427552
"i.3",0.876465045374212,0.905343646103585,1,0.905378780234804,0.885502709513522,0.846183673935066,0.802348130420872,0.766543228963747,0.740665396842079,0.725147457807009,0.716297923630951
"i.2",0.837231075666888,0.885489893062703,0.905378780234804,1,0.905422930872292,0.88556681461198,0.846275134356203,0.80243940395937,0.766667951704936,0.740821490601302,0.725314468719471
"i.1",0.793222425026809,0.846151129840597,0.885502709513522,0.905422930872292,1,0.9054665350699,0.88562144654271,0.846286904838091,0.80249832956511,0.76677109841226,0.74098895286914
"i.0",0.757517006135952,0.802248386484045,0.846183673935066,0.88556681461198,0.9054665350699,1,0.905504480505353,0.885602133861758,0.846334247487557,0.802592757056582,0.766967225206337
"i.1.1",0.732010008788734,0.766268315425572,0.802348130420872,0.846275134356203,0.88562144654271,0.905504480505353,1,0.905506174958551,0.885656978816153,0.846431539795755,0.80278366346351
"i.2.1",0.717755638410359,0.74028903145367,0.766543228963747,0.80243940395937,0.846286904838091,0.885602133861758,0.905506174958551,1,0.905666963395591,0.885818747930679,0.846517269554032
"i.3.1",0.708812215465633,0.724793515803937,0.740665396842079,0.766667951704936,0.80249832956511,0.846334247487557,0.885656978816153,0.905666963395591,1,0.905792448720973,0.885786223305253
"i.4.1",0.70969670367659,0.71605413471021,0.725147457807009,0.740821490601302,0.76677109841226,0.802592757056582,0.846431539795755,0.885818747930679,0.905792448720973,1,0.905789932425621
"i.5.1",0.709532506084945,0.715933982427552,0.716297923630951,0.725314468719471,0.74098895286914,0.766967225206337,0.80278366346351,0.846517269554032,0.885786223305253,0.905789932425621,1
Correlation for file  I16_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.699313838684641,0.587084797952073,0.562006935874156,0.481706890096908,0.433590792348765,0.437960532801431,0.393150272331084,0.367729476642317,0.347311015050836,0.314501470370964
"i.4",0.699313838684641,1,0.721739996488127,0.608296811250564,0.582519456061474,0.498757881741565,0.448224132890606,0.455579777039076,0.410805457934722,0.381386898441775,0.363514049624101
"i.3",0.587084797952073,0.721739996488127,1,0.721120589251336,0.60755585143133,0.582007031889613,0.49808744505237,0.447368648950813,0.45469472653055,0.410059718873015,0.380443494306254
"i.2",0.562006935874156,0.608296811250564,0.721120589251336,1,0.7205008440308,0.606839135342906,0.581462485688301,0.497013397103328,0.446057234466795,0.453910068820809,0.408744726501904
"i.1",0.481706890096908,0.582519456061474,0.60755585143133,0.7205008440308,1,0.720047872178463,0.606335284470413,0.5806415767156,0.495930614656276,0.445293977449973,0.452807445036503
"i.0",0.433590792348765,0.498757881741565,0.582007031889613,0.606839135342906,0.720047872178463,1,0.719657088331644,0.605828773262937,0.580093127721683,0.495354164815394,0.444594861208981
"i.1.1",0.437960532801431,0.448224132890606,0.49808744505237,0.581462485688301,0.606335284470413,0.719657088331644,1,0.719264399352214,0.605227037714174,0.579668551111406,0.494619121065586
"i.2.1",0.393150272331084,0.455579777039076,0.447368648950813,0.497013397103328,0.5806415767156,0.605828773262937,0.719264399352214,1,0.71877668523463,0.604715357206555,0.578983826728488
"i.3.1",0.367729476642317,0.410805457934722,0.45469472653055,0.446057234466795,0.495930614656276,0.580093127721683,0.605227037714174,0.71877668523463,1,0.718380145793639,0.604051464772991
"i.4.1",0.347311015050836,0.381386898441775,0.410059718873015,0.453910068820809,0.445293977449973,0.495354164815394,0.579668551111406,0.604715357206555,0.718380145793639,1,0.717979781891604
"i.5.1",0.314501470370964,0.363514049624101,0.380443494306254,0.408744726501904,0.452807445036503,0.444594861208981,0.494619121065586,0.578983826728488,0.604051464772991,0.717979781891604,1
Correlation for file  I17_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.78275524372269,0.651713473689778,0.635407278658816,0.628136127472933,0.613741992456263,0.585512591129778,0.567259875161407,0.612418950939986,0.592203169414569,0.600563058378418
"i.4",0.78275524372269,1,0.783062209712648,0.65189634921126,0.635556107174026,0.628371954068098,0.613992194756542,0.585787566543327,0.567498084477242,0.612780850123357,0.592678967967958
"i.3",0.651713473689778,0.783062209712648,1,0.783066372866582,0.65190462178749,0.635547073517464,0.628362103001698,0.613976700605697,0.585775278857616,0.567472737408305,0.612767734113904
"i.2",0.635407278658816,0.65189634921126,0.783066372866582,1,0.78306561318623,0.651902831965373,0.635547631492456,0.628363341707217,0.613976109354943,0.585781087411935,0.567501134708944
"i.1",0.628136127472933,0.635556107174026,0.65190462178749,0.78306561318623,1,0.783073715815039,0.651910477400408,0.635551773674164,0.62836539968342,0.61398592435819,0.585822939963721
"i.0",0.613741992456263,0.628371954068098,0.635547073517464,0.651902831965373,0.783073715815039,1,0.783069206178159,0.651894067278005,0.63553873219398,0.62834079532664,0.613979614824971
"i.1.1",0.585512591129778,0.613992194756542,0.628362103001698,0.635547631492456,0.651910477400408,0.783069206178159,1,0.783059732592364,0.651883823991,0.635518845052662,0.628334752386817
"i.2.1",0.567259875161407,0.585787566543327,0.613976700605697,0.628363341707217,0.635551773674164,0.651894067278005,0.783059732592364,1,0.78305345729834,0.651865681372451,0.635504808648923
"i.3.1",0.612418950939986,0.567498084477242,0.585775278857616,0.613976109354943,0.62836539968342,0.63553873219398,0.651883823991,0.78305345729834,1,0.783048727791572,0.651866419592958
"i.4.1",0.592203169414569,0.612780850123357,0.567472737408305,0.585781087411935,0.61398592435819,0.62834079532664,0.635518845052662,0.651865681372451,0.783048727791572,1,0.783027000682153
"i.5.1",0.600563058378418,0.592678967967958,0.612767734113904,0.567501134708944,0.585822939963721,0.613979614824971,0.628334752386817,0.635504808648923,0.651866419592958,0.783027000682153,1
Correlation for file  I18_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.345077709398444,0.512414159439664,0.554336952783451,0.613550463002546,0.457103993808229,0.482020371388828,0.529972923588321,0.521374162676194,0.478777963359602,0.501849445812301
"i.4",0.345077709398444,1,0.344974745478802,0.512810318673658,0.555009148158929,0.613592184980668,0.456808705422381,0.482457481878175,0.530139661738696,0.521450398187817,0.478936595955162
"i.3",0.512414159439664,0.344974745478802,1,0.344819083372969,0.512739594270698,0.554905391518855,0.61354410492992,0.456617831028254,0.482220458616806,0.530085567854379,0.521382033428183
"i.2",0.554336952783451,0.512810318673658,0.344819083372969,1,0.346144415354491,0.512794019924082,0.553936755087052,0.614377512538071,0.457133097705673,0.482272700725086,0.530262977607111
"i.1",0.613550463002546,0.555009148158929,0.512739594270698,0.346144415354491,1,0.346153600146608,0.513066419546838,0.555336343546593,0.613921099649236,0.457578812948718,0.482851338077785
"i.0",0.457103993808229,0.613592184980668,0.554905391518855,0.512794019924082,0.346153600146608,1,0.345985913433658,0.513171982715175,0.555335843451777,0.61394704775146,0.457643340719672
"i.1.1",0.482020371388828,0.456808705422381,0.61354410492992,0.553936755087052,0.513066419546838,0.345985913433658,1,0.3453833751599,0.513081290910663,0.555172358173986,0.61370991937435
"i.2.1",0.529972923588321,0.482457481878175,0.456617831028254,0.614377512538071,0.555336343546593,0.513171982715175,0.3453833751599,1,0.345973747567259,0.513147963262164,0.555356393236561
"i.3.1",0.521374162676194,0.530139661738696,0.482220458616806,0.457133097705673,0.613921099649236,0.555335843451777,0.513081290910663,0.345973747567259,1,0.346021250965054,0.513315950925652
"i.4.1",0.478777963359602,0.521450398187817,0.530085567854379,0.482272700725086,0.457578812948718,0.61394704775146,0.555172358173986,0.513147963262164,0.346021250965054,1,0.346118772354877
"i.5.1",0.501849445812301,0.478936595955162,0.521382033428183,0.530262977607111,0.482851338077785,0.457643340719672,0.61370991937435,0.555356393236561,0.513315950925652,0.346118772354877,1
Correlation for file  I19_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.753670105714595,0.562407681130784,-0.38558774002758,0.457484095397859,-0.542449148113092,0.650370207895021,-0.573436777926703,0.502617720135226,-0.410780282433373,0.475751867092282
"i.4",-0.753670105714595,1,-0.754291595404095,0.562423291811587,-0.385357979058329,0.45761950651456,-0.542276471926467,0.650550815374029,-0.573445891604441,0.503141432242537,-0.411743945143612
"i.3",0.562407681130784,-0.754291595404095,1,-0.753827921964094,0.561919706371328,-0.384849237040549,0.45716101503968,-0.541948356408278,0.650286336335267,-0.573229969894219,0.502795249725032
"i.2",-0.38558774002758,0.562423291811587,-0.753827921964094,1,-0.753829440783524,0.561744688143528,-0.384793281905995,0.456937153781561,-0.541850931713388,0.649842111545996,-0.571912422023452
"i.1",0.457484095397859,-0.385357979058329,0.561919706371328,-0.753829440783524,1,-0.753775544781836,0.561769743471813,-0.384637016985389,0.45687084426391,-0.541404514327257,0.648519382999613
"i.0",-0.542449148113092,0.45761950651456,-0.384849237040549,0.561744688143528,-0.753775544781836,1,-0.753734793063398,0.56159395381876,-0.384486559114885,0.456443224858238,-0.54034704460302
"i.1.1",0.650370207895021,-0.542276471926467,0.45716101503968,-0.384793281905995,0.561769743471813,-0.753734793063398,1,-0.753648744507257,0.56153546331293,-0.384064329025699,0.455300477373553
"i.2.1",-0.573436777926703,0.650550815374029,-0.541948356408278,0.456937153781561,-0.384637016985389,0.56159395381876,-0.753648744507257,1,-0.75359116159321,0.561249551718944,-0.383235006978758
"i.3.1",0.502617720135226,-0.573445891604441,0.650286336335267,-0.541850931713388,0.45687084426391,-0.384486559114885,0.56153546331293,-0.75359116159321,1,-0.753395509037702,0.560418561907559
"i.4.1",-0.410780282433373,0.503141432242537,-0.573229969894219,0.649842111545996,-0.541404514327257,0.456443224858238,-0.384064329025699,0.561249551718944,-0.753395509037702,1,-0.75303080166156
"i.5.1",0.475751867092282,-0.411743945143612,0.502795249725032,-0.571912422023452,0.648519382999613,-0.54034704460302,0.455300477373553,-0.383235006978758,0.560418561907559,-0.75303080166156,1
Correlation for file  I20_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.3979495842275,0.470025936331044,0.525426969975365,0.478494389710491,0.488492890002564,0.515683168902269,0.466718688524706,0.47893168478833,0.481898753439693,0.486927390504759
"i.4",0.3979495842275,1,0.397230333984341,0.470267683107212,0.526473187300942,0.479216552179165,0.492620190462195,0.520036913196411,0.466710258776422,0.480098153015946,0.48229954682698
"i.3",0.470025936331044,0.397230333984341,1,0.396873608832006,0.470069169184495,0.526291504300363,0.479851720143594,0.493372898756051,0.519716619120399,0.466599861426806,0.479824974731854
"i.2",0.525426969975365,0.470267683107212,0.396873608832006,1,0.396686277183388,0.46991446878231,0.526780045462397,0.480437873307893,0.493113004216776,0.519632686134449,0.466381519548649
"i.1",0.478494389710491,0.526473187300942,0.470069169184495,0.396686277183388,1,0.396619575635722,0.470244497654189,0.527255610426537,0.480265446919315,0.493056723090585,0.519511306773415
"i.0",0.488492890002564,0.479216552179165,0.526291504300363,0.46991446878231,0.396619575635722,1,0.396803842471898,0.47078146696559,0.527100555553217,0.480258354648154,0.492981648371067
"i.1.1",0.515683168902269,0.492620190462195,0.479851720143594,0.526780045462397,0.470244497654189,0.396803842471898,1,0.396619747781143,0.471313860058954,0.527343712083383,0.480681010723616
"i.2.1",0.466718688524706,0.520036913196411,0.493372898756051,0.480437873307893,0.527255610426537,0.47078146696559,0.396619747781143,1,0.397250561513473,0.471705196574642,0.52794028749408
"i.3.1",0.47893168478833,0.466710258776422,0.519716619120399,0.493113004216776,0.480265446919315,0.527100555553217,0.471313860058954,0.397250561513473,1,0.397128230740418,0.471465445978562
"i.4.1",0.481898753439693,0.480098153015946,0.466599861426806,0.519632686134449,0.493056723090585,0.480258354648154,0.527343712083383,0.471705196574642,0.397128230740418,1,0.397046287714205
"i.5.1",0.486927390504759,0.48229954682698,0.479824974731854,0.466381519548649,0.519511306773415,0.492981648371067,0.480681010723616,0.52794028749408,0.471465445978562,0.397046287714205,1
Correlation for file  I21_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.134645492808288,0.248622565782152,0.135788235220134,0.162467087429099,0.153465282568787,0.129434294368373,0.0970662344959737,0.109068786810574,0.107918852280678,0.154596138081449
"i.4",0.134645492808288,1,0.134719366073437,0.248842524956821,0.13589735610784,0.162533718459494,0.15245528066859,0.130369740191072,0.0973963049601179,0.109412566177723,0.108147390593265
"i.3",0.248622565782152,0.134719366073437,1,0.134733283549224,0.248850946162356,0.135911924012272,0.162625775121198,0.152515703832671,0.130389531024929,0.0974172502554641,0.109428823375641
"i.2",0.135788235220134,0.248842524956821,0.134733283549224,1,0.13474870868256,0.24887719823104,0.136068926334934,0.162643319023855,0.152529746137229,0.130405774757996,0.097434656607476
"i.1",0.162467087429099,0.13589735610784,0.248850946162356,0.13474870868256,1,0.134768350036281,0.249055879735469,0.136104277771939,0.162659521637159,0.152547466995837,0.13042093446619
"i.0",0.153465282568787,0.162533718459494,0.135911924012272,0.24887719823104,0.134768350036281,1,0.134818873744084,0.249170443567231,0.136145047645328,0.162703323684147,0.152581163784895
"i.1.1",0.129434294368373,0.15245528066859,0.162625775121198,0.136068926334934,0.249055879735469,0.134818873744084,1,0.135773896968862,0.249599096656796,0.136509854512207,0.162967535526085
"i.2.1",0.0970662344959737,0.130369740191072,0.152515703832671,0.162643319023855,0.136104277771939,0.249170443567231,0.135773896968862,1,0.135654202361229,0.249510089204684,0.136460726824001
"i.3.1",0.109068786810574,0.0973963049601179,0.130389531024929,0.152529746137229,0.162659521637159,0.136145047645328,0.249599096656796,0.135654202361229,1,0.135631436580126,0.249507259377945
"i.4.1",0.107918852280678,0.109412566177723,0.0974172502554641,0.130405774757996,0.152547466995837,0.162703323684147,0.136509854512207,0.249510089204684,0.135631436580126,1,0.135629331327935
"i.5.1",0.154596138081449,0.108147390593265,0.109428823375641,0.097434656607476,0.13042093446619,0.152581163784895,0.162967535526085,0.136460726824001,0.249507259377945,0.135629331327935,1
Correlation for file  I22_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.367631899718402,0.419701593310502,0.49684694828947,0.447461450456429,0.43917834170197,0.469955868197482,0.425824270702895,0.435006958370071,0.417036365282106,0.432468815776512
"i.4",0.367631899718402,1,0.367805578666744,0.41982103649613,0.497009096470089,0.447610794178384,0.439295483709001,0.470043482448188,0.426744549135517,0.434733885184959,0.417618353818832
"i.3",0.419701593310502,0.367805578666744,1,0.367929660973205,0.419932227993674,0.497121738466833,0.447715500464543,0.439407261916232,0.47034460923517,0.426984403604743,0.434921083975159
"i.2",0.49684694828947,0.41982103649613,0.367929660973205,1,0.368044500624118,0.420053089753645,0.497208017550727,0.447811137928141,0.439770145444687,0.47052106604992,0.427209115527518
"i.1",0.447461450456429,0.497009096470089,0.419932227993674,0.368044500624118,1,0.368175967203698,0.420154567764389,0.497299972722879,0.448125707532517,0.439984001920812,0.470710875766653
"i.0",0.43917834170197,0.447610794178384,0.497121738466833,0.420053089753645,0.368175967203698,1,0.368302143169697,0.420273307362463,0.497664396639491,0.448330097431616,0.440212184637205
"i.1.1",0.469955868197482,0.439295483709001,0.447715500464543,0.497208017550727,0.420154567764389,0.368302143169697,1,0.368406548893536,0.420630664091073,0.497842673944905,0.44854880862452
"i.2.1",0.425824270702895,0.470043482448188,0.439407261916232,0.447811137928141,0.497299972722879,0.420273307362463,0.368406548893536,1,0.368810622829399,0.420748324080959,0.498089677602891
"i.3.1",0.435006958370071,0.426744549135517,0.47034460923517,0.439770145444687,0.448125707532517,0.497664396639491,0.420630664091073,0.368810622829399,1,0.369911635700426,0.420709216774283
"i.4.1",0.417036365282106,0.434733885184959,0.426984403604743,0.47052106604992,0.439984001920812,0.448330097431616,0.497842673944905,0.420748324080959,0.369911635700426,1,0.370627032115935
"i.5.1",0.432468815776512,0.417618353818832,0.434921083975159,0.427209115527518,0.470710875766653,0.440212184637205,0.44854880862452,0.498089677602891,0.420709216774283,0.370627032115935,1
Correlation for file  I23_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.603473404087538,0.743613204572698,0.670028333503391,0.673920358917122,0.625594803433017,0.642131989627583,0.604631891898276,0.618258986499903,0.577971958784549,0.58917008855771
"i.4",0.603473404087538,1,0.606252769211266,0.746983518042562,0.67304024972853,0.676148731229015,0.628308673593308,0.644642175547764,0.606767837739244,0.620908871375452,0.580944794542453
"i.3",0.743613204572698,0.606252769211266,1,0.606266327597975,0.746882874815148,0.673208205478955,0.676181065219447,0.628212438263178,0.644826999935243,0.60680268246375,0.620687357269464
"i.2",0.670028333503391,0.746983518042562,0.606266327597975,1,0.606022300311964,0.747022717663185,0.673159942688146,0.676047606544155,0.628371946734641,0.644772793740977,0.60645667104162
"i.1",0.673920358917122,0.67304024972853,0.746882874815148,0.606022300311964,1,0.6060487072917,0.746928453364244,0.67301271767835,0.676097987370134,0.628241706676295,0.644475224857867
"i.0",0.625594803433017,0.676148731229015,0.673208205478955,0.747022717663185,0.6060487072917,1,0.606171369453141,0.746924001024997,0.673175768535268,0.676194595334273,0.628202381323831
"i.1.1",0.642131989627583,0.628308673593308,0.676181065219447,0.673159942688146,0.746928453364244,0.606171369453141,1,0.606065032596996,0.747023771996891,0.673158952548796,0.67600696418596
"i.2.1",0.604631891898276,0.644642175547764,0.628212438263178,0.676047606544155,0.67301271767835,0.746924001024997,0.606065032596996,1,0.606084289714849,0.746949606448974,0.672976647129063
"i.3.1",0.618258986499903,0.606767837739244,0.644826999935243,0.628371946734641,0.676097987370134,0.673175768535268,0.747023771996891,0.606084289714849,1,0.60620534407156,0.746960810777664
"i.4.1",0.577971958784549,0.620908871375452,0.60680268246375,0.644772793740977,0.628241706676295,0.676194595334273,0.673158952548796,0.746949606448974,0.60620534407156,1,0.605993620235005
"i.5.1",0.58917008855771,0.580944794542453,0.620687357269464,0.60645667104162,0.644475224857867,0.628202381323831,0.67600696418596,0.672976647129063,0.746960810777664,0.605993620235005,1
Correlation for file  I24_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.854095857629193,0.865017844830429,0.840661394489612,0.823650588311217,0.806765999502947,0.785117415279425,0.771335270363259,0.761246288974754,0.756151651574792,0.749849461285557
"i.4",0.854095857629193,1,0.8540596232978,0.864988266381771,0.84062081378933,0.823603378937682,0.806713894845825,0.785057344938528,0.771269857229507,0.761186733627485,0.756089543833217
"i.3",0.865017844830429,0.8540596232978,1,0.854032384165728,0.864960584900038,0.84058348243531,0.823563816529349,0.806632793996372,0.784969753857337,0.771177228110722,0.76108883986056
"i.2",0.840661394489612,0.864988266381771,0.854032384165728,1,0.854005742796198,0.864935827761306,0.840552999181563,0.823513623450336,0.806576748744245,0.78491613635025,0.771116874716615
"i.1",0.823650588311217,0.84062081378933,0.864960584900038,0.854005742796198,1,0.853975605421932,0.864909258981189,0.840484181443934,0.823440119022441,0.806501630621791,0.78483018905978
"i.0",0.806765999502947,0.823603378937682,0.84058348243531,0.864935827761306,0.853975605421932,1,0.853941028858507,0.864827824609567,0.840395388739116,0.8233411629978,0.806393481720325
"i.1.1",0.785117415279425,0.806713894845825,0.823563816529349,0.840552999181563,0.864909258981189,0.853941028858507,1,0.853857838575655,0.86475182674508,0.840311298593822,0.823248234574878
"i.2.1",0.771335270363259,0.785057344938528,0.806632793996372,0.823513623450336,0.840484181443934,0.864827824609567,0.853857838575655,1,0.853770772273809,0.864661997376629,0.840204055015716
"i.3.1",0.761246288974754,0.771269857229507,0.784969753857337,0.806576748744245,0.823440119022441,0.840395388739116,0.86475182674508,0.853770772273809,1,0.853677145518973,0.864575898180386
"i.4.1",0.756151651574792,0.761186733627485,0.771177228110722,0.78491613635025,0.806501630621791,0.8233411629978,0.840311298593822,0.864661997376629,0.853677145518973,1,0.853558817154104
"i.5.1",0.749849461285557,0.756089543833217,0.76108883986056,0.771116874716615,0.78483018905978,0.806393481720325,0.823248234574878,0.840204055015716,0.864575898180386,0.853558817154104,1
Correlation for file  I25_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.942443031206525,0.927636729698516,0.908231742364593,0.872363339044268,0.855861593132731,0.840248792984619,0.827430986764442,0.825234040587264,0.810855989757177,0.806589568441773
"i.4",0.942443031206525,1,0.946128719311436,0.931278786460569,0.911192143604558,0.875629211916525,0.858890967878934,0.843219594198174,0.830411465724976,0.822766692904594,0.813386673172466
"i.3",0.927636729698516,0.946128719311436,1,0.946128266373825,0.931298099638604,0.91121612227995,0.87564804406361,0.858928730666745,0.843267650511516,0.825977420490377,0.821815782790703
"i.2",0.908231742364593,0.931278786460569,0.946128266373825,1,0.946112968663563,0.931341471950348,0.91119991743548,0.875685995543667,0.858990809450586,0.838071739445393,0.825448919379851
"i.1",0.872363339044268,0.911192143604558,0.931298099638604,0.946112968663563,1,0.946107666672174,0.931347922615831,0.911208920272815,0.875702185648196,0.854681843610994,0.836929447452219
"i.0",0.855861593132731,0.875629211916525,0.91121612227995,0.931341471950348,0.946107666672174,1,0.946091673453058,0.931364055106937,0.911243542374394,0.870640314615041,0.853927669078811
"i.1.1",0.840248792984619,0.858890967878934,0.87564804406361,0.91119991743548,0.931347922615831,0.946091673453058,1,0.946094165532272,0.931367189527903,0.906881666343007,0.869353772608502
"i.2.1",0.827430986764442,0.843219594198174,0.858928730666745,0.875685995543667,0.911208920272815,0.931364055106937,0.946094165532272,1,0.94610902833822,0.926644913571757,0.905672332361248
"i.3.1",0.825234040587264,0.830411465724976,0.843267650511516,0.858990809450586,0.875702185648196,0.911243542374394,0.931367189527903,0.94610902833822,1,0.941219644171425,0.925446480159948
"i.4.1",0.810855989757177,0.822766692904594,0.825977420490377,0.838071739445393,0.854681843610994,0.870640314615041,0.906881666343007,0.926644913571757,0.941219644171425,1,0.929691058494038
"i.5.1",0.806589568441773,0.813386673172466,0.821815782790703,0.825448919379851,0.836929447452219,0.853927669078811,0.869353772608502,0.905672332361248,0.925446480159948,0.929691058494038,1
Correlation for file  I26_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.955784305208954,0.929008785122339,0.910286116868857,0.890349029297153,0.855171926055022,0.838088441456724,0.819659423419473,0.808942010128862,0.795316403244351,0.79093362006902
"i.4",0.955784305208954,1,0.956391058019981,0.929471235603815,0.911143034716972,0.891277200932177,0.855974517883981,0.838735477733099,0.820287904803682,0.809764500251471,0.79610455703854
"i.3",0.929008785122339,0.956391058019981,1,0.956380871041903,0.929491807796921,0.911180030623018,0.891293662295987,0.856028417967126,0.838680354861798,0.820306210102889,0.809791244749911
"i.2",0.910286116868857,0.929471235603815,0.956380871041903,1,0.956344294044646,0.929541903775735,0.911208562447402,0.891266840849333,0.8560243758383,0.83870905919834,0.820329699422768
"i.1",0.890349029297153,0.911143034716972,0.929491807796921,0.956344294044646,1,0.956316844229974,0.929501616742366,0.91127788518427,0.891126659416446,0.855985105317942,0.838693225303449
"i.0",0.855171926055022,0.891277200932177,0.911180030623018,0.929541903775735,0.956316844229974,1,0.956312910316875,0.929542364666077,0.911229721460359,0.891107094727649,0.855974231826511
"i.1.1",0.838088441456724,0.855974517883981,0.891293662295987,0.911208562447402,0.929501616742366,0.956312910316875,1,0.956312123628229,0.929503498227602,0.911216576312811,0.89109798832198
"i.2.1",0.819659423419473,0.838735477733099,0.856028417967126,0.891266840849333,0.91127788518427,0.929542364666077,0.956312123628229,1,0.956207756924107,0.929505739879992,0.91122742796111
"i.3.1",0.808942010128862,0.820287904803682,0.838680354861798,0.8560243758383,0.891126659416446,0.911229721460359,0.929503498227602,0.956207756924107,1,0.956178238690031,0.929463712827776
"i.4.1",0.795316403244351,0.809764500251471,0.820306210102889,0.83870905919834,0.855985105317942,0.891107094727649,0.911216576312811,0.929505739879992,0.956178238690031,1,0.956173957288489
"i.5.1",0.79093362006902,0.79610455703854,0.809791244749911,0.820329699422768,0.838693225303449,0.855974231826511,0.89109798832198,0.91122742796111,0.929463712827776,0.956173957288489,1
Correlation for file  I27_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.460112839190699,-0.310817752909782,0.677262243703987,-0.209890765907698,-0.340553268365716,0.632793286870209,-0.301059031618292,-0.178634604479233,0.498693804451916,-0.239278336505624
"i.4",-0.460112839190699,1,-0.460761213151513,-0.311487605615739,0.678119564388587,-0.210653894122599,-0.341245369337085,0.633696569332806,-0.302281653073744,-0.178277666271477,0.498810198474912
"i.3",-0.310817752909782,-0.460761213151513,1,-0.460828739424363,-0.311971799448303,0.67838785821221,-0.210752354348002,-0.341704148560676,0.634093485518193,-0.302105706747001,-0.179042228913949
